Day,Haut-Uele sim,Haut-Uele data,Haut-Uele error,Ituri sim,Ituri data,Ituri error,Meri sim,Meri data,Meri error,Kakuma sim,Kakuma data,Kakuma error,Alwaral sim,Alwaral data,Alwaral error,East_Darfur sim,East_Darfur data,East_Darfur error,Khartoum sim,Khartoum data,Khartoum error,South_Darfur sim,South_Darfur data,South_Darfur error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,White_Nile sim,White_Nile data,White_Nile error,Adjumani sim,Adjumani data,Adjumani error,Rhino sim,Rhino data,Rhino error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
76,391,123,2.178861788617886,23,54,0.5740740740740741,361,36,9.027777777777779,544,856,0.36448598130841126,0,61,1.0,28,100,0.72,1,357,0.9971988795518207,65,54,0.20370370370370372,12,226,0.9469026548672567,3,130,0.9769230769230769,1873,1603,0.16843418590143489,183,361,0.49307479224376727,114,503,0.7733598409542743,0.5855734767025089,4464,4114,4464,3598,0
77,392,123,2.186991869918699,23,57,0.5964912280701755,364,36,9.11111111111111,547,857,0.36172695449241543,0,62,1.0,29,101,0.7128712871287128,1,357,0.9971988795518207,65,54,0.20370370370370372,12,226,0.9469026548672567,3,132,0.9772727272727273,1878,1613,0.16429014259144448,184,363,0.4931129476584022,114,503,0.7733598409542743,0.5838537020517395,4484,4130,4484,3612,0
78,393,123,2.1951219512195124,23,60,0.6166666666666667,366,37,8.891891891891891,559,857,0.34772462077012833,0,62,1.0,30,103,0.7087378640776699,1,357,0.9971988795518207,66,54,0.22222222222222232,13,227,0.9427312775330396,3,134,0.9776119402985075,1881,1622,0.15967940813810122,185,365,0.4931506849315068,114,503,0.7733598409542743,0.5794849023090586,4504,4149,4504,3634,0
79,395,123,2.2113821138211383,23,62,0.6290322580645161,368,37,8.945945945945946,565,857,0.34072345390898484,0,63,1.0,31,104,0.7019230769230769,1,357,0.9971988795518207,67,54,0.2407407407407407,13,227,0.9427312775330396,3,135,0.9777777777777777,1892,1631,0.16002452483139185,187,367,0.4904632152588556,114,503,0.7733598409542743,0.5785398230088495,4520,4171,4520,3659,0
80,398,123,2.2357723577235773,23,65,0.6461538461538461,370,38,8.736842105263158,566,857,0.3395565927654609,0,63,1.0,31,105,0.7047619047619047,1,357,0.9971988795518207,68,54,0.2592592592592593,14,227,0.9383259911894273,3,137,0.9781021897810219,1900,1641,0.15783059110298603,189,369,0.4878048780487805,115,503,0.7713717693836978,0.577439964749945,4539,4180,4539,3678,0
81,401,123,2.2601626016260163,23,68,0.6617647058823529,375,38,8.868421052631579,569,857,0.3360560093348891,0,64,1.0,31,107,0.7102803738317758,1,357,0.9971988795518207,68,54,0.2592592592592593,14,227,0.9383259911894273,3,139,0.9784172661870504,1907,1650,0.15575757575757576,191,371,0.48517520215633425,116,503,0.7693836978131212,0.5772268538832821,4558,4190,4558,3699,0
82,400,123,2.252032520325203,23,71,0.676056338028169,376,39,8.64102564102564,578,858,0.3263403263403264,0,65,1.0,32,108,0.7037037037037037,1,357,0.9971988795518207,68,54,0.2592592592592593,15,228,0.9342105263157895,3,141,0.9787234042553191,1915,1660,0.1536144578313252,193,373,0.48257372654155495,116,503,0.7693836978131212,0.5733624454148472,4580,4200,4580,3720,0
83,401,123,2.2601626016260163,23,74,0.6891891891891893,376,39,8.64102564102564,581,858,0.32284382284382285,0,65,1.0,34,109,0.6880733944954128,1,357,0.9971988795518207,68,54,0.2592592592592593,15,228,0.9342105263157895,3,142,0.9788732394366197,1920,1669,0.15038945476333132,196,375,0.4773333333333334,116,503,0.7693836978131212,0.5704960835509139,4596,4209,4596,3734,0
84,401,123,2.2601626016260163,24,77,0.6883116883116883,377,40,8.425,584,858,0.3193473193473193,0,66,1.0,35,110,0.6818181818181819,1,357,0.9971988795518207,68,54,0.2592592592592593,15,228,0.9342105263157895,3,144,0.9791666666666666,1928,1679,0.1483025610482429,196,377,0.480106100795756,116,503,0.7693836978131212,0.5684575389948007,4616,4220,4616,3748,0
85,404,123,2.2845528455284554,24,80,0.7,378,40,8.45,586,858,0.31701631701631705,0,66,1.0,36,112,0.6785714285714286,1,357,0.9971988795518207,68,54,0.2592592592592593,15,229,0.9344978165938864,4,146,0.9726027397260274,1934,1688,0.14573459715639814,195,379,0.4854881266490765,116,503,0.7693836978131212,0.5678532901833873,4635,4229,4635,3761,0
86,406,123,2.3008130081300813,24,83,0.7108433734939759,377,41,8.195121951219512,588,859,0.3154831199068685,1,67,0.9850746268656716,36,113,0.6814159292035398,1,357,0.9971988795518207,68,54,0.2592592592592593,15,229,0.9344978165938864,4,147,0.9727891156462585,1941,1698,0.1431095406360423,196,381,0.4855643044619422,116,503,0.7693836978131212,0.565843179377014,4655,4237,4655,3773,0
87,407,123,2.3089430894308944,24,85,0.7176470588235294,378,41,8.21951219512195,593,859,0.30966239813736907,1,67,0.9850746268656716,40,114,0.6491228070175439,1,357,0.9971988795518207,68,54,0.2592592592592593,16,229,0.9301310043668123,4,149,0.9731543624161074,1946,1707,0.14001171646162858,197,383,0.4856396866840731,118,503,0.7654075546719682,0.5621922500535217,4671,4248,4671,3793,0
88,408,123,2.317073170731707,24,88,0.7272727272727273,379,42,8.023809523809524,596,859,0.3061699650756694,1,68,0.9852941176470589,41,116,0.646551724137931,1,357,0.9971988795518207,68,54,0.2592592592592593,18,230,0.9217391304347826,4,151,0.9735099337748344,1956,1717,0.13919627256843325,197,385,0.48831168831168836,119,503,0.7634194831013916,0.560622203281483,4693,4257,4693,3812,0
89,409,123,2.3252032520325203,24,91,0.7362637362637363,379,42,8.023809523809524,600,859,0.30151338766006985,1,68,0.9852941176470589,42,117,0.641025641025641,1,357,0.9971988795518207,68,54,0.2592592592592593,18,230,0.9217391304347826,4,153,0.9738562091503268,1963,1726,0.1373117033603708,197,387,0.49095607235142114,119,503,0.7634194831013916,0.5590233545647558,4710,4273,4710,3825,0
90,409,123,2.3252032520325203,24,94,0.7446808510638299,379,43,7.813953488372093,604,860,0.29767441860465116,1,69,0.9855072463768116,44,118,0.6271186440677966,1,357,0.9971988795518207,68,54,0.2592592592592593,18,230,0.9217391304347826,4,154,0.974025974025974,1969,1736,0.1342165898617511,198,390,0.49230769230769234,119,503,0.7634194831013916,0.5561192136968929,4731,4280,4731,3838,0
91,410,123,2.3333333333333335,24,97,0.7525773195876289,381,43,7.8604651162790695,606,860,0.2953488372093023,1,70,0.9857142857142858,44,120,0.6333333333333333,1,357,0.9971988795518207,68,54,0.2592592592592593,19,230,0.9173913043478261,4,156,0.9743589743589743,1978,1738,0.1380897583429228,199,395,0.4962025316455696,119,503,0.7634194831013916,0.5583649388959123,4746,4291,4746,3854,0
92,410,123,2.3333333333333335,24,97,0.7525773195876289,383,43,7.906976744186046,610,860,0.2906976744186046,1,70,0.9857142857142858,44,121,0.6363636363636364,1,357,0.9971988795518207,68,54,0.2592592592592593,20,231,0.9134199134199135,5,157,0.9681528662420382,1983,1741,0.13900057438253888,199,400,0.5025,119,503,0.7634194831013916,0.5583350851376918,4757,4299,4757,3867,0
93,410,123,2.3333333333333335,25,97,0.7422680412371134,385,44,7.75,614,860,0.28604651162790695,1,70,0.9857142857142858,46,122,0.6229508196721312,1,357,0.9971988795518207,69,54,0.2777777777777777,20,231,0.9134199134199135,5,158,0.9683544303797469,1986,1744,0.13876146788990829,200,405,0.5061728395061729,119,503,0.7634194831013916,0.5572567114093959,4768,4303,4768,3881,0
94,413,123,2.3577235772357725,26,97,0.731958762886598,385,44,7.75,617,861,0.28339140534262486,1,69,0.9855072463768116,46,124,0.6290322580645161,1,357,0.9971988795518207,69,54,0.2777777777777777,20,231,0.9134199134199135,5,158,0.9683544303797469,1989,1746,0.1391752577319587,202,410,0.5073170731707317,122,503,0.757455268389662,0.5566254971739586,4777,4307,4777,3896,0
95,413,123,2.3577235772357725,26,97,0.731958762886598,385,45,7.555555555555555,619,861,0.281068524970964,1,69,0.9855072463768116,46,125,0.632,1,357,0.9971988795518207,70,54,0.2962962962962963,20,231,0.9134199134199135,5,159,0.9685534591194969,1994,1749,0.1400800457404232,203,415,0.5108433734939759,123,503,0.7554671968190855,0.556390977443609,4788,4315,4788,3906,0
96,414,123,2.3658536585365852,26,97,0.731958762886598,385,45,7.555555555555555,622,861,0.27758420441347276,1,69,0.9855072463768116,48,126,0.6190476190476191,1,357,0.9971988795518207,70,54,0.2962962962962963,20,231,0.9134199134199135,5,160,0.96875,1996,1752,0.13926940639269403,203,420,0.5166666666666666,124,503,0.7534791252485089,0.555439766569404,4798,4319,4798,3915,0
97,415,123,2.3739837398373984,26,97,0.731958762886598,389,46,7.4565217391304355,623,861,0.2764227642276422,1,69,0.9855072463768116,49,128,0.6171875,1,357,0.9971988795518207,70,54,0.2962962962962963,20,232,0.9137931034482758,5,161,0.968944099378882,1998,1754,0.1391106043329533,203,425,0.5223529411764706,125,503,0.7514910536779325,0.5561330561330561,4810,4322,4810,3925,0
98,419,123,2.4065040650406506,26,97,0.731958762886598,391,46,7.5,627,861,0.27177700348432055,1,69,0.9855072463768116,49,129,0.6201550387596899,1,357,0.9971988795518207,70,54,0.2962962962962963,20,232,0.9137931034482758,5,162,0.9691358024691358,2006,1757,0.14171883892999437,203,430,0.5279069767441861,126,503,0.7495029821073559,0.5576763485477179,4820,4325,4820,3944,0
99,420,123,2.4146341463414633,26,97,0.731958762886598,393,47,7.361702127659575,630,862,0.26914153132250584,1,69,0.9855072463768116,50,130,0.6153846153846154,2,357,0.9943977591036415,73,54,0.35185185185185186,22,232,0.9051724137931034,5,162,0.9691358024691358,2013,1760,0.14375000000000004,203,435,0.5333333333333333,126,503,0.7495029821073559,0.5582695094183399,4831,4336,4831,3964,0
100,421,123,2.4227642276422765,26,97,0.731958762886598,393,47,7.361702127659575,634,862,0.26450116009280744,1,69,0.9855072463768116,50,132,0.6212121212121212,2,357,0.9943977591036415,74,54,0.37037037037037046,22,232,0.9051724137931034,5,163,0.9693251533742331,2020,1762,0.1464245175936436,203,440,0.5386363636363636,126,503,0.7495029821073559,0.5593885560834538,4841,4342,4841,3977,0
101,421,123,2.4227642276422765,26,97,0.731958762886598,393,48,7.1875,634,862,0.26450116009280744,1,69,0.9855072463768116,50,133,0.6240601503759399,2,357,0.9943977591036415,74,55,0.34545454545454546,22,232,0.9051724137931034,5,164,0.9695121951219512,2024,1765,0.14674220963172813,203,445,0.5438202247191011,127,503,0.7475149105367793,0.5590356480527509,4853,4346,4853,3982,0
102,423,123,2.4390243902439024,26,97,0.731958762886598,394,48,7.208333333333334,636,862,0.2621809744779582,1,69,0.9855072463768116,51,134,0.6194029850746269,2,357,0.9943977591036415,74,55,0.34545454545454546,23,233,0.9012875536480687,5,165,0.9696969696969697,2025,1768,0.14536199095022617,204,450,0.5466666666666666,127,503,0.7475149105367793,0.55859375,4864,4352,4864,3991,0
103,424,123,2.4471544715447155,26,97,0.731958762886598,396,49,7.081632653061224,639,863,0.2595596755504056,1,69,0.9855072463768116,51,136,0.625,2,357,0.9943977591036415,74,55,0.34545454545454546,23,233,0.9012875536480687,5,166,0.9698795180722891,2024,1770,0.1435028248587571,206,455,0.5472527472527473,127,503,0.7475149105367793,0.5578342904019689,4876,4353,4876,3998,0
104,424,123,2.4471544715447155,26,97,0.731958762886598,397,49,7.1020408163265305,641,863,0.2572421784472769,1,69,0.9855072463768116,52,137,0.6204379562043796,2,357,0.9943977591036415,74,55,0.34545454545454546,24,233,0.8969957081545065,5,166,0.9698795180722891,2027,1773,0.14326001128031596,208,460,0.5478260869565217,127,503,0.7475149105367793,0.5570112589559877,4885,4354,4885,4008,0
105,426,123,2.4634146341463414,26,97,0.731958762886598,401,50,7.02,641,863,0.2572421784472769,1,69,0.9855072463768116,53,138,0.6159420289855073,2,357,0.9943977591036415,74,55,0.34545454545454546,24,233,0.8969957081545065,6,167,0.9640718562874252,2029,1776,0.14245495495495497,209,465,0.5505376344086022,127,503,0.7475149105367793,0.5573937908496732,4896,4364,4896,4019,0
106,426,123,2.4634146341463414,26,97,0.731958762886598,401,50,7.02,645,863,0.2526071842410197,1,69,0.9855072463768116,54,140,0.6142857142857143,2,357,0.9943977591036415,74,55,0.34545454545454546,24,233,0.8969957081545065,7,168,0.9583333333333334,2036,1778,0.1451068616422948,210,470,0.5531914893617021,127,503,0.7475149105367793,0.5574806359559723,4906,4370,4906,4033,0
107,426,123,2.4634146341463414,26,97,0.731958762886598,402,51,6.882352941176471,645,864,0.2534722222222222,1,69,0.9855072463768116,55,141,0.6099290780141844,2,357,0.9943977591036415,74,55,0.34545454545454546,24,234,0.8974358974358975,8,169,0.9526627218934911,2045,1781,0.14823133071308248,210,475,0.5578947368421052,127,503,0.7475149105367793,0.558650132140679,4919,4371,4919,4045,0
108,427,123,2.4715447154471546,26,97,0.731958762886598,402,51,6.882352941176471,647,864,0.25115740740740744,1,69,0.9855072463768116,55,142,0.6126760563380282,2,357,0.9943977591036415,74,55,0.34545454545454546,25,234,0.8931623931623932,8,170,0.9529411764705882,2047,1784,0.1474215246636772,211,480,0.5604166666666667,128,503,0.7455268389662029,0.5579224994927977,4929,4376,4929,4053,0
109,427,123,2.4715447154471546,26,97,0.731958762886598,404,52,6.769230769230769,648,864,0.25,1,69,0.9855072463768116,56,144,0.6111111111111112,2,357,0.9943977591036415,75,55,0.36363636363636354,26,234,0.8888888888888888,8,170,0.9529411764705882,2048,1786,0.14669652855543114,214,485,0.5587628865979382,129,503,0.7435387673956262,0.5569953431868799,4939,4387,4939,4064,0
110,429,123,2.4878048780487805,26,97,0.731958762886598,403,52,6.75,649,864,0.24884259259259256,1,69,0.9855072463768116,57,145,0.6068965517241379,2,357,0.9943977591036415,75,55,0.36363636363636354,26,234,0.8888888888888888,8,171,0.9532163742690059,2048,1789,0.1447736165455562,216,490,0.5591836734693878,129,503,0.7435387673956262,0.5560719337239847,4949,4395,4949,4069,0
111,431,123,2.5040650406504064,26,97,0.731958762886598,403,53,6.60377358490566,650,865,0.24855491329479773,1,69,0.9855072463768116,57,146,0.6095890410958904,2,357,0.9943977591036415,76,55,0.38181818181818183,27,234,0.8846153846153846,8,172,0.9534883720930233,2048,1792,0.1428571428571428,217,495,0.5616161616161617,129,503,0.7435387673956262,0.5555331586373715,4961,4408,4961,4075,0
112,431,123,2.5040650406504064,26,97,0.731958762886598,406,53,6.660377358490566,652,865,0.24624277456647403,1,69,0.9855072463768116,57,147,0.6122448979591837,2,357,0.9943977591036415,76,55,0.38181818181818183,27,235,0.8851063829787233,8,173,0.953757225433526,2050,1794,0.14269788182831666,218,500,0.5640000000000001,130,503,0.7415506958250497,0.555823777911889,4971,4410,4971,4084,0
113,432,123,2.5121951219512195,26,97,0.731958762886598,408,54,6.555555555555555,653,865,0.24508670520231213,1,69,0.9855072463768116,57,149,0.6174496644295302,2,357,0.9943977591036415,77,55,0.3999999999999999,27,235,0.8851063829787233,8,174,0.9540229885057472,2052,1797,0.14190317195325552,218,505,0.5683168316831684,130,503,0.7415506958250497,0.5562913907284768,4983,4415,4983,4091,0
114,434,123,2.5284552845528454,26,97,0.731958762886598,409,54,6.574074074074074,655,865,0.24277456647398843,1,69,0.9855072463768116,57,150,0.62,2,357,0.9943977591036415,77,55,0.3999999999999999,27,235,0.8851063829787233,9,174,0.9482758620689655,2052,1800,0.1399999999999999,218,510,0.5725490196078431,131,503,0.7395626242544732,0.5556891025641025,4992,4423,4992,4098,0
115,436,123,2.5447154471544717,26,97,0.731958762886598,412,54,6.62962962962963,657,866,0.2413394919168591,1,69,0.9855072463768116,58,151,0.6158940397350994,2,357,0.9943977591036415,78,55,0.4181818181818182,28,235,0.8808510638297873,9,175,0.9485714285714286,2053,1803,0.13865779256794242,219,515,0.5747572815533981,131,503,0.7395626242544732,0.5558664801119328,5003,4429,5003,4110,0
116,437,123,2.5528455284552845,26,97,0.731958762886598,413,55,6.509090909090909,657,866,0.2413394919168591,1,69,0.9855072463768116,60,153,0.607843137254902,2,357,0.9943977591036415,79,55,0.4363636363636363,29,235,0.8765957446808511,9,176,0.9488636363636364,2057,1805,0.13961218836565092,219,520,0.5788461538461538,132,503,0.7375745526838966,0.5562425209413642,5014,4429,5014,4121,0
117,438,123,2.5609756097560976,26,97,0.731958762886598,412,55,6.490909090909091,659,866,0.23903002309468824,1,69,0.9855072463768116,60,154,0.6103896103896104,2,357,0.9943977591036415,79,55,0.4363636363636363,29,236,0.8771186440677966,9,177,0.9491525423728814,2063,1808,0.14103982300884965,221,525,0.579047619047619,132,503,0.7375745526838966,0.5564179104477612,5025,4439,5025,4131,0
118,439,123,2.569105691056911,26,97,0.731958762886598,413,56,6.375,660,866,0.23787528868360275,2,69,0.9710144927536232,60,155,0.6129032258064516,2,357,0.9943977591036415,80,55,0.4545454545454546,29,236,0.8771186440677966,9,178,0.949438202247191,2066,1811,0.14080618442849246,221,530,0.5830188679245283,132,503,0.7375745526838966,0.55659253375695,5036,4448,5036,4139,0
119,440,123,2.5772357723577235,26,97,0.731958762886598,414,56,6.392857142857143,661,866,0.23672055427251737,2,69,0.9710144927536232,62,157,0.6050955414012739,2,357,0.9943977591036415,80,55,0.4545454545454546,29,236,0.8771186440677966,9,178,0.949438202247191,2068,1813,0.14065085493656926,221,535,0.5869158878504672,132,503,0.7375745526838966,0.556788899900892,5045,4453,5045,4146,0
120,441,123,2.5853658536585367,26,97,0.731958762886598,414,57,6.2631578947368425,665,867,0.2329873125720877,2,69,0.9710144927536232,62,158,0.6075949367088608,2,357,0.9943977591036415,80,55,0.4545454545454546,30,236,0.8728813559322034,10,179,0.9441340782122905,2069,1816,0.13931718061674014,223,540,0.587037037037037,133,503,0.7355864811133201,0.5548744314811153,5057,4453,5057,4157,0
121,443,123,2.6016260162601625,26,97,0.731958762886598,414,57,6.2631578947368425,665,867,0.2329873125720877,2,69,0.9710144927536232,62,159,0.610062893081761,2,357,0.9943977591036415,80,55,0.4545454545454546,30,236,0.8728813559322034,10,180,0.9444444444444444,2070,1819,0.1379879054425508,224,545,0.5889908256880734,134,503,0.7335984095427435,0.5547661338069864,5067,4460,5067,4162,0
122,445,123,2.6178861788617884,26,101,0.7425742574257426,414,58,6.137931034482759,666,867,0.23183391003460208,2,69,0.9710144927536232,63,161,0.6086956521739131,2,357,0.9943977591036415,80,55,0.4545454545454546,30,237,0.8734177215189873,10,181,0.9447513812154696,2070,1821,0.13673805601317968,226,551,0.58983666061706,135,503,0.731610337972167,0.5544846577498033,5084,4469,5084,4169,0
123,448,123,2.6422764227642275,26,106,0.7547169811320755,414,58,6.137931034482759,672,867,0.22491349480968859,2,69,0.9710144927536232,63,162,0.6111111111111112,2,357,0.9943977591036415,80,55,0.4545454545454546,31,237,0.869198312236287,10,182,0.945054945054945,2069,1824,0.13432017543859653,229,553,0.5858951175406872,137,503,0.7276341948310139,0.5523940345368917,5096,4483,5096,4183,0
124,449,124,2.620967741935484,26,110,0.7636363636363637,413,59,6.0,672,868,0.22580645161290325,2,69,0.9710144927536232,64,163,0.6073619631901841,2,357,0.9943977591036415,80,55,0.4545454545454546,31,237,0.869198312236287,10,182,0.945054945054945,2073,1827,0.1346469622331692,229,556,0.5881294964028777,137,503,0.7276341948310139,0.5522504892367907,5110,4480,5110,4188,0
125,448,124,2.6129032258064515,26,114,0.7719298245614035,413,59,6.0,677,868,0.22004608294930872,2,69,0.9710144927536232,65,165,0.6060606060606061,2,357,0.9943977591036415,80,55,0.4545454545454546,31,237,0.869198312236287,10,183,0.9453551912568307,2077,1829,0.13559322033898313,229,558,0.5896057347670252,138,503,0.7256461232604374,0.5516500683460261,5121,4499,5121,4198,0
126,451,124,2.6370967741935485,26,119,0.7815126050420168,414,60,5.9,678,868,0.21889400921658986,2,69,0.9710144927536232,65,166,0.608433734939759,2,357,0.9943977591036415,80,55,0.4545454545454546,31,237,0.869198312236287,10,184,0.9456521739130435,2082,1832,0.13646288209606983,231,561,0.5882352941176471,138,503,0.7256461232604374,0.5524829600778968,5135,4504,5135,4210,0
127,450,124,2.629032258064516,26,123,0.7886178861788617,417,60,5.95,679,868,0.217741935483871,2,69,0.9710144927536232,65,167,0.6107784431137724,2,357,0.9943977591036415,80,55,0.4545454545454546,31,238,0.8697478991596639,10,185,0.9459459459459459,2084,1835,0.13569482288828327,232,563,0.5879218472468917,139,503,0.7236580516898609,0.5525548863415581,5147,4513,5147,4217,0
128,451,124,2.6370967741935485,26,127,0.7952755905511811,419,61,5.868852459016393,681,869,0.21634062140391253,2,69,0.9710144927536232,65,169,0.6153846153846154,2,357,0.9943977591036415,80,55,0.4545454545454546,31,238,0.8697478991596639,10,186,0.946236559139785,2087,1837,0.13609145345672302,233,566,0.588339222614841,139,503,0.7236580516898609,0.5531873667893819,5161,4523,5161,4226,0
129,452,124,2.6451612903225805,26,132,0.803030303030303,418,61,5.852459016393443,682,869,0.21518987341772156,2,69,0.9710144927536232,65,170,0.6176470588235294,2,357,0.9943977591036415,79,55,0.4363636363636363,31,238,0.8697478991596639,10,186,0.946236559139785,2090,1840,0.13586956521739135,236,568,0.5845070422535211,139,503,0.7236580516898609,0.5525908739365816,5172,4530,5172,4232,0
130,454,124,2.661290322580645,26,136,0.8088235294117647,420,62,5.774193548387097,684,869,0.2128883774453395,2,69,0.9710144927536232,65,171,0.6198830409356726,2,357,0.9943977591036415,80,55,0.4545454545454546,32,238,0.865546218487395,10,187,0.946524064171123,2093,1843,0.13564839934888773,238,571,0.5831873905429072,139,503,0.7236580516898609,0.55274831243973,5185,4537,5185,4245,0
131,456,124,2.6774193548387095,26,140,0.8142857142857143,421,62,5.790322580645161,687,869,0.20943613348676637,2,69,0.9710144927536232,65,173,0.6242774566473989,2,357,0.9943977591036415,80,55,0.4545454545454546,33,238,0.8613445378151261,10,188,0.9468085106382979,2096,1845,0.13604336043360443,238,574,0.5853658536585367,139,503,0.7236580516898609,0.5533961901096787,5197,4547,5197,4255,0
132,457,124,2.685483870967742,26,144,0.8194444444444444,421,63,5.682539682539683,690,870,0.2068965517241379,2,69,0.9710144927536232,67,174,0.6149425287356323,2,357,0.9943977591036415,81,55,0.47272727272727266,33,239,0.8619246861924686,10,189,0.9470899470899471,2100,1848,0.13636363636363646,238,576,0.5868055555555556,139,503,0.7236580516898609,0.5532527345998849,5211,4564,5211,4266,0
133,458,125,2.664,26,149,0.825503355704698,421,63,5.682539682539683,694,870,0.20229885057471264,2,69,0.9710144927536232,67,175,0.6171428571428572,2,357,0.9943977591036415,81,55,0.47272727272727266,33,239,0.8619246861924686,10,190,0.9473684210526316,2103,1851,0.13614262560777957,238,579,0.5889464594127807,140,503,0.7216699801192843,0.5527272727272727,5225,4570,5225,4275,0
134,457,125,2.656,26,153,0.8300653594771241,423,64,5.609375,695,870,0.20114942528735635,2,69,0.9710144927536232,69,177,0.6101694915254237,2,357,0.9943977591036415,82,55,0.49090909090909096,33,239,0.8619246861924686,10,190,0.9473684210526316,2105,1853,0.13599568267674034,239,581,0.5886402753872633,140,503,0.7216699801192843,0.5525210084033614,5236,4573,5236,4283,0
135,458,125,2.664,26,157,0.8343949044585988,423,64,5.609375,699,870,0.19655172413793098,2,69,0.9710144927536232,69,178,0.6123595505617978,2,357,0.9943977591036415,82,55,0.49090909090909096,33,239,0.8619246861924686,10,191,0.9476439790575917,2109,1856,0.1363146551724137,239,584,0.5907534246575342,140,503,0.7216699801192843,0.5525914634146342,5248,4574,5248,4292,0
136,461,125,2.688,26,162,0.8395061728395061,424,65,5.523076923076923,700,870,0.1954022988505747,2,69,0.9710144927536232,70,179,0.6089385474860336,2,357,0.9943977591036415,82,55,0.49090909090909096,34,239,0.8577405857740585,10,192,0.9479166666666666,2112,1859,0.13609467455621305,243,586,0.5853242320819112,140,503,0.7216699801192843,0.5521763923208516,5261,4581,5261,4306,0
137,462,125,2.696,26,166,0.8433734939759037,423,65,5.507692307692308,701,871,0.1951779563719862,2,69,0.9710144927536232,70,181,0.6132596685082873,2,357,0.9943977591036415,83,55,0.509090909090909,34,240,0.8583333333333334,10,193,0.9481865284974094,2120,1862,0.13856068743286798,243,589,0.5874363327674024,140,503,0.7216699801192843,0.5538286580742987,5276,4590,5276,4316,0
138,464,125,2.712,26,170,0.8470588235294118,422,65,5.492307692307692,705,871,0.19058553386911592,2,69,0.9710144927536232,71,182,0.6098901098901099,3,357,0.9915966386554622,82,55,0.49090909090909096,33,240,0.8625,10,193,0.9481865284974094,2124,1864,0.13948497854077258,245,592,0.5861486486486487,141,503,0.7196819085487077,0.553159288687098,5286,4599,5286,4328,0
139,466,125,2.728,26,175,0.8514285714285714,421,66,5.378787878787879,707,871,0.18828932261768083,2,69,0.9710144927536232,72,183,0.6065573770491803,3,357,0.9915966386554622,82,55,0.49090909090909096,34,240,0.8583333333333334,10,193,0.9481865284974094,2127,1867,0.1392608462774505,246,594,0.5858585858585859,141,503,0.7196819085487077,0.552472631181578,5298,4605,5298,4337,0
140,468,125,2.744,26,179,0.8547486033519553,421,66,5.378787878787879,710,871,0.1848450057405281,2,70,0.9714285714285714,73,184,0.6032608695652174,3,357,0.9915966386554622,82,55,0.49090909090909096,34,240,0.8583333333333334,10,193,0.9481865284974094,2133,1870,0.1406417112299465,246,597,0.5879396984924623,141,503,0.7196819085487077,0.5531073446327683,5310,4608,5310,4349,0
141,470,125,2.76,26,183,0.8579234972677596,423,67,5.313432835820896,713,872,0.18233944954128445,2,70,0.9714285714285714,73,186,0.6075268817204301,3,357,0.9915966386554622,82,55,0.49090909090909096,34,240,0.8583333333333334,11,193,0.9430051813471503,2135,1872,0.14049145299145294,246,599,0.5893155258764607,141,503,0.7196819085487077,0.5533633972190906,5322,4614,5322,4359,0
142,471,126,2.738095238095238,26,188,0.8617021276595744,424,67,5.3283582089552235,715,872,0.18004587155963303,2,70,0.9714285714285714,75,187,0.5989304812834224,3,357,0.9915966386554622,82,55,0.49090909090909096,35,241,0.8547717842323651,11,193,0.9430051813471503,2136,1875,0.1392,246,602,0.5913621262458472,142,503,0.7176938369781312,0.5524737631184408,5336,4625,5336,4368,0
143,472,126,2.746031746031746,26,192,0.8645833333333334,426,68,5.264705882352941,718,872,0.17660550458715596,2,71,0.971830985915493,75,188,0.601063829787234,3,357,0.9915966386554622,82,55,0.49090909090909096,35,241,0.8547717842323651,11,193,0.9430051813471503,2137,1878,0.13791267305644306,246,604,0.5927152317880795,142,503,0.7176938369781312,0.5521690351533284,5348,4632,5348,4375,0
144,472,126,2.746031746031746,26,196,0.8673469387755102,428,68,5.294117647058823,720,872,0.17431192660550454,2,71,0.971830985915493,75,190,0.6052631578947368,3,357,0.9915966386554622,82,55,0.49090909090909096,35,241,0.8547717842323651,11,193,0.9430051813471503,2139,1880,0.13776595744680842,248,607,0.5914332784184514,142,503,0.7176938369781312,0.5523418548236612,5359,4640,5359,4383,0
145,473,126,2.753968253968254,26,201,0.8706467661691543,429,69,5.217391304347826,722,873,0.17296678121420395,2,71,0.971830985915493,75,191,0.6073298429319371,3,357,0.9915966386554622,82,55,0.49090909090909096,35,241,0.8547717842323651,11,193,0.9430051813471503,2141,1883,0.13701540095592146,249,610,0.5918032786885246,142,503,0.7176938369781312,0.5522054718034618,5373,4643,5373,4390,0
146,474,126,2.761904761904762,26,205,0.8731707317073171,430,69,5.231884057971015,725,873,0.16953035509736536,2,72,0.9722222222222222,76,192,0.6041666666666667,3,357,0.9915966386554622,83,55,0.509090909090909,35,241,0.8547717842323651,11,193,0.9430051813471503,2141,1886,0.13520678685047716,250,612,0.5915032679738562,143,503,0.7157057654075547,0.5514487369985142,5384,4651,5384,4399,0
