Time,Bangui,Bangassou,Mobaye,Sibut,Bouar,Bossangoa,Nola,Mbaiki,Bimbo,Bozoum,Obo,Bambari,Bria,Ndele,Birao,Kaga Bandoro,Berberati,Melego,Rafai,Ippy,Mbres,Bossembele,Yaloke,Katakpo,Banga,Kago,Yapara,Beboura III,Gamboula,Baboua,Belom,Dosseye,East,Adamaoua,Monga,Mole,Gbadolite,Inke,Betou,Brazaville
367,4205,877,916,3500,1516,1710,3022,2311,2310,2078,172,1046,1531,1275,492,7467,4359,1580,804,4053,3518,4666,4008,7194,6145,4249,6811,2387,2408,1662,19190,12449,120180,38682,40409,345,18145,2528,9825,8295
368,4261,899,927,3546,1578,1760,2993,2301,2409,2045,183,1048,1502,1257,485,7408,4338,1585,781,4072,3519,4690,3979,7190,6113,4177,6891,2347,2390,1675,19180,12449,120544,38767,40521,346,18202,2542,9825,8295
369,4268,927,953,3552,1595,1735,3054,2333,2462,1949,183,1026,1470,1236,476,7410,4279,1580,758,4107,3514,4789,4045,7145,6107,4208,6842,2326,2381,1722,19182,12449,120875,38873,40642,346,18242,2559,9825,8295
370,4422,917,935,3586,1564,1746,3043,2350,2449,2025,182,1088,1480,1224,464,7321,4237,1607,778,4028,3525,4627,4155,7171,5996,4168,6900,2306,2377,1732,19183,12449,121272,38985,40793,348,18295,2572,9825,8295
371,4333,887,902,3630,1639,1722,3066,2356,2550,1953,163,1092,1435,1182,467,7316,4367,1649,818,3986,3581,4608,4207,7059,5972,4133,6898,2382,2317,1716,19180,12449,121672,39084,40950,348,18347,2584,9825,8295
372,4364,906,905,3512,1492,1772,3035,2361,2367,1956,173,1080,1447,1222,449,7288,4366,1624,804,4003,3528,4514,4209,7088,5867,4203,6848,2324,2357,1709,19183,12449,122022,39177,41060,351,18399,2599,9825,8295
373,4077,888,910,3510,1508,1642,3047,2308,2372,2010,175,1057,1486,1209,463,7396,4320,1627,802,3972,3453,4560,4137,7062,5852,4170,6775,2341,2344,1642,19183,12449,122394,39277,41190,354,18456,2608,9825,8295
374,4142,918,910,3489,1475,1709,3016,2239,2243,1936,171,1015,1502,1186,455,7354,4275,1591,826,3885,3462,4500,4087,7037,5906,4135,6764,2274,2345,1689,19177,12449,122759,39330,41297,358,18513,2620,9825,8295
375,3976,902,920,3482,1507,1651,2940,2244,2176,1910,182,1045,1491,1199,449,7271,4240,1579,813,3844,3454,4437,4074,6979,5971,4082,6806,2297,2390,1612,19180,12449,123091,39438,41409,360,18569,2633,9825,8295
376,3824,897,948,3421,1412,1685,2916,2247,2166,1878,177,1005,1465,1174,438,7157,4331,1577,802,3889,3515,4435,4034,6943,5823,4058,6810,2269,2408,1607,19183,12449,123447,39518,41531,364,18612,2650,9825,8295
377,3858,857,939,3409,1407,1615,2925,2254,2069,1828,159,997,1465,1216,435,6965,4296,1547,830,3818,3514,4378,4001,6915,5801,4079,6834,2232,2415,1598,19183,12449,123808,39578,41703,369,18665,2667,9825,8295
378,3717,869,915,3235,1370,1598,2893,2198,2134,1836,162,1033,1421,1191,454,7106,4184,1584,796,3865,3458,4367,3914,6847,5890,4064,6710,2206,2413,1585,19182,12449,124193,39643,41834,371,18716,2688,9825,8295
379,3851,868,902,3127,1367,1614,2932,2183,2097,1733,163,960,1401,1192,440,7074,4189,1606,801,3839,3466,4311,3869,6843,5826,4112,6606,2199,2341,1539,19179,12449,124550,39730,41940,375,18765,2702,9825,8295
380,3688,872,893,3136,1384,1641,2901,2158,2150,1780,178,919,1375,1169,458,6987,4156,1574,804,3871,3442,4221,3881,6846,5792,4058,6586,2136,2307,1482,19173,12449,124913,39818,42079,377,18821,2716,9825,8295
381,3787,866,897,3152,1284,1550,2874,2138,2042,1771,173,965,1426,1187,459,6887,4149,1514,829,3722,3426,4227,3834,6770,5775,4025,6580,2156,2294,1499,19184,12449,125270,39888,42197,380,18881,2734,9825,8295
382,3587,891,913,3089,1324,1538,2867,2090,2081,1747,192,972,1370,1135,451,6975,4046,1504,793,3762,3378,4261,3741,6634,5867,4046,6480,2145,2361,1499,19178,12449,125571,39971,42327,383,18931,2742,9825,8295
383,3685,859,861,3067,1304,1561,2779,2056,1988,1744,188,917,1366,1139,468,6943,4014,1548,796,3713,3344,4180,3675,6758,5735,3953,6519,2118,2390,1468,19183,12449,125906,40052,42490,386,18983,2756,9825,8295
384,3535,847,886,3043,1316,1598,2723,2018,2073,1759,162,951,1386,1121,479,6821,3986,1488,838,3712,3332,4106,3721,6764,5634,3881,6504,2037,2351,1483,19180,12449,126266,40141,42608,388,19029,2775,9825,8295
385,3655,848,887,3021,1275,1455,2790,1991,1994,1679,175,926,1368,1142,453,6811,3984,1471,809,3678,3339,4089,3717,6631,5591,3930,6421,2082,2289,1475,19185,12449,126612,40225,42726,388,19097,2783,9825,8295
386,3524,861,850,3091,1189,1560,2821,2014,1999,1725,174,926,1380,1171,442,6788,3902,1484,759,3607,3216,4023,3702,6603,5561,3847,6403,2044,2271,1476,19184,12449,126924,40310,42868,393,19153,2797,9825,8295
387,3473,841,881,3036,1259,1533,2788,1955,1994,1602,169,915,1332,1132,441,6722,3907,1478,756,3605,3258,4113,3636,6582,5558,3812,6393,2064,2245,1440,19182,12449,127239,40377,42975,391,19195,2813,9825,8295
388,3496,860,863,3004,1221,1513,2721,1963,1893,1707,179,894,1314,1151,447,6595,3926,1434,744,3604,3212,3981,3643,6519,5581,3761,6453,2033,2217,1445,19188,12449,127552,40447,43111,394,19251,2825,9825,8295
389,3441,824,814,2945,1275,1529,2703,1940,1920,1591,190,926,1307,1148,433,6695,3926,1470,759,3538,3153,3894,3633,6500,5508,3756,6310,2066,2211,1454,19177,12449,127848,40508,43255,396,19312,2837,9825,8295
390,3465,833,822,2959,1182,1462,2750,1902,1900,1622,166,870,1291,1130,411,6642,3890,1445,773,3510,3167,3899,3602,6406,5466,3760,6245,2048,2275,1494,19187,12449,128097,40579,43381,398,19360,2853,9825,8295
391,3280,827,816,2927,1235,1522,2761,1886,1888,1624,164,854,1250,1117,423,6614,3887,1461,751,3513,3137,3840,3655,6330,5375,3780,6185,2009,2289,1476,19174,12449,128398,40661,43515,400,19396,2872,9825,8295
392,3365,809,826,2962,1197,1421,2700,1856,1796,1639,165,934,1197,1100,402,6477,3787,1430,743,3529,3180,3859,3560,6301,5396,3829,6143,1962,2327,1441,19188,12449,128721,40737,43615,409,19454,2885,9825,8295
393,3288,788,815,2958,1166,1490,2656,1809,1844,1568,167,923,1192,1087,400,6569,3796,1442,758,3478,3144,3743,3582,6398,5218,3773,6058,1964,2319,1434,19175,12449,129048,40803,43728,412,19500,2899,9825,8295
394,3231,794,792,2979,1195,1369,2635,1793,1748,1561,175,841,1242,1066,410,6499,3797,1469,744,3435,3137,3766,3599,6223,5284,3700,6137,1975,2255,1434,19184,12449,129361,40878,43841,414,19565,2914,9825,8295
395,3229,822,820,2904,1137,1467,2606,1730,1778,1612,170,878,1263,1028,405,6457,3772,1364,743,3348,3215,3773,3546,6211,5230,3736,6002,1917,2254,1422,19176,12449,129607,40957,43951,416,19623,2923,9825,8295
396,3241,824,825,2945,1211,1408,2590,1752,1795,1562,175,862,1221,1024,400,6309,3759,1347,736,3402,3210,3734,3569,6087,5251,3697,6040,1927,2247,1417,19199,12449,129887,41021,44059,420,19670,2937,9825,8295
397,3266,838,842,2931,1216,1335,2529,1766,1730,1569,153,913,1216,1061,398,6357,3743,1291,714,3379,3106,3718,3486,6136,5136,3676,6007,1935,2221,1418,19173,12449,130217,41081,44191,421,19718,2942,9825,8295
398,3133,827,841,2935,1134,1377,2496,1756,1795,1555,163,867,1229,1062,407,6260,3693,1306,719,3337,3053,3734,3395,6002,5198,3666,6011,1918,2250,1457,19194,12449,130539,41156,44296,422,19753,2962,9825,8295
399,3212,819,833,2899,1124,1363,2558,1714,1785,1570,160,794,1222,1061,405,6121,3642,1328,738,3302,3059,3655,3383,5885,5284,3617,6067,1932,2187,1431,19175,12449,130816,41228,44400,429,19793,2976,9825,8295
400,3176,833,839,2795,1177,1338,2501,1707,1774,1527,172,855,1195,1044,408,6093,3700,1286,728,3313,3035,3688,3368,5894,5185,3509,6074,1902,2175,1398,19190,12449,131099,41305,44498,433,19831,2991,9825,8295
401,3131,830,825,2778,1159,1329,2506,1715,1708,1495,149,821,1200,1068,411,6168,3711,1274,723,3345,2982,3661,3321,5961,5060,3478,6003,1887,2151,1395,19174,12449,131365,41374,44619,440,19892,2996,9825,8295
402,3106,811,792,2682,1073,1350,2502,1715,1758,1460,157,853,1181,1071,404,6241,3730,1308,726,3306,2944,3693,3276,5917,4960,3547,5835,1829,2179,1380,19190,12449,131624,41459,44726,443,19934,3012,9825,8295
403,3058,840,774,2688,1138,1343,2471,1753,1710,1417,168,834,1213,1032,417,6153,3706,1305,713,3224,3009,3638,3284,5838,4961,3544,5786,1832,2125,1365,19176,12449,131952,41514,44815,444,19972,3031,9825,8295
404,3103,825,758,2669,1116,1296,2478,1705,1715,1445,170,769,1197,1006,414,6163,3620,1310,713,3249,2953,3629,3281,5730,5022,3523,5742,1796,2134,1341,19184,12449,132237,41569,44943,448,20004,3055,9825,8295
405,3051,817,725,2711,1032,1313,2424,1695,1691,1484,175,796,1189,990,398,6091,3568,1300,676,3252,2924,3646,3247,5738,5006,3516,5686,1809,2126,1353,19176,12449,132518,41625,45075,450,20037,3071,9825,8295
406,3017,766,714,2686,1100,1346,2421,1647,1653,1477,169,776,1173,1024,387,6091,3532,1322,726,3244,2826,3573,3242,5734,5010,3542,5579,1786,2061,1358,19190,12449,132806,41684,45172,451,20080,3085,9825,8295
407,3007,786,766,2698,1057,1348,2390,1644,1633,1476,156,818,1172,980,407,5939,3497,1237,729,3168,2875,3662,3171,5717,4958,3479,5615,1754,2052,1274,19174,12449,133116,41792,45289,456,20116,3111,9825,8295
408,2927,794,764,2691,1085,1293,2422,1665,1583,1439,157,803,1134,998,382,6026,3560,1220,698,3186,2875,3525,3260,5658,4883,3441,5521,1784,1982,1299,19181,12449,133382,41839,45394,457,20156,3124,9825,8295
409,2976,795,759,2676,1106,1312,2418,1637,1568,1485,157,821,1134,985,392,5903,3450,1219,695,3147,2864,3532,3176,5579,4879,3400,5507,1767,2014,1280,19178,12449,133654,41888,45511,458,20202,3133,9825,8295
410,2899,790,785,2697,1058,1327,2403,1602,1654,1456,157,787,1140,990,375,5916,3394,1227,679,3125,2818,3517,3167,5523,4853,3392,5429,1757,2012,1296,19185,12449,133918,41940,45599,460,20250,3149,9825,8295
411,2989,761,784,2709,1084,1313,2427,1646,1580,1450,168,715,1148,973,369,5793,3361,1213,681,3134,2840,3461,3151,5494,4806,3326,5393,1784,1990,1270,19181,12449,134177,42000,45702,465,20292,3165,9825,8295
412,2897,755,763,2584,1044,1300,2395,1630,1643,1496,149,821,1164,988,374,5695,3277,1196,707,3085,2788,3500,3109,5511,4752,3301,5443,1731,2011,1314,19183,12449,134439,42051,45784,465,20347,3172,9825,8295
413,2950,735,769,2552,1070,1292,2359,1606,1633,1435,149,738,1140,963,390,5644,3312,1245,730,3060,2799,3469,3130,5569,4640,3251,5419,1705,1967,1315,19183,12449,134712,42083,45881,466,20388,3184,9825,8295
414,2866,799,737,2539,1113,1253,2352,1589,1645,1412,145,758,1101,975,382,5634,3280,1241,677,3101,2751,3432,3137,5533,4569,3285,5339,1718,1955,1348,19178,12449,134966,42115,45978,467,20432,3200,9825,8295
415,2934,803,743,2511,1030,1230,2376,1586,1643,1423,166,783,1133,939,394,5647,3293,1198,658,3019,2741,3369,3080,5446,4558,3212,5365,1664,1874,1411,19182,12449,135250,42161,46090,467,20474,3218,9825,8295
416,2912,808,749,2463,1085,1265,2374,1598,1601,1397,150,720,1120,971,369,5571,3365,1174,671,3060,2710,3344,3083,5356,4492,3195,5347,1619,1891,1360,19183,12449,135502,42231,46187,470,20517,3230,9825,8295
417,2836,793,757,2421,1090,1276,2350,1548,1541,1421,134,779,1145,955,373,5575,3323,1137,680,2987,2736,3338,3037,5314,4513,3169,5354,1562,1923,1335,19176,12449,135741,42309,46306,472,20562,3241,9825,8295
418,2780,771,743,2490,1026,1189,2291,1537,1570,1386,140,727,1120,952,371,5524,3232,1121,678,3026,2712,3331,3006,5327,4500,3178,5283,1634,1988,1339,19191,12449,135977,42384,46409,476,20612,3257,9825,8295
419,2858,770,729,2488,1057,1185,2274,1530,1567,1261,147,751,1123,942,374,5422,3277,1143,688,2985,2715,3280,3028,5231,4444,3209,5229,1634,1953,1276,19180,12449,136243,42467,46478,481,20656,3272,9825,8295
420,2764,723,733,2523,972,1233,2201,1553,1585,1371,153,705,1101,913,397,5346,3188,1162,689,2984,2643,3232,2990,5317,4440,3105,5253,1616,1961,1307,19188,12449,136495,42518,46578,484,20705,3288,9825,8295
421,2771,734,693,2436,993,1120,2194,1544,1582,1298,190,772,1117,928,379,5429,3187,1180,643,2906,2628,3271,2948,5253,4443,3068,5217,1657,1907,1289,19173,12449,136762,42585,46652,486,20752,3298,9825,8295
422,2845,755,684,2380,992,1202,2211,1528,1524,1303,154,771,1116,875,380,5447,3107,1164,668,2892,2627,3295,2894,5274,4376,3096,5086,1588,1900,1237,19190,12449,137017,42667,46722,489,20781,3317,9825,8295
423,2747,767,668,2408,969,1208,2209,1523,1594,1282,143,767,1069,871,372,5446,3190,1187,658,2858,2620,3291,2797,5214,4354,3080,5043,1567,1872,1232,19173,12449,137240,42729,46826,491,20833,3325,9825,8295
424,2767,734,690,2380,991,1210,2262,1538,1504,1282,150,697,1031,913,331,5400,3158,1194,666,2902,2588,3252,2717,5094,4434,3003,5088,1564,1862,1205,19186,12449,137468,42801,46931,492,20873,3334,9825,8295
425,2730,716,685,2404,920,1155,2205,1532,1538,1290,164,708,1055,940,327,5364,3177,1178,662,2862,2524,3218,2736,5200,4296,3043,5013,1547,1867,1210,19172,12449,137696,42847,47022,494,20919,3345,9825,8295
426,2752,723,722,2371,964,1184,2179,1508,1538,1242,153,735,1082,892,352,5213,3143,1156,689,2822,2465,3089,2884,5159,4262,3042,5040,1517,1847,1175,19191,12449,137923,42925,47087,496,20950,3358,9825,8295
427,2666,703,730,2422,970,1145,2094,1484,1500,1250,136,764,1083,920,324,5227,3135,1157,690,2757,2427,3134,2776,5213,4275,3044,4961,1536,1837,1149,19177,12449,138142,42999,47196,499,20976,3377,9825,8295
428,2601,709,712,2435,919,1197,2131,1474,1483,1259,134,716,1040,896,308,5181,3125,1179,664,2781,2421,3105,2798,5067,4301,2984,4979,1530,1788,1134,19191,12449,138416,43053,47295,502,21018,3394,9825,8295
429,2653,736,730,2429,912,1084,2134,1465,1437,1227,141,686,1015,846,329,5184,3075,1142,635,2839,2444,3107,2734,5011,4326,2985,4923,1553,1776,1124,19172,12449,138652,43121,47368,502,21065,3403,9825,8295
430,2568,716,701,2335,962,1122,2139,1437,1426,1239,137,784,1030,850,327,5149,2998,1170,633,2731,2431,3004,2859,5019,4283,2966,4872,1507,1812,1143,19193,12449,138827,43155,47457,505,21103,3420,9825,8295
431,2641,712,719,2331,920,1148,2134,1436,1390,1204,134,685,1013,861,332,5100,2970,1158,627,2743,2435,2931,2871,4949,4285,2950,4833,1535,1793,1160,19173,12449,139064,43199,47548,508,21130,3433,9825,8295
432,2576,709,716,2320,905,1108,2084,1477,1420,1285,146,678,997,844,334,5078,2967,1115,592,2760,2417,2954,2798,4953,4241,2883,4835,1483,1802,1188,19188,12449,139239,43243,47625,518,21172,3450,9825,8295
433,2507,692,702,2320,954,1111,2027,1464,1449,1219,144,688,1014,827,342,4970,2955,1099,601,2692,2455,2921,2746,4948,4193,2800,4924,1533,1803,1191,19173,12449,139477,43284,47715,520,21220,3465,9825,8295
434,2573,666,715,2297,945,1105,2022,1484,1382,1249,151,690,1031,841,324,4969,3011,1066,607,2656,2448,2896,2678,4892,4164,2864,4746,1524,1726,1149,19187,12449,139716,43337,47816,520,21263,3480,9825,8295
435,2520,657,668,2280,915,1112,2085,1470,1396,1254,154,664,1057,828,330,5072,2983,1084,596,2649,2386,2835,2713,4806,4162,2802,4688,1471,1737,1145,19172,12449,139916,43385,47913,524,21304,3502,9825,8295
436,2543,611,669,2277,949,1109,2032,1415,1406,1218,154,644,1038,845,300,5046,2997,1053,599,2695,2347,2868,2621,4802,4106,2801,4621,1449,1767,1142,19193,12449,140094,43449,48025,530,21349,3516,9825,8295
437,2556,610,685,2227,867,1066,2033,1432,1389,1167,151,684,1009,798,317,4979,3043,1035,582,2708,2363,2829,2642,4744,4073,2810,4647,1459,1768,1175,19178,12449,140283,43472,48092,533,21385,3534,9825,8295
438,2478,599,648,2260,939,1067,2018,1462,1404,1155,150,698,1003,801,309,4770,2979,1041,583,2676,2408,2772,2659,4647,4068,2808,4666,1478,1784,1149,19179,12449,140493,43523,48171,539,21435,3551,9825,8295
439,2513,618,643,2234,936,1039,1985,1424,1363,1200,140,670,990,821,311,4830,2895,1038,580,2679,2318,2797,2595,4642,4107,2764,4652,1453,1772,1091,19186,12449,140736,43573,48245,542,21466,3567,9825,8295
440,2427,609,638,2206,891,1038,1969,1379,1405,1167,148,695,976,833,295,4872,2897,1015,557,2617,2345,2825,2580,4677,4065,2711,4603,1453,1739,1104,19177,12449,140957,43615,48350,544,21498,3583,9825,8295
441,2436,634,635,2186,899,1011,1987,1379,1324,1148,142,639,981,841,308,4860,2881,1039,544,2592,2260,2826,2580,4659,4065,2678,4631,1432,1737,1096,19185,12449,141144,43650,48420,546,21534,3596,9825,8295
442,2443,613,645,2204,902,987,1965,1405,1398,1175,137,626,965,792,325,4849,2854,1049,562,2561,2280,2823,2598,4510,4128,2628,4623,1407,1761,1108,19178,12449,141345,43703,48512,547,21550,3614,9825,8295
443,2491,603,673,2198,936,1034,1942,1375,1428,1183,129,635,930,795,313,4787,2945,1013,585,2535,2320,2771,2521,4616,3987,2702,4493,1425,1723,1105,19186,12449,141558,43763,48573,548,21576,3642,9825,8295
444,2558,604,660,2247,923,1030,1942,1411,1394,1188,122,653,956,808,306,4786,2912,1022,561,2513,2320,2767,2478,4632,3940,2717,4400,1433,1704,1125,19173,12449,141746,43799,48658,553,21604,3661,9825,8295
445,2507,612,668,2173,937,1095,1961,1391,1466,1191,141,669,953,802,296,4698,2817,1024,531,2481,2325,2837,2478,4620,3964,2679,4435,1430,1667,1105,19190,12449,141986,43841,48731,555,21636,3681,9825,8295
446,2628,605,667,2201,939,1015,1938,1399,1319,1217,130,627,954,772,312,4686,2760,1039,565,2492,2297,2797,2509,4607,3956,2693,4393,1480,1719,1123,19174,12449,142224,43888,48795,559,21664,3697,9825,8295
447,2424,610,663,2245,933,1083,2011,1413,1435,1226,131,666,963,760,319,4623,2793,994,557,2426,2275,2728,2528,4526,3886,2631,4410,1484,1713,1151,19179,12449,142389,43926,48885,560,21685,3721,9825,8295
448,2512,595,666,2181,905,1060,2035,1445,1399,1209,118,643,962,751,320,4681,2886,1001,563,2476,2229,2682,2569,4446,3801,2586,4341,1480,1692,1160,19180,12449,142566,43952,48956,564,21723,3729,9825,8295
449,2506,591,658,2152,899,1014,1982,1417,1371,1207,130,667,955,767,311,4664,2889,1008,549,2434,2188,2730,2536,4450,3787,2599,4311,1465,1743,1136,19183,12449,142769,44008,49034,564,21750,3752,9825,8295
450,2450,595,597,2123,916,1029,2014,1383,1385,1163,125,615,960,786,324,4684,2801,1061,543,2407,2177,2743,2482,4404,3834,2616,4244,1462,1756,1158,19177,12449,142980,44053,49123,567,21781,3770,9825,8295
451,2446,629,633,2091,933,1101,1976,1391,1370,1146,129,643,895,772,318,4569,2755,1019,530,2425,2170,2740,2425,4409,3871,2582,4326,1452,1722,1144,19182,12449,143179,44096,49175,569,21807,3780,9825,8295
452,2407,640,624,2138,898,1040,1969,1393,1342,1176,113,688,895,727,325,4558,2752,999,539,2356,2208,2732,2377,4322,3888,2649,4250,1471,1757,1156,19180,12449,143344,44135,49257,570,21826,3811,9825,8295
453,2419,618,630,2166,874,1018,1924,1365,1320,1135,130,670,890,761,315,4415,2767,1019,529,2362,2210,2655,2426,4346,3861,2613,4357,1449,1744,1142,19175,12449,143535,44198,49336,571,21855,3824,9825,8295
454,2342,601,624,2106,848,1012,1894,1336,1393,1194,106,604,886,763,287,4344,2832,1063,553,2362,2262,2658,2396,4397,3786,2609,4361,1444,1669,1108,19185,12449,143750,44256,49408,574,21886,3837,9825,8295
455,2390,619,627,2108,862,1014,1848,1338,1332,1073,111,610,902,768,284,4390,2798,1041,534,2327,2241,2726,2362,4427,3776,2552,4307,1416,1667,1154,19182,12449,143916,44302,49485,577,21927,3853,9825,8295
456,2359,600,618,2103,857,955,1855,1322,1318,1148,113,634,899,752,303,4366,2778,1077,527,2317,2218,2698,2385,4379,3797,2554,4273,1381,1644,1136,19176,12449,144122,44346,49560,579,21961,3864,9825,8295
457,2485,589,606,2057,839,941,1871,1287,1309,1071,108,630,849,733,310,4338,2751,1047,544,2365,2190,2631,2483,4310,3800,2520,4266,1404,1620,1143,19188,12449,144336,44379,49653,582,21982,3885,9825,8295
458,2347,603,648,1993,875,959,1804,1302,1354,1120,118,636,881,717,297,4350,2787,1010,513,2294,2230,2629,2447,4388,3715,2502,4230,1352,1623,1149,19176,12449,144536,44424,49718,590,22009,3904,9825,8295
459,2361,611,634,2021,881,982,1842,1340,1341,1115,120,565,874,746,285,4381,2737,1020,495,2322,2138,2654,2411,4294,3744,2497,4182,1337,1604,1084,19189,12449,144738,44494,49776,591,22032,3920,9825,8295
460,2374,619,639,1979,838,1011,1810,1347,1325,1114,112,616,871,742,285,4432,2736,1019,501,2261,2116,2642,2369,4288,3726,2497,4098,1360,1654,1121,19174,12449,144862,44521,49840,597,22051,3939,9825,8295
461,2365,601,650,2004,824,981,1798,1313,1390,1136,116,564,869,739,281,4316,2734,996,488,2244,2157,2623,2342,4252,3720,2502,4089,1385,1647,1123,19187,12449,145042,44569,49927,602,22080,3958,9825,8295
462,2328,599,618,1975,911,948,1849,1302,1329,1128,127,581,851,716,278,4296,2666,995,494,2258,2115,2564,2400,4229,3728,2543,4107,1376,1629,1102,19175,12449,145234,44606,50002,604,22099,3980,9825,8295
463,2374,610,618,1956,858,1002,1843,1332,1302,1078,122,575,832,732,252,4282,2669,958,497,2299,2075,2592,2367,4215,3703,2515,4051,1341,1624,1104,19192,12449,145430,44656,50076,607,22132,3999,9825,8295
464,2319,592,621,1958,875,912,1836,1319,1297,1149,118,617,846,679,301,4223,2674,968,502,2267,2111,2548,2404,4238,3660,2563,4012,1283,1591,1095,19173,12449,145617,44710,50137,615,22143,4025,9825,8295
465,2314,590,575,1983,895,891,1795,1315,1245,1058,120,593,812,713,279,4208,2654,996,501,2297,2065,2602,2370,4184,3688,2484,4077,1316,1651,1082,19190,12449,145793,44752,50211,620,22166,4041,9825,8295
466,2338,581,572,1939,830,930,1810,1311,1254,1125,113,574,828,728,273,4208,2672,990,497,2291,2033,2554,2305,4170,3636,2492,4018,1341,1651,1113,19175,12449,145951,44793,50277,623,22202,4056,9825,8295
467,2259,599,621,1947,864,989,1823,1301,1294,1043,109,619,804,705,277,4170,2673,903,485,2284,2047,2513,2302,4154,3609,2484,4003,1331,1644,1116,19183,12449,146142,44826,50330,628,22228,4073,9825,8295
468,2236,590,605,1872,845,965,1804,1340,1279,1121,108,620,802,729,256,4182,2666,922,500,2285,2046,2500,2261,4159,3575,2495,3968,1297,1658,1094,19185,12449,146330,44857,50380,631,22254,4093,9825,8295
469,2255,593,597,1875,815,935,1837,1344,1267,1014,105,575,822,716,262,4163,2672,932,501,2303,2038,2478,2303,4124,3568,2507,3938,1310,1641,1089,19173,12449,146510,44922,50417,637,22286,4114,9825,8295
470,2240,604,573,1897,842,981,1821,1336,1213,1050,101,581,843,739,257,4085,2670,944,496,2278,1995,2513,2210,4142,3527,2435,3965,1299,1634,1083,19190,12449,146668,44969,50494,639,22321,4131,9825,8295
471,2209,606,598,1882,846,928,1855,1262,1299,1074,121,573,839,702,278,4183,2637,906,457,2306,1949,2466,2257,4132,3511,2419,3908,1292,1585,1058,19181,12449,146843,45019,50577,643,22346,4147,9825,8295
472,2278,588,537,1884,752,911,1790,1301,1235,1101,103,561,838,701,262,4103,2617,981,480,2287,1973,2489,2242,4162,3480,2329,3964,1232,1603,1058,19174,12449,147010,45044,50654,647,22367,4163,9825,8295
473,2174,615,574,1869,837,888,1824,1250,1228,1060,86,583,845,704,261,4083,2678,949,490,2228,1918,2487,2247,4080,3483,2365,3927,1212,1572,1036,19183,12449,147166,45072,50705,652,22402,4175,9825,8295
474,2204,596,573,1867,795,918,1757,1231,1188,990,96,556,853,698,271,3984,2626,942,496,2216,1954,2465,2227,4097,3520,2354,3904,1234,1623,1059,19178,12449,147284,45105,50772,655,22444,4183,9825,8295
475,2153,610,546,1837,773,876,1769,1218,1209,1046,104,561,813,719,250,3952,2545,906,458,2260,1936,2452,2214,4049,3535,2353,3876,1233,1634,1061,19190,12449,147458,45144,50847,658,22469,4208,9825,8295
476,2199,561,571,1841,796,891,1748,1185,1189,1007,108,583,815,697,264,4008,2515,883,478,2214,1906,2410,2235,4084,3447,2318,3812,1192,1598,1074,19175,12449,147666,45155,50932,660,22489,4223,9825,8295
477,2086,581,557,1851,770,901,1703,1213,1204,977,98,556,803,696,261,3954,2507,888,486,2178,1922,2392,2228,4081,3442,2298,3811,1199,1584,1076,19180,12449,147855,45184,51003,663,22503,4245,9825,8295
478,2126,554,518,1843,764,907,1694,1200,1129,961,113,566,812,698,265,3985,2485,874,486,2141,1879,2373,2234,4022,3459,2276,3733,1199,1587,1081,19184,12449,148006,45222,51092,666,22542,4267,9825,8295
479,2036,556,545,1841,763,881,1713,1209,1264,1038,116,565,826,683,271,3957,2432,877,463,2090,1915,2329,2159,3973,3447,2305,3667,1196,1598,1088,19179,12449,148161,45265,51152,667,22552,4289,9825,8295
480,2156,542,524,1848,792,888,1751,1255,1084,992,107,541,809,699,262,3943,2482,903,467,2101,1919,2314,2113,3992,3315,2290,3650,1211,1565,1077,19184,12449,148351,45288,51229,669,22586,4294,9825,8295
481,2048,568,552,1840,793,879,1797,1185,1191,955,111,577,797,660,275,3958,2449,872,456,2059,1919,2318,2119,3896,3326,2285,3653,1224,1584,1062,19173,12449,148521,45342,51286,671,22609,4308,9825,8295
482,2036,572,559,1855,828,895,1745,1118,1175,941,117,534,780,692,272,3937,2374,902,469,2053,1843,2300,2142,3908,3376,2306,3584,1189,1617,1125,19193,12449,148667,45368,51342,673,22626,4330,9825,8295
483,2122,562,561,1838,754,872,1725,1117,1131,1020,116,542,784,664,274,3907,2396,909,472,2007,1894,2298,2126,3914,3354,2242,3606,1170,1598,1122,19176,12449,148827,45400,51402,676,22645,4345,9825,8295
484,2011,574,550,1851,793,913,1742,1138,1169,969,119,523,742,656,261,3886,2436,902,463,2070,1856,2270,2174,3840,3375,2206,3628,1150,1561,1091,19187,12449,148986,45439,51448,678,22670,4366,9825,8295
485,2105,603,551,1842,754,814,1733,1146,1097,950,96,566,756,667,254,3870,2416,905,448,2025,1845,2299,2151,3816,3359,2205,3645,1176,1573,1120,19177,12449,149117,45477,51500,680,22702,4378,9825,8295
486,3581,566,536,2347,1844,1064,1708,1390,2908,1937,95,826,759,653,251,3947,2646,1142,452,2263,1847,2784,2242,3813,3324,2323,3632,1605,1571,1249,19189,12449,149294,45518,51556,685,22737,4395,9825,8295
487,5910,570,583,2826,2374,1295,1662,1956,3548,2455,100,960,737,627,257,4206,2875,1320,451,2566,1850,3330,2607,3901,3362,2461,3676,2137,1596,1667,19179,12449,149462,45560,51621,687,22755,4411,9825,8295
488,6982,619,644,3393,3034,1694,1643,2446,4758,2972,109,1220,804,628,258,4376,3187,1463,474,2744,1867,3962,3031,4012,3414,2588,3735,2515,1613,2134,19192,12449,149680,45635,51667,690,22787,4431,9825,8295
