Time,Bangui,Bangassou,Mobaye,Sibut,Bouar,Bossangoa,Nola,Mbaiki,Bimbo,Bozoum,Obo,Bambari,Bria,Ndele,Birao,Kaga Bandoro,Berberati,Melego,Rafai,Ippy,Mbres,Bossembele,Yaloke,Katakpo,Banga,Kago,Yapara,Beboura III,Gamboula,Baboua,Belom,Dosseye,East,Adamaoua,Monga,Mole,Gbadolite,Inke,Betou,Brazaville
124,3294,455,538,2239,1218,1162,1715,1728,1972,1436,106,682,758,574,220,3980,2695,1038,400,2254,1736,3254,2928,4306,3727,2235,3595,1715,1318,1159,19175,12449,39857,13882,11264,26,5522,308,9825,3444
125,3359,460,542,2223,1199,1130,1805,1783,1983,1544,109,733,767,578,204,4067,2717,1020,412,2245,1763,3261,2910,4176,3700,2279,3612,1746,1341,1175,19180,12449,40139,13956,11349,26,5561,314,9825,3469
126,3205,456,538,2226,1138,1169,1740,1762,1832,1459,99,671,791,548,225,4041,2771,1017,410,2218,1813,3216,2945,4275,3634,2210,3701,1709,1372,1202,19185,12449,40360,14027,11428,27,5600,319,9825,3498
127,2990,456,553,2168,1060,1080,1785,1721,1756,1459,102,678,815,568,225,4075,2804,994,424,2168,1815,3251,2857,4244,3644,2220,3731,1714,1353,1196,19179,12449,40611,14111,11528,27,5634,322,9825,3519
128,2924,449,550,2149,1053,1101,1754,1701,1610,1307,101,634,791,583,223,4022,2751,983,418,2221,1830,3238,2829,4240,3670,2263,3734,1708,1382,1162,19184,12449,40871,14203,11627,28,5671,327,9825,3545
129,2837,449,550,2148,1127,1088,1764,1632,1742,1392,104,614,811,595,226,4084,2715,1011,426,2209,1830,3240,2817,4293,3698,2278,3710,1673,1358,1136,19180,12449,41132,14275,11696,28,5703,330,9825,3560
130,3059,456,575,2158,1063,1177,1757,1621,1675,1327,105,665,819,599,242,4062,2734,1015,412,2205,1817,3175,2841,4300,3666,2262,3762,1640,1329,1151,19179,12449,41428,14348,11781,28,5727,338,9825,3587
131,2921,482,560,2190,1144,1135,1782,1692,1713,1419,89,692,856,605,243,4053,2736,1029,414,2200,1802,3125,2851,4245,3684,2314,3764,1608,1333,1169,19185,12449,41660,14419,11853,28,5757,344,9825,3613
132,2937,487,568,2189,1018,1103,1754,1621,1597,1360,84,657,821,560,250,4050,2664,996,437,2239,1892,3114,2784,4292,3716,2315,3791,1598,1365,1138,19181,12449,41913,14494,11920,28,5797,349,9825,3630
133,2710,487,588,2212,1056,1059,1721,1551,1626,1282,83,658,827,572,237,4040,2678,970,425,2223,1882,3151,2736,4263,3736,2311,3819,1514,1366,1127,19182,12449,42169,14564,12004,29,5839,357,9825,3655
134,2778,502,608,2226,903,1042,1724,1544,1498,1251,81,650,796,576,233,4080,2661,938,430,2271,1825,3074,2733,4253,3676,2300,3764,1543,1359,1098,19188,12449,42442,14634,12075,29,5878,362,9825,3684
135,2603,502,613,2122,959,1027,1717,1549,1504,1187,89,662,801,573,231,4106,2597,956,409,2246,1880,3045,2719,4170,3691,2313,3734,1510,1341,1073,19174,12449,42719,14716,12143,30,5912,368,9825,3718
136,2545,509,582,2066,939,1019,1678,1519,1406,1223,88,628,839,563,233,4098,2663,950,418,2226,1865,2928,2723,4252,3588,2263,3780,1491,1330,1056,19190,12449,42953,14782,12230,31,5953,374,9825,3744
137,2497,486,594,2058,907,1042,1685,1450,1383,1222,84,610,842,549,260,4121,2608,934,419,2171,1883,2927,2675,4259,3620,2219,3804,1415,1313,1007,19179,12449,43187,14851,12329,31,5982,380,9825,3758
138,2525,488,586,1963,906,1002,1744,1392,1400,1233,89,608,794,610,225,4048,2565,919,394,2208,1885,2911,2580,4206,3567,2214,3852,1410,1323,953,19187,12449,43428,14911,12411,33,6023,387,9825,3777
139,2483,463,564,1989,900,971,1771,1376,1315,1118,82,584,817,603,241,4044,2563,923,423,2186,1857,2941,2533,4117,3618,2253,3776,1404,1298,982,19173,12449,43644,14955,12510,33,6053,391,9825,3807
140,2298,454,548,1969,845,980,1801,1345,1378,1168,88,602,811,603,233,4036,2565,918,415,2138,1867,2944,2486,4049,3579,2231,3752,1364,1315,950,19198,12449,43881,15009,12592,33,6090,397,9825,3833
141,2377,427,539,1959,800,1014,1758,1360,1288,1057,73,538,839,630,228,4029,2550,933,429,2098,1860,2801,2527,4053,3534,2208,3773,1404,1303,912,19182,12449,44107,15083,12679,34,6116,405,9825,3862
142,2195,424,525,1969,820,939,1707,1362,1308,1099,75,514,832,633,233,3992,2504,909,451,2094,1822,2774,2483,4076,3522,2267,3723,1387,1345,859,19192,12449,44326,15154,12763,34,6150,411,9825,3900
143,2241,444,531,1867,792,948,1703,1320,1259,1069,79,579,799,642,248,4011,2573,876,418,2102,1815,2746,2401,4045,3459,2289,3651,1405,1269,869,19178,12449,44564,15212,12823,34,6181,415,9825,3920
144,2574,454,521,1939,992,1012,1693,1315,1538,1218,80,595,782,604,261,4023,2496,873,413,2129,1837,2751,2409,4038,3492,2240,3698,1474,1278,859,19184,12449,44773,15272,12903,36,6230,420,9825,3950
145,2871,462,511,2103,1089,1062,1679,1402,1670,1385,83,592,792,618,236,4026,2567,900,412,2183,1858,2744,2443,4007,3437,2205,3742,1487,1289,928,19176,12449,44980,15322,12968,36,6266,425,9825,3979
146,3085,456,511,2196,1200,1048,1667,1509,1961,1431,70,706,739,612,232,4048,2590,906,421,2305,1892,2869,2470,3998,3440,2251,3737,1565,1301,1024,19189,12449,45186,15385,13035,38,6298,438,9825,4006
147,3413,446,514,2260,1326,1078,1693,1691,1987,1543,88,693,767,640,234,3992,2642,962,428,2350,1879,2945,2595,3868,3483,2316,3765,1652,1319,1128,19174,12449,45413,15450,13101,38,6347,442,9825,4033
148,3568,472,534,2321,1436,1207,1666,1739,2209,1681,83,738,809,626,231,4016,2714,962,429,2388,1860,3086,2631,3957,3429,2366,3758,1710,1310,1173,19191,12449,45638,15524,13185,38,6383,449,9825,4058
149,3475,472,523,2327,1237,1166,1650,1815,1854,1530,88,720,804,635,214,4058,2681,992,420,2404,1867,3063,2709,4018,3468,2354,3788,1758,1331,1226,19176,12449,45868,15603,13264,38,6433,455,9825,4091
150,3131,488,544,2331,1254,1170,1664,1742,1865,1445,95,669,825,612,226,4076,2668,952,445,2385,1864,3133,2727,4057,3475,2346,3827,1670,1346,1239,19186,12449,46121,15689,13335,40,6478,455,9825,4115
151,3091,491,528,2341,1102,1126,1687,1724,1711,1387,91,645,848,561,263,4088,2653,969,460,2303,1936,3122,2730,4021,3498,2349,3839,1662,1396,1238,19176,12449,46337,15757,13421,41,6525,458,9825,4138
152,2891,508,538,2317,1051,1099,1736,1659,1651,1321,90,700,860,581,239,4128,2678,934,445,2259,2003,3065,2767,4053,3462,2370,3764,1668,1321,1245,19185,12449,46605,15823,13494,44,6555,463,9825,4164
153,2833,473,543,2221,1017,1093,1707,1606,1591,1281,92,634,820,590,227,4134,2608,942,433,2337,2001,3030,2763,4117,3447,2316,3853,1639,1361,1195,19180,12449,46872,15907,13585,45,6604,470,9825,4192
154,2638,491,569,2194,992,1159,1713,1640,1490,1346,91,620,829,620,231,4185,2586,905,415,2327,2011,3044,2714,4125,3391,2277,3810,1540,1391,1136,19184,12449,47119,15971,13657,45,6637,476,9825,4213
155,2617,457,536,2198,905,1080,1692,1563,1465,1276,102,681,835,627,233,4145,2588,923,429,2249,2026,3029,2694,4126,3416,2305,3806,1541,1338,1124,19179,12449,47394,16023,13764,46,6673,481,9825,4239
156,2513,435,531,2182,924,1105,1659,1540,1412,1194,90,626,820,644,230,4157,2559,934,444,2277,1949,2944,2734,4059,3461,2294,3836,1544,1312,1126,19185,12449,47642,16098,13861,48,6698,487,9825,4274
157,2483,433,519,2150,878,998,1666,1455,1422,1240,79,611,831,641,223,4205,2525,931,457,2246,1976,2902,2686,4023,3491,2282,3823,1532,1303,1076,19183,12449,47891,16180,13941,48,6732,495,9825,4294
158,2449,452,525,2081,876,1042,1677,1436,1388,1213,80,594,852,638,225,4179,2478,894,420,2206,2015,2819,2651,4087,3451,2275,3860,1464,1294,1070,19174,12449,48102,16232,14031,50,6773,503,9825,4318
159,2372,457,527,2092,893,1002,1658,1418,1389,1118,94,564,823,648,211,4206,2441,870,426,2211,1977,2870,2590,4098,3424,2286,3793,1479,1308,990,19198,12449,48324,16317,14098,50,6806,506,9825,4340
160,2440,472,511,2018,782,980,1655,1419,1351,1197,102,565,825,634,221,4193,2435,857,418,2175,2014,2845,2538,4063,3424,2236,3843,1381,1290,928,19174,12449,48567,16393,14183,50,6827,511,9825,4357
161,2342,470,502,2033,927,936,1639,1401,1298,1085,104,572,789,626,238,4151,2430,816,427,2223,1950,2773,2550,4012,3402,2249,3807,1396,1290,906,19201,12449,48804,16442,14267,50,6868,520,9825,4378
162,2351,480,492,1995,745,977,1641,1341,1347,1118,89,606,819,687,228,4151,2429,817,418,2142,1941,2734,2550,3977,3363,2251,3786,1321,1242,928,19187,12449,49030,16483,14356,53,6904,526,9825,4404
163,2322,477,492,2038,828,978,1617,1320,1312,1089,66,565,808,664,235,4038,2378,812,430,2128,1963,2781,2418,3901,3408,2267,3816,1296,1260,895,19180,12449,49249,16524,14438,53,6931,531,9825,4436
164,2341,477,486,1946,775,931,1631,1288,1252,1120,78,574,786,680,244,4045,2378,835,411,2140,1896,2719,2434,3843,3395,2294,3784,1308,1236,888,19191,12449,49484,16577,14514,55,6955,541,9825,4447
165,2210,485,492,1913,825,919,1629,1274,1238,1085,79,592,801,688,249,4023,2335,815,395,2115,1920,2711,2374,3839,3369,2303,3735,1333,1250,881,19175,12449,49673,16627,14598,55,6991,544,9825,4474
166,2143,453,468,1896,780,961,1654,1248,1218,1075,78,551,819,685,241,3916,2299,850,410,2142,1915,2625,2393,3760,3375,2304,3777,1303,1258,876,19186,12449,49883,16684,14671,58,7022,552,9825,4501
167,2140,463,476,1893,818,935,1640,1225,1175,1076,96,539,832,682,224,3955,2270,833,385,2097,1935,2617,2358,3750,3349,2281,3698,1279,1224,842,19173,12449,50107,16735,14748,58,7047,558,9825,4533
168,2124,447,490,1802,775,932,1574,1197,1192,1033,89,532,801,664,226,3982,2274,825,401,2146,1922,2610,2318,3733,3333,2325,3622,1261,1245,845,19190,12449,50287,16787,14821,59,7078,563,9825,4557
169,2113,440,486,1777,757,875,1499,1187,1170,1001,90,502,768,685,239,4064,2288,829,398,2185,1884,2587,2296,3796,3285,2255,3628,1238,1229,834,19177,12449,50510,16830,14885,59,7113,568,9825,4573
170,2066,413,477,1777,764,906,1501,1177,1155,944,80,541,745,640,258,3933,2287,833,424,2155,1928,2487,2315,3793,3247,2263,3643,1237,1188,826,19193,12449,50718,16879,14966,59,7150,573,9825,4597
171,2030,410,481,1752,711,920,1537,1171,1165,1013,94,533,759,622,263,3943,2233,817,417,2116,1915,2452,2286,3656,3334,2236,3642,1212,1180,825,19179,12449,50903,16901,15027,61,7183,581,9825,4616
172,2042,418,484,1762,716,884,1511,1196,1074,965,90,503,784,655,263,4003,2331,817,416,2075,1836,2485,2208,3726,3138,2203,3649,1194,1176,809,19184,12449,51089,16952,15086,63,7205,590,9825,4632
173,1952,440,499,1807,726,880,1499,1141,1126,970,92,517,726,676,245,3908,2317,789,403,2095,1842,2435,2167,3697,3132,2163,3700,1202,1162,769,19176,12449,51297,17005,15153,64,7230,596,9825,4654
174,2020,434,462,1810,687,835,1546,1132,1082,955,99,524,750,688,243,3915,2291,805,391,2018,1803,2457,2136,3596,3119,2166,3651,1175,1150,770,19181,12449,51483,17061,15240,64,7260,606,9825,4685
175,1967,431,482,1772,723,879,1513,1089,1097,945,103,536,722,639,261,3878,2289,771,394,2010,1851,2424,2098,3561,3102,2179,3560,1150,1152,806,19184,12449,51670,17088,15309,64,7300,610,9825,4719
176,1997,434,448,1720,761,928,1517,1142,1039,972,90,503,750,650,255,3788,2229,816,400,1987,1844,2398,2080,3549,3072,2193,3634,1110,1118,804,19175,12449,51881,17132,15380,64,7334,615,9825,4730
177,1897,435,454,1742,727,850,1549,1108,1100,944,87,506,757,655,249,3860,2189,772,405,1956,1801,2359,2074,3496,3058,2186,3534,1157,1148,808,19190,12449,52065,17169,15467,65,7357,620,9825,4744
178,1962,434,418,1710,677,890,1555,1110,1030,943,79,491,755,598,275,3859,2151,803,401,1954,1833,2311,2014,3487,3030,2076,3561,1140,1172,800,19174,12449,52249,17220,15532,67,7397,622,9825,4761
179,1925,415,432,1714,700,814,1515,1099,1084,922,88,480,765,624,253,3847,2161,803,401,1895,1802,2330,1986,3447,3010,2107,3505,1139,1174,751,19192,12449,52405,17269,15602,67,7420,627,9825,4772
180,1939,424,449,1717,685,789,1500,1107,1039,858,79,484,728,617,257,3838,2140,751,395,1914,1782,2301,1969,3444,2965,2098,3472,1163,1202,748,19176,12449,52564,17320,15679,67,7454,633,9825,4796
181,1838,405,448,1653,692,864,1487,1087,1063,891,80,490,719,615,261,3737,2137,754,391,1912,1776,2233,1991,3418,2971,2067,3510,1116,1188,738,19184,12449,52714,17357,15762,68,7485,637,9825,4805
182,1941,383,473,1727,689,831,1431,1064,1110,933,73,526,694,638,239,3705,2149,694,401,1940,1718,2221,1992,3444,2895,2110,3472,1089,1188,751,19182,12449,52905,17416,15849,69,7518,639,9825,4826
183,1929,369,437,1721,703,847,1430,1093,1107,983,79,542,681,602,246,3742,2111,765,373,1931,1699,2251,1945,3400,2889,2094,3465,1126,1204,793,19181,12449,53072,17457,15934,69,7541,651,9825,4844
184,2052,359,433,1758,730,841,1409,1101,1104,929,75,484,669,619,215,3605,2143,781,397,1948,1745,2249,1997,3342,2909,2093,3488,1165,1175,779,19195,12449,53274,17497,15988,71,7560,658,9825,4850
185,2069,371,448,1818,788,813,1435,1112,1128,937,75,507,668,596,246,3573,2103,762,404,1926,1764,2287,1982,3329,2887,2124,3430,1169,1165,785,19178,12449,53436,17535,16040,71,7575,663,9825,4869
186,2053,371,429,1788,756,815,1401,1125,1191,1034,76,564,667,613,239,3535,2102,759,398,1891,1717,2266,2008,3341,2827,2123,3495,1177,1137,833,19175,12449,53606,17578,16131,70,7603,665,9825,4890
187,2136,376,443,1748,754,913,1386,1152,1191,972,76,497,687,648,212,3587,2144,767,406,1896,1679,2281,2041,3296,2823,2099,3413,1192,1097,809,19183,12449,53821,17634,16192,71,7625,669,9825,4914
188,2176,389,434,1728,812,846,1410,1142,1269,1000,81,476,669,625,219,3602,2083,792,392,1968,1688,2238,2104,3257,2875,2076,3379,1183,1086,786,19178,12449,53971,17677,16270,71,7650,674,9825,4935
189,2176,409,415,1761,794,849,1404,1202,1186,1054,80,522,669,597,227,3590,2033,774,385,1990,1714,2313,2058,3273,2860,2055,3344,1197,1107,814,19180,12449,54136,17718,16330,71,7670,686,9825,4949
190,2185,397,426,1752,823,941,1389,1186,1273,982,88,555,684,570,233,3605,2062,776,375,1973,1718,2300,2103,3287,2836,2023,3288,1246,1080,836,19183,12449,54304,17755,16403,71,7692,695,9825,4965
191,2207,410,431,1704,766,864,1369,1173,1219,1053,88,501,698,578,228,3629,2067,784,379,1967,1649,2294,2079,3272,2843,2040,3306,1231,1111,828,19187,12449,54472,17813,16480,71,7722,700,9825,4982
192,2171,416,428,1691,815,803,1356,1166,1195,1050,81,525,688,567,239,3649,2001,766,385,1962,1647,2229,2071,3307,2880,2043,3295,1229,1102,822,19174,12449,54642,17863,16539,72,7758,705,9825,4998
193,2104,414,453,1699,790,889,1324,1193,1186,1008,89,518,713,543,245,3567,2018,741,369,1920,1680,2194,2054,3321,2830,2011,3340,1214,1088,818,19185,12449,54826,17922,16617,72,7783,713,9825,5014
194,2033,369,436,1668,789,900,1299,1177,1181,1009,84,512,682,540,240,3588,2060,756,393,1936,1684,2284,1987,3348,2806,1960,3349,1202,1064,788,19178,12449,54989,17969,16709,72,7808,718,9825,5033
195,2086,378,432,1706,716,878,1330,1152,1142,1063,86,522,695,577,223,3549,2026,754,368,1906,1672,2222,2003,3307,2827,2010,3247,1201,1063,804,19190,12449,55139,18015,16766,72,7834,724,9825,5050
196,2001,363,435,1720,770,828,1402,1124,1140,988,86,503,720,563,231,3503,2044,760,388,1867,1697,2264,1986,3271,2762,1996,3266,1232,1042,832,19178,12449,55302,18053,16834,73,7856,732,9825,5058
197,1962,364,413,1693,779,856,1395,1121,1053,950,81,506,708,543,237,3487,2009,763,386,1862,1682,2239,1957,3275,2776,1980,3275,1193,1061,826,19187,12449,55474,18119,16890,74,7897,736,9825,5069
198,1987,370,430,1739,689,763,1355,1076,1057,957,83,482,698,555,223,3428,1961,731,393,1835,1669,2168,2006,3283,2764,1988,3329,1179,1106,851,19178,12449,55636,18154,16936,75,7918,743,9825,5091
199,1833,376,441,1676,714,824,1363,1054,1060,931,82,533,647,548,212,3453,1925,698,402,1824,1694,2151,1993,3279,2771,1958,3268,1170,1094,840,19182,12449,55806,18208,17000,75,7942,750,9825,5117
200,1927,369,444,1636,644,812,1332,1037,975,920,86,470,658,560,202,3455,1993,732,374,1826,1699,2149,1989,3308,2693,1946,3279,1123,1061,802,19176,12449,55977,18252,17057,77,7963,756,9825,5143
201,1743,354,437,1572,662,799,1372,1024,1046,931,73,462,639,557,201,3478,1949,742,386,1823,1671,2102,1985,3273,2707,2013,3221,1099,1068,776,19193,12449,56126,18299,17137,76,7991,764,9825,5159
202,1800,367,435,1582,637,828,1373,1024,953,907,75,490,652,559,208,3451,1930,730,393,1792,1643,2085,1922,3236,2698,1946,3269,1073,1047,791,19176,12449,56283,18334,17190,76,8021,768,9825,5174
203,1742,384,426,1575,650,822,1369,988,998,843,80,455,648,567,205,3457,1917,740,385,1753,1671,2038,1919,3180,2747,1940,3210,1100,1031,748,19192,12449,56438,18375,17255,77,8032,781,9825,5188
204,2422,392,434,1783,1063,864,1337,1080,1695,1244,82,590,611,576,190,3516,2011,787,385,1845,1659,2212,1962,3150,2749,2007,3205,1279,1014,813,19175,12449,56624,18404,17314,77,8051,792,9825,5207
205,3356,388,469,2026,1334,963,1303,1286,1980,1491,83,657,659,596,200,3509,2070,863,386,1913,1653,2356,2108,3161,2738,2100,3209,1470,1029,969,19186,12449,56799,18434,17359,79,8067,800,9825,5227
206,3770,410,482,2307,1566,1072,1302,1481,2452,1674,85,707,671,562,220,3526,2199,904,376,2068,1690,2680,2231,3172,2742,2152,3262,1691,1032,1140,19180,12449,57001,18488,17432,79,8097,806,9825,5242
207,4357,408,494,2543,1676,1191,1287,1779,2638,1903,84,790,700,537,235,3631,2339,997,391,2163,1707,2986,2430,3247,2712,2132,3320,1823,1029,1362,19182,12449,57210,18550,17505,81,8134,812,9825,5261
208,4720,421,520,2758,1933,1304,1294,2008,2923,2011,93,888,726,565,216,3726,2420,1077,396,2269,1685,3310,2602,3277,2804,2123,3480,1988,1073,1490,19182,12449,57468,18639,17564,82,8167,819,9825,5280
209,4527,449,556,2709,1555,1254,1301,2117,2416,1894,90,785,758,555,212,3897,2450,1087,411,2255,1717,3431,2679,3371,2860,2160,3417,2003,1092,1631,19188,12449,57720,18731,17621,83,8202,820,9825,5297
210,3840,444,564,2635,1470,1249,1316,2121,2370,1704,88,782,743,555,201,3976,2439,1085,416,2270,1741,3468,2832,3393,2976,2219,3434,2016,1148,1625,19186,12449,57986,18829,17720,84,8235,825,9825,5316
211,3706,441,580,2541,1381,1335,1265,2057,2056,1606,83,733,796,551,207,3942,2386,1063,445,2252,1793,3401,2901,3545,2999,2201,3542,1985,1224,1569,19178,12449,58269,18944,17796,85,8270,833,9825,5340
212,3444,457,614,2468,1241,1212,1344,1931,2082,1630,95,707,799,565,200,3943,2442,1035,442,2290,1801,3374,2941,3560,3079,2239,3579,1947,1186,1546,19182,12449,58523,19043,17867,87,8294,842,9825,5351
213,3382,484,599,2446,1186,1284,1360,1931,1838,1554,91,688,794,573,194,4017,2455,1033,443,2301,1808,3353,2928,3601,3092,2240,3573,1881,1197,1454,19179,12449,58778,19138,17937,88,8348,845,9825,5370
214,3094,486,599,2415,1191,1178,1393,1861,1777,1496,92,746,788,569,199,4012,2458,1026,445,2299,1841,3349,2963,3626,3142,2242,3665,1851,1205,1392,19174,12449,59012,19229,18014,90,8384,849,9825,5392
215,3054,487,578,2382,1112,1197,1430,1847,1661,1443,91,681,813,596,167,3965,2481,1065,441,2318,1880,3330,2881,3606,3177,2238,3699,1818,1223,1349,19188,12449,59218,19324,18101,91,8421,858,9825,5414
216,2918,507,596,2309,1101,1193,1416,1750,1644,1435,103,716,836,585,181,4059,2487,1004,456,2259,1883,3262,2904,3667,3160,2238,3662,1758,1257,1317,19175,12449,59427,19420,18174,91,8462,863,9825,5431
217,2921,521,589,2260,1108,1112,1442,1628,1679,1371,99,643,824,577,193,4125,2465,979,455,2286,1881,3289,2868,3670,3127,2251,3650,1683,1300,1247,19193,12449,59664,19487,18266,91,8519,866,9825,5458
218,2930,512,602,2191,997,1101,1475,1617,1617,1419,103,589,860,555,214,4203,2422,954,460,2228,1918,3230,2859,3711,3122,2220,3681,1629,1298,1233,19177,12449,59889,19571,18353,93,8564,872,9825,5481
219,2820,519,586,2190,1077,1062,1486,1580,1654,1311,109,620,875,580,211,4155,2405,947,470,2195,1864,3239,2787,3728,3134,2271,3731,1601,1303,1152,19191,12449,60115,19649,18428,94,8583,882,9825,5509
220,2770,492,550,2183,994,1068,1505,1532,1540,1322,109,657,872,583,219,4111,2392,976,477,2177,1917,3183,2791,3734,3166,2309,3775,1529,1296,1142,19173,12449,60335,19733,18525,97,8635,886,9825,5521
221,2719,503,556,2154,963,1056,1506,1501,1553,1323,100,599,856,587,224,4076,2393,953,489,2217,1888,3112,2790,3740,3162,2302,3807,1512,1290,1130,19182,12449,60553,19824,18623,97,8665,889,9825,5545
222,2618,513,549,2120,994,1067,1563,1451,1500,1262,99,610,853,578,228,4070,2375,945,506,2246,1861,3140,2714,3722,3190,2333,3792,1483,1330,1115,19182,12449,60760,19882,18695,98,8704,893,9825,5561
223,2625,533,556,2065,919,1064,1544,1428,1431,1285,111,602,830,603,224,4052,2356,931,485,2278,1874,3084,2673,3744,3164,2359,3780,1476,1350,1124,19179,12449,61001,19931,18764,100,8743,903,9825,5594
224,2498,525,573,2048,993,1015,1572,1365,1462,1214,103,640,815,631,201,3987,2357,918,502,2265,1861,3067,2619,3689,3267,2359,3851,1503,1300,1039,19190,12449,61226,20012,18852,101,8769,915,9825,5624
225,2490,552,544,2019,871,1073,1557,1411,1370,1219,99,623,870,613,219,3950,2376,945,469,2168,1882,2989,2620,3741,3181,2365,3858,1504,1276,1082,19174,12449,61446,20074,18939,102,8806,925,9825,5654
226,2441,516,571,2033,898,1002,1507,1394,1394,1190,106,599,843,594,251,3990,2369,947,468,2162,1830,2974,2600,3793,3183,2343,3857,1450,1238,1060,19192,12449,61681,20120,19034,102,8843,929,9825,5680
227,2454,493,571,2024,904,990,1539,1353,1333,1259,102,594,825,599,231,3989,2367,956,469,2143,1875,2861,2574,3758,3140,2345,3852,1455,1240,1050,19172,12449,61899,20161,19118,103,8872,935,9825,5707
228,2447,485,558,1973,918,1044,1538,1319,1344,1157,109,593,795,632,220,3947,2302,976,457,2164,1862,2842,2480,3789,3121,2384,3810,1471,1286,1000,19188,12449,62108,20229,19198,105,8917,942,9825,5730
229,2393,460,564,1937,856,1008,1535,1297,1382,1201,107,610,789,608,246,3902,2290,982,457,2179,1876,2795,2473,3774,3126,2392,3804,1429,1239,982,19183,12449,62376,20282,19296,107,8936,951,9825,5744
230,2325,475,583,1997,849,984,1561,1273,1360,1144,100,574,791,604,233,3911,2278,973,436,2181,1874,2766,2472,3725,3159,2353,3856,1383,1244,994,19180,12449,62563,20333,19367,108,8962,963,9825,5762
231,2355,491,574,2003,837,1027,1522,1290,1293,1094,97,575,776,615,226,3875,2239,950,429,2159,1874,2793,2352,3765,3113,2352,3841,1407,1312,948,19189,12449,62758,20392,19439,108,9001,971,9825,5782
232,2294,471,561,1984,794,967,1555,1282,1317,1147,96,603,763,634,235,3912,2257,935,436,2145,1838,2738,2400,3735,3068,2314,3818,1383,1314,917,19177,12449,62936,20457,19529,110,9034,982,9825,5814
233,4570,476,543,2662,2279,1266,1586,1628,3676,2376,91,933,778,660,220,4030,2600,1194,433,2471,1887,3344,2655,3678,3114,2461,3805,1931,1304,1177,19182,12449,63114,20496,19599,112,9081,992,9825,5827
234,7608,487,581,3424,3049,1640,1565,2372,4711,3173,88,1188,843,629,217,4327,2947,1455,468,2795,1916,4042,3115,3693,3181,2656,3801,2581,1314,1824,19188,12449,63343,20546,19669,112,9113,998,9825,5851
235,9095,538,629,4232,4027,2058,1530,3080,6208,3916,92,1478,913,653,219,4560,3408,1716,467,3189,1982,4932,3662,3831,3240,2767,3964,3223,1385,2416,19173,12449,63641,20674,19755,112,9148,1008,9825,5868
236,10991,571,716,4938,4446,2426,1546,3985,7122,4650,89,1710,991,656,222,4905,3844,1976,521,3579,2067,5795,4408,4056,3347,2989,4100,3793,1433,3132,19186,12449,63999,20845,19836,113,9186,1016,9825,5883
237,12498,603,836,5765,5064,2733,1627,4726,7974,5248,96,1933,1050,659,226,5219,4275,2234,531,3991,2235,6696,5175,4219,3590,3295,4236,4460,1514,3687,19175,12449,64460,21090,19938,113,9237,1023,9825,5916
238,13666,654,956,6495,5619,3166,1657,5555,8618,5720,92,2124,1195,689,216,5659,4753,2451,601,4394,2357,7672,5945,4570,3867,3482,4569,5096,1593,4292,19179,12449,64948,21356,20050,116,9286,1033,9825,5935
239,12958,700,1089,6612,4786,3248,1745,5938,7447,5156,103,1990,1313,672,223,5928,4912,2534,629,4499,2561,8174,6370,4953,4193,3614,4820,5157,1702,4537,19191,12449,65510,21654,20171,117,9340,1043,9825,5957
240,11680,734,1213,6599,4470,3016,1872,5902,7242,4945,115,2057,1385,671,244,6376,4939,2517,674,4551,2676,8441,6730,5314,4522,3747,5108,5162,1773,4582,19178,12449,66162,21995,20316,118,9417,1050,9825,5973
241,11284,788,1314,6427,4206,3110,1951,5873,6631,4635,116,1912,1445,710,257,6745,4962,2578,712,4678,2770,8627,7027,5694,4804,3875,5319,5139,1862,4531,19190,12449,66760,22328,20456,119,9492,1064,9825,5995
242,10606,842,1311,6424,4092,3094,2028,5711,6397,4714,140,1901,1511,763,249,6908,5007,2610,712,4728,2907,8753,7137,6188,4955,4010,5576,5052,1928,4389,19178,12449,67368,22685,20619,121,9600,1068,9825,6024
243,10005,869,1338,6212,3751,3158,2127,5485,5799,4287,145,1860,1546,772,274,7207,4909,2599,724,4765,3003,8728,7246,6426,5333,4043,5780,4910,1990,4224,19178,12449,68001,23021,20805,122,9694,1078,9825,6054
244,9334,897,1419,6041,3579,2914,2287,5222,5717,4274,159,1870,1603,780,271,7372,4987,2534,746,4789,3183,8816,7276,6580,5556,4116,6051,4822,2055,4032,19179,12449,68615,23346,20974,124,9791,1087,9825,6082
245,9170,912,1428,5930,3414,2934,2418,5087,5324,4100,157,1737,1633,840,281,7475,4980,2518,789,4882,3321,8578,7502,6787,5731,4118,6285,4704,2085,3903,19184,12449,69231,23629,21177,124,9919,1093,9825,6112
246,8530,920,1382,5726,3336,2822,2450,4948,4965,3852,167,1725,1630,879,290,7647,5065,2510,811,4937,3395,8506,7348,7117,5783,4183,6453,4568,2177,3723,19178,12449,69813,23904,21362,126,10034,1101,9825,6153
247,8087,954,1389,5541,2996,2767,2536,4704,4719,3755,168,1676,1715,904,311,7720,5066,2448,817,4889,3431,8463,7182,7186,6041,4308,6662,4439,2246,3547,19176,12449,70418,24159,21566,127,10133,1105,9825,6189
248,7704,971,1415,5436,2984,2775,2657,4512,4369,3522,167,1599,1711,931,308,7755,5117,2378,833,4864,3533,8324,7113,7245,6182,4340,6833,4333,2232,3327,19189,12449,71035,24408,21780,129,10228,1113,9825,6214
