Day,Al-Anbar sim,Al-Anbar data,Al-Anbar error,Babil sim,Babil data,Babil error,Baghdad sim,Baghdad data,Baghdad error,Al-Basrah sim,Al-Basrah data,Al-Basrah error,Thi Qar sim,Thi Qar data,Thi Qar error,Al-Qadisiyah sim,Al-Qadisiyah data,Al-Qadisiyah error,Diyala sim,Diyala data,Diyala error,Dohuk sim,Dohuk data,Dohuk error,Arbil sim,Arbil data,Arbil error,Halabja sim,Halabja data,Halabja error,Karbala sim,Karbala data,Karbala error,Kirkuk sim,Kirkuk data,Kirkuk error,Misan sim,Misan data,Misan error,Al-Muthanna sim,Al-Muthanna data,Al-Muthanna error,Al-Najaf sim,Al-Najaf data,Al-Najaf error,Nineveh sim,Nineveh data,Nineveh error,Salah Al-Din sim,Salah Al-Din data,Salah Al-Din error,Al-Sulaimaniyah sim,Al-Sulaimaniyah data,Al-Sulaimaniyah error,Wasit sim,Wasit data,Wasit error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
1368,18544,41590.0,0.554123587401,42827,7720.0,4.5475388601,25489,62965.0,0.595187802748,4397,1768.0,1.48699095023,10761,1391.0,6.73616103523,17523,4004.0,3.37637362637,37412,12325.0,2.03545638945,47917,65989.0,0.273863825789,22765,57663.0,0.605206111371,7132,0.0,0.0,25934,10936.0,1.37143379663,8877,62829.0,0.858711741393,3800,894.0,3.25055928412,6371,774.0,7.23126614987,33314,13092.0,1.54460739383,19777,76961.0,0.743025688336,24233,54202.0,0.552913176636,69956,25542.0,1.73886148305,18980,4386.0,3.32740538076,450172.0,505031,446009,0,446009,0
1369,18562,41590.0,0.553690791056,42818,7720.0,4.54637305699,25530,62965.0,0.594536647344,4402,1768.0,1.48981900452,10764,1391.0,6.73831775701,17517,4004.0,3.37487512488,37412,12325.0,2.03545638945,47870,65989.0,0.274576065708,22782,57663.0,0.604911294938,7130,0.0,0.0,25918,10936.0,1.36997073884,8890,62829.0,0.858504830572,3801,894.0,3.25167785235,6378,774.0,7.24031007752,33290,13092.0,1.54277421326,19811,76961.0,0.742583906134,24254,54202.0,0.552525737058,69902,25542.0,1.73674731814,18978,4386.0,3.3269493844,449978.0,505031,446009,0,446009,0
1370,18581,41590.0,0.553233950469,42812,7720.0,4.54559585492,25567,62965.0,0.593949019296,4409,1768.0,1.49377828054,10771,1391.0,6.74335010784,17513,4004.0,3.37387612388,37407,12325.0,2.03505070994,47830,65989.0,0.275182227341,22802,57663.0,0.604564452075,7126,0.0,0.0,25905,10936.0,1.36878200439,8911,62829.0,0.858170590014,3800,894.0,3.25055928412,6374,774.0,7.23514211886,33270,13092.0,1.54124656279,19838,76961.0,0.742233079092,24268,54202.0,0.552267444006,69850,25542.0,1.73471145564,18975,4386.0,3.32626538988,449782.0,505031,446009,0,446009,0
1371,18605,41590.0,0.552656888675,42813,7720.0,4.5457253886,25593,62965.0,0.593536091479,4418,1768.0,1.49886877828,10777,1391.0,6.7476635514,17506,4004.0,3.37212787213,37402,12325.0,2.03464503043,47776,65989.0,0.276000545545,22830,57663.0,0.604078872067,7130,0.0,0.0,25889,10936.0,1.3673189466,8921,62829.0,0.858011427844,3801,894.0,3.25167785235,6376,774.0,7.23772609819,33248,13092.0,1.53956614727,19866,76961.0,0.741869258456,24282,54202.0,0.552009150954,69810,25542.0,1.73314540756,18966,4386.0,3.32421340629,449630.0,505031,446009,0,446009,0
1372,18610,41590.0,0.552536667468,42815,7720.0,4.54598445596,25629,62965.0,0.592964345271,4423,1768.0,1.50169683258,10787,1391.0,6.75485262401,17502,4004.0,3.37112887113,37400,12325.0,2.03448275862,47723,65989.0,0.276803709709,22850,57663.0,0.603732029204,7128,0.0,0.0,25882,10936.0,1.36667885881,8942,62829.0,0.857677187286,3802,894.0,3.25279642058,6378,774.0,7.24031007752,33218,13092.0,1.53727467156,19916,76961.0,0.741219578748,24305,54202.0,0.551584812369,69743,25542.0,1.73052227703,18956,4386.0,3.32193342453,449426.0,505031,446009,0,446009,0
1373,18625,41590.0,0.552176003847,42817,7720.0,4.54624352332,25656,62965.0,0.592535535615,4432,1768.0,1.50678733032,10786,1391.0,6.75413371675,17493,4004.0,3.36888111888,37406,12325.0,2.03496957404,47670,65989.0,0.277606873873,22882,57663.0,0.603177080624,7127,0.0,0.0,25873,10936.0,1.36585588881,8948,62829.0,0.857581689984,3803,894.0,3.25391498881,6382,774.0,7.24547803618,33203,13092.0,1.5361289337,19952,76961.0,0.740751809358,24321,54202.0,0.551289620309,69686,25542.0,1.72829065852,18947,4386.0,3.31988144095,449268.0,505031,446009,0,446009,0
1374,18640,41590.0,0.551815340226,42811,7720.0,4.54546632124,25680,62965.0,0.592154371476,4433,1768.0,1.50735294118,10789,1391.0,6.75629043853,17495,4004.0,3.36938061938,37406,12325.0,2.03496957404,47628,65989.0,0.278243343588,22916,57663.0,0.602587447757,7118,0.0,0.0,25858,10936.0,1.36448427213,8956,62829.0,0.857454360248,3809,894.0,3.26062639821,6380,774.0,7.24289405685,33192,13092.0,1.53528872594,19969,76961.0,0.740530918257,24350,54202.0,0.550754584702,69635,25542.0,1.72629394722,18944,4386.0,3.31919744642,449098.0,505031,446009,0,446009,0
1375,18652,41590.0,0.551526809329,42821,7720.0,4.54676165803,25714,62965.0,0.591614388946,4438,1768.0,1.51018099548,10789,1391.0,6.75629043853,17487,4004.0,3.36738261738,37401,12325.0,2.03456389452,47592,65989.0,0.278788889057,22941,57663.0,0.602153894178,7114,0.0,0.0,25852,10936.0,1.36393562546,8963,62829.0,0.857342946728,3811,894.0,3.26286353468,6380,774.0,7.24289405685,33172,13092.0,1.53376107547,20001,76961.0,0.740115123244,24351,54202.0,0.550736135198,69591,25542.0,1.72457129434,18939,4386.0,3.31805745554,448948.0,505031,446009,0,446009,0
1376,18673,41590.0,0.55102188026,42815,7720.0,4.54598445596,25746,62965.0,0.591106170094,4447,1768.0,1.51527149321,10788,1391.0,6.75557153127,17490,4004.0,3.36813186813,37389,12325.0,2.03359026369,47547,65989.0,0.279470820894,22969,57663.0,0.60166831417,7118,0.0,0.0,25837,10936.0,1.36256400878,8974,62829.0,0.857167868341,3812,894.0,3.26398210291,6373,774.0,7.2338501292,33159,13092.0,1.53276810266,20017,76961.0,0.739907225738,24380,54202.0,0.55020109959,69545,25542.0,1.72277033905,18930,4386.0,3.31600547196,448764.0,505031,446009,0,446009,0
1377,18697,41590.0,0.550444818466,42811,7720.0,4.54546632124,25788,62965.0,0.590439132852,4452,1768.0,1.51809954751,10792,1391.0,6.75844716032,17486,4004.0,3.36713286713,37385,12325.0,2.03326572008,47509,65989.0,0.280046674446,22969,57663.0,0.60166831417,7115,0.0,0.0,25824,10936.0,1.36137527432,8985,62829.0,0.856992789954,3816,894.0,3.26845637584,6373,774.0,7.2338501292,33140,13092.0,1.53131683471,20046,76961.0,0.739530411507,24395,54202.0,0.549924357035,69506,25542.0,1.72124344217,18920,4386.0,3.3137254902,448598.0,505031,446009,0,446009,0
1378,18710,41590.0,0.550132243328,42824,7720.0,4.54715025907,25819,62965.0,0.589946795839,4456,1768.0,1.52036199095,10793,1391.0,6.75916606758,17488,4004.0,3.36763236763,37372,12325.0,2.03221095335,47461,65989.0,0.280774068405,22987,57663.0,0.601356155594,7115,0.0,0.0,25813,10936.0,1.36036942209,8995,62829.0,0.856833627783,3817,894.0,3.26957494407,6373,774.0,7.2338501292,33114,13092.0,1.52933088909,20084,76961.0,0.739036654929,24421,54202.0,0.549444669938,69454,25542.0,1.71920757967,18913,4386.0,3.31212950296,448422.0,505031,446009,0,446009,0
1379,18710,41590.0,0.550132243328,42827,7720.0,4.5475388601,25855,62965.0,0.589375049631,4459,1768.0,1.52205882353,10800,1391.0,6.7641984184,17479,4004.0,3.36538461538,37382,12325.0,2.03302231237,47427,65989.0,0.281289305793,23008,57663.0,0.600991970588,7106,0.0,0.0,25792,10936.0,1.35844915874,9015,62829.0,0.856515303443,3819,894.0,3.27181208054,6372,774.0,7.23255813953,33115,13092.0,1.52940727162,20104,76961.0,0.738776783046,24428,54202.0,0.549315523412,69408,25542.0,1.71740662438,18903,4386.0,3.3098495212,448282.0,505031,446009,0,446009,0
1380,18731,41590.0,0.549627314258,42826,7720.0,4.54740932642,25889,62965.0,0.588835067101,4460,1768.0,1.52262443439,10805,1391.0,6.76779295471,17476,4004.0,3.36463536464,37376,12325.0,2.03253549696,47379,65989.0,0.282016699753,23023,57663.0,0.600731838441,7104,0.0,0.0,25772,10936.0,1.3566203365,9035,62829.0,0.856196979102,3824,894.0,3.2774049217,6372,774.0,7.23255813953,33106,13092.0,1.5287198289,20143,76961.0,0.738270032874,24440,54202.0,0.549094129368,69357,25542.0,1.71540991308,18891,4386.0,3.30711354309,448096.0,505031,446009,0,446009,0
1381,18751,41590.0,0.54914642943,42826,7720.0,4.54740932642,25909,62965.0,0.588517430318,4462,1768.0,1.52375565611,10811,1391.0,6.77210639827,17475,4004.0,3.36438561439,37378,12325.0,2.03269776876,47333,65989.0,0.282713785631,23050,57663.0,0.600263600576,7099,0.0,0.0,25763,10936.0,1.3557973665,9039,62829.0,0.856133314234,3829,894.0,3.28299776286,6371,774.0,7.23126614987,33090,13092.0,1.52749770852,20177,76961.0,0.737828250672,24452,54202.0,0.548872735323,69309,25542.0,1.71353065539,18885,4386.0,3.30574555404,447954.0,505031,446009,0,446009,0
1382,18770,41590.0,0.548689588843,42824,7720.0,4.54715025907,25947,62965.0,0.587913920432,4472,1768.0,1.52941176471,10812,1391.0,6.77282530554,17460,4004.0,3.36063936064,37371,12325.0,2.03212981744,47305,65989.0,0.283138098774,23061,57663.0,0.600072837001,7102,0.0,0.0,25744,10936.0,1.35405998537,9053,62829.0,0.855910487195,3828,894.0,3.28187919463,6373,774.0,7.2338501292,33085,13092.0,1.52711579591,20192,76961.0,0.73763334676,24466,54202.0,0.548614442272,69262,25542.0,1.7116905489,18882,4386.0,3.30506155951,447788.0,505031,446009,0,446009,0
1383,18780,41590.0,0.548449146429,42832,7720.0,4.5481865285,25976,62965.0,0.587453347098,4475,1768.0,1.53110859729,10825,1391.0,6.78217109993,17458,4004.0,3.36013986014,37372,12325.0,2.03221095335,47266,65989.0,0.283729106366,23102,57663.0,0.599361809132,7103,0.0,0.0,25725,10936.0,1.35232260424,9066,62829.0,0.855703576374,3828,894.0,3.28187919463,6368,774.0,7.22739018088,33082,13092.0,1.52688664833,20217,76961.0,0.737308506906,24465,54202.0,0.548632891775,69196,25542.0,1.70910656957,18873,4386.0,3.30300957592,447632.0,505031,446009,0,446009,0
1384,18793,41590.0,0.548136571291,42853,7720.0,4.55090673575,25998,62965.0,0.587103946637,4480,1768.0,1.53393665158,10827,1391.0,6.78360891445,17449,4004.0,3.35789210789,37375,12325.0,2.03245436105,47227,65989.0,0.284320113958,23123,57663.0,0.598997624126,7098,0.0,0.0,25703,10936.0,1.35031089978,9069,62829.0,0.855655827723,3833,894.0,3.28747203579,6373,774.0,7.2338501292,33069,13092.0,1.52589367553,20236,76961.0,0.737061628617,24480,54202.0,0.54835614922,69162,25542.0,1.70777542871,18861,4386.0,3.30027359781,447524.0,505031,446009,0,446009,0
1385,18822,41590.0,0.54743928829,42868,7720.0,4.55284974093,26017,62965.0,0.586802191694,4479,1768.0,1.53337104072,10835,1391.0,6.78936017254,17446,4004.0,3.35714285714,37363,12325.0,2.03148073022,47184,65989.0,0.284971737714,23141,57663.0,0.59868546555,7097,0.0,0.0,25673,10936.0,1.34756766642,9076,62829.0,0.855544414204,3836,894.0,3.29082774049,6374,774.0,7.23514211886,33057,13092.0,1.52497708524,20265,76961.0,0.736684814387,24497,54202.0,0.548042507657,69120,25542.0,1.70613107822,18859,4386.0,3.29981760146,447372.0,505031,446009,0,446009,0
1386,18841,41590.0,0.546982447704,42862,7720.0,4.55207253886,26039,62965.0,0.586452791233,4487,1768.0,1.5378959276,10848,1391.0,6.79870596693,17445,4004.0,3.35689310689,37357,12325.0,2.03099391481,47149,65989.0,0.285502129143,23158,57663.0,0.598390649116,7092,0.0,0.0,25665,10936.0,1.34683613753,9085,62829.0,0.85540116825,3839,894.0,3.29418344519,6367,774.0,7.22609819121,33039,13092.0,1.52360219982,20293,76961.0,0.73632099375,24518,54202.0,0.547655068079,69071,25542.0,1.70421266933,18854,4386.0,3.29867761058,447210.0,505031,446009,0,446009,0
1387,18864,41590.0,0.546429430151,42863,7720.0,4.55220207254,26066,62965.0,0.586023981577,4494,1768.0,1.54185520362,10850,1391.0,6.80014378145,17444,4004.0,3.35664335664,37354,12325.0,2.0307505071,47112,65989.0,0.286062828653,23186,57663.0,0.597905069108,7093,0.0,0.0,25647,10936.0,1.34519019751,9105,62829.0,0.85508284391,3840,894.0,3.29530201342,6366,774.0,7.22480620155,33018,13092.0,1.52199816682,20308,76961.0,0.736126089838,24539,54202.0,0.547267628501,69008,25542.0,1.70174614361,18852,4386.0,3.29822161423,447016.0,505031,446009,0,446009,0
1388,18882,41590.0,0.545996633806,42876,7720.0,4.55388601036,26084,62965.0,0.585738108473,4496,1768.0,1.54298642534,10858,1391.0,6.80589503954,17443,4004.0,3.35639360639,37356,12325.0,2.0309127789,47070,65989.0,0.286699298368,23219,57663.0,0.597332778385,7089,0.0,0.0,25626,10936.0,1.34326993416,9114,62829.0,0.854939597956,3837,894.0,3.29194630872,6368,774.0,7.22739018088,33011,13092.0,1.52146348915,20335,76961.0,0.735775262795,24562,54202.0,0.546843289916,68943,25542.0,1.69920131548,18840,4386.0,3.29548563611,446844.0,505031,446009,0,446009,0
1389,18890,41590.0,0.545804279875,42884,7720.0,4.55492227979,26119,62965.0,0.585182244104,4491,1768.0,1.54015837104,10859,1391.0,6.8066139468,17440,4004.0,3.35564435564,37345,12325.0,2.03002028398,47019,65989.0,0.28747215445,23248,57663.0,0.596829856234,7087,0.0,0.0,25603,10936.0,1.34116678859,9125,62829.0,0.854764519569,3840,894.0,3.29530201342,6371,774.0,7.23126614987,33008,13092.0,1.52123434158,20380,76961.0,0.735190551058,24574,54202.0,0.546621895871,68889,25542.0,1.69708715058,18837,4386.0,3.29480164159,446666.0,505031,446009,0,446009,0
1390,18908,41590.0,0.54537148353,42887,7720.0,4.55531088083,26149,62965.0,0.58470578893,4495,1768.0,1.54242081448,10868,1391.0,6.81308411215,17438,4004.0,3.35514485514,37345,12325.0,2.03002028398,46971,65989.0,0.28819954841,23270,57663.0,0.596448329085,7089,0.0,0.0,25590,10936.0,1.33997805413,9136,62829.0,0.854589441182,3841,894.0,3.29642058166,6374,774.0,7.23514211886,32984,13092.0,1.51940116101,20403,76961.0,0.734891698393,24592,54202.0,0.546289804804,68840,25542.0,1.69516874168,18829,4386.0,3.29297765618,446518.0,505031,446009,0,446009,0
1391,18919,41590.0,0.545106996874,42890,7720.0,4.55569948187,26186,62965.0,0.584118160883,4498,1768.0,1.54411764706,10869,1391.0,6.81380301941,17447,4004.0,3.35739260739,37330,12325.0,2.02880324544,46928,65989.0,0.288851172165,23303,57663.0,0.595876038361,7088,0.0,0.0,25569,10936.0,1.33805779078,9155,62829.0,0.854287033058,3841,894.0,3.29642058166,6372,774.0,7.23255813953,32965,13092.0,1.51794989306,20425,76961.0,0.734605839321,24608,54202.0,0.545994612745,68788,25542.0,1.69313287918,18828,4386.0,3.292749658,446328.0,505031,446009,0,446009,0
1392,18924,41590.0,0.544986775667,42881,7720.0,4.55453367876,26231,62965.0,0.583403478123,4506,1768.0,1.54864253394,10878,1391.0,6.82027318476,17446,4004.0,3.35714285714,37341,12325.0,2.02969574037,46890,65989.0,0.289427025716,23321,57663.0,0.595563879784,7081,0.0,0.0,25545,10936.0,1.3358632041,9161,62829.0,0.854191535756,3837,894.0,3.29194630872,6375,774.0,7.23643410853,32960,13092.0,1.51756798045,20452,76961.0,0.734255012279,24617,54202.0,0.545828567212,68746,25542.0,1.6914885287,18817,4386.0,3.29024167807,446184.0,505031,446009,0,446009,0
1393,18941,41590.0,0.544578023563,42887,7720.0,4.55531088083,26254,62965.0,0.583038195823,4511,1768.0,1.55147058824,10874,1391.0,6.81739755572,17439,4004.0,3.35539460539,37347,12325.0,2.03018255578,46854,65989.0,0.289972571186,23350,57663.0,0.595060957633,7080,0.0,0.0,25533,10936.0,1.33476591075,9177,62829.0,0.853936876283,3845,894.0,3.30089485459,6382,774.0,7.24547803618,32944,13092.0,1.51634586007,20475,76961.0,0.733956159613,24616,54202.0,0.545847016715,68689,25542.0,1.68925691019,18811,4386.0,3.28887368901,446042.0,505031,446009,0,446009,0
1394,18955,41590.0,0.544241404184,42893,7720.0,4.5560880829,26262,62965.0,0.58291114111,4516,1768.0,1.55429864253,10872,1391.0,6.81595974119,17442,4004.0,3.35614385614,37355,12325.0,2.030831643,46827,65989.0,0.290381730288,23366,57663.0,0.594783483343,7077,0.0,0.0,25512,10936.0,1.3328456474,9189,62829.0,0.853745881679,3850,894.0,3.30648769575,6385,774.0,7.24935400517,32928,13092.0,1.51512373969,20502,76961.0,0.733605332571,24634,54202.0,0.545514925649,68643,25542.0,1.6874559549,18801,4386.0,3.28659370725,445906.0,505031,446009,0,446009,0
1395,18971,41590.0,0.543856696321,42908,7720.0,4.55803108808,26289,62965.0,0.582482331454,4513,1768.0,1.55260180995,10882,1391.0,6.8231488138,17432,4004.0,3.35364635365,37359,12325.0,2.03115618661,46791,65989.0,0.290927275758,23379,57663.0,0.594558035482,7072,0.0,0.0,25496,10936.0,1.33138258961,9205,62829.0,0.853491222206,3855,894.0,3.31208053691,6387,774.0,7.2519379845,32913,13092.0,1.51397800183,20527,76961.0,0.733280492717,24639,54202.0,0.54542267813,68599,25542.0,1.68573330201,18792,4386.0,3.28454172367,445774.0,505031,446009,0,446009,0
1396,18974,41590.0,0.543784563597,42909,7720.0,4.55816062176,26320,62965.0,0.581989994441,4519,1768.0,1.55599547511,10887,1391.0,6.82674335011,17423,4004.0,3.3513986014,37357,12325.0,2.03099391481,46751,65989.0,0.291533437391,23397,57663.0,0.594245876905,7072,0.0,0.0,25475,10936.0,1.32946232626,9216,62829.0,0.853316143819,3853,894.0,3.30984340045,6390,774.0,7.25581395349,32904,13092.0,1.51329055912,20560,76961.0,0.73285170411,24660,54202.0,0.545035238552,68549,25542.0,1.68377574192,18793,4386.0,3.28476972184,445620.0,505031,446009,0,446009,0
1397,18990,41590.0,0.543399855735,42897,7720.0,4.55660621762,26349,62965.0,0.581529421107,4523,1768.0,1.55825791855,10889,1391.0,6.82818116463,17430,4004.0,3.35314685315,37359,12325.0,2.03115618661,46708,65989.0,0.292185061147,23416,57663.0,0.593916376186,7068,0.0,0.0,25476,10936.0,1.32955376737,9232,62829.0,0.853061484346,3856,894.0,3.31319910515,6384,774.0,7.2480620155,32889,13092.0,1.51214482126,20591,76961.0,0.732448902691,24671,54202.0,0.544832294011,68501,25542.0,1.68189648422,18780,4386.0,3.28180574555,445462.0,505031,446009,0,446009,0
1398,19003,41590.0,0.543087280596,42889,7720.0,4.55556994819,26384,62965.0,0.580973556738,4534,1768.0,1.56447963801,10887,1391.0,6.82674335011,17440,4004.0,3.35564435564,37365,12325.0,2.03164300203,46673,65989.0,0.292715452575,23445,57663.0,0.593413454035,7070,0.0,0.0,25466,10936.0,1.32863935625,9237,62829.0,0.852981903261,3853,894.0,3.30984340045,6380,774.0,7.24289405685,32878,13092.0,1.5113046135,20606,76961.0,0.732253998779,24688,54202.0,0.544518652448,68440,25542.0,1.6795082609,18771,4386.0,3.27975376197,445304.0,505031,446009,0,446009,0
1399,19010,41590.0,0.542918970906,42887,7720.0,4.55531088083,26415,62965.0,0.580481219725,4537,1768.0,1.56617647059,10895,1391.0,6.8324946082,17450,4004.0,3.35814185814,37368,12325.0,2.03188640974,46637,65989.0,0.293260998045,23466,57663.0,0.593049269029,7071,0.0,0.0,25455,10936.0,1.32763350402,9251,62829.0,0.852759076223,3850,894.0,3.30648769575,6382,774.0,7.24547803618,32856,13092.0,1.50962419798,20634,76961.0,0.731890178142,24690,54202.0,0.544481753441,68385,25542.0,1.6773549448,18770,4386.0,3.27952576379,445170.0,505031,446009,0,446009,0
1400,19025,41590.0,0.542558307285,42886,7720.0,4.55518134715,26449,62965.0,0.579941237195,4537,1768.0,1.56617647059,10904,1391.0,6.83896477354,17443,4004.0,3.35639360639,37370,12325.0,2.03204868154,46595,65989.0,0.29389746776,23493,57663.0,0.592581031164,7066,0.0,0.0,25440,10936.0,1.32626188734,9264,62829.0,0.852552165401,3852,894.0,3.30872483221,6384,774.0,7.2480620155,32842,13092.0,1.50855484265,20662,76961.0,0.731526357506,24704,54202.0,0.544223460389,68331,25542.0,1.67524077989,18762,4386.0,3.27770177839,444992.0,505031,446009,0,446009,0
1401,19049,41590.0,0.541981245492,42898,7720.0,4.5567357513,26473,62965.0,0.579560073056,4538,1768.0,1.56674208145,10911,1391.0,6.84399712437,17430,4004.0,3.35314685315,37359,12325.0,2.03115618661,46546,65989.0,0.29464001576,23516,57663.0,0.592182161872,7073,0.0,0.0,25422,10936.0,1.32461594733,9281,62829.0,0.852281589712,3853,894.0,3.30984340045,6385,774.0,7.24935400517,32833,13092.0,1.50786739994,20695,76961.0,0.731097568899,24716,54202.0,0.544002066344,68272,25542.0,1.67293085898,18759,4386.0,3.27701778386,444824.0,505031,446009,0,446009,0
1402,19062,41590.0,0.541668670353,42909,7720.0,4.55816062176,26501,62965.0,0.579115381561,4548,1768.0,1.57239819005,10911,1391.0,6.84399712437,17433,4004.0,3.3538961039,37357,12325.0,2.03099391481,46510,65989.0,0.29518556123,23553,57663.0,0.591540502575,7072,0.0,0.0,25406,10936.0,1.32315288954,9302,62829.0,0.851947349154,3854,894.0,3.31096196868,6380,774.0,7.24289405685,32808,13092.0,1.50595783685,20720,76961.0,0.730772729045,24716,54202.0,0.544002066344,68219,25542.0,1.67085584527,18748,4386.0,3.27450980392,444648.0,505031,446009,0,446009,0
1403,19081,41590.0,0.541211829767,42889,7720.0,4.55556994819,26542,62965.0,0.578464226157,4546,1768.0,1.57126696833,10919,1391.0,6.84974838246,17422,4004.0,3.35114885115,37361,12325.0,2.03131845842,46470,65989.0,0.295791722863,23575,57663.0,0.591158975426,7071,0.0,0.0,25383,10936.0,1.32104974396,9307,62829.0,0.851867768069,3855,894.0,3.31208053691,6387,774.0,7.2519379845,32801,13092.0,1.50542315918,20751,76961.0,0.730369927626,24724,54202.0,0.543854470315,68173,25542.0,1.66905488999,18752,4386.0,3.27542179663,444476.0,505031,446009,0,446009,0
1404,19099,41590.0,0.540779033421,42890,7720.0,4.55569948187,26584,62965.0,0.577797188914,4551,1768.0,1.57409502262,10919,1391.0,6.84974838246,17420,4004.0,3.35064935065,37341,12325.0,2.02969574037,46431,65989.0,0.296382730455,23597,57663.0,0.590777448277,7073,0.0,0.0,25373,10936.0,1.32013533285,9322,62829.0,0.851629024813,3855,894.0,3.31208053691,6388,774.0,7.25322997416,32787,13092.0,1.50435380385,20769,76961.0,0.730136042931,24723,54202.0,0.543872919818,68138,25542.0,1.66768459792,18749,4386.0,3.2747378021,444326.0,505031,446009,0,446009,0
1405,19109,41590.0,0.540538591007,42884,7720.0,4.55492227979,26620,62965.0,0.577225442706,4548,1768.0,1.57239819005,10921,1391.0,6.85118619698,17411,4004.0,3.3484015984,37331,12325.0,2.02888438134,46406,65989.0,0.296761581476,23621,57663.0,0.590361236842,7073,0.0,0.0,25362,10936.0,1.31912948061,9331,62829.0,0.85148577886,3857,894.0,3.31431767338,6396,774.0,7.26356589147,32781,13092.0,1.50389550871,20785,76961.0,0.729928145424,24735,54202.0,0.543651525774,68087,25542.0,1.66568788662,18751,4386.0,3.27519379845,444162.0,505031,446009,0,446009,0
1406,19116,41590.0,0.540370281318,42909,7720.0,4.55816062176,26650,62965.0,0.576748987533,4548,1768.0,1.57239819005,10929,1391.0,6.85693745507,17409,4004.0,3.3479020979,37311,12325.0,2.02726166329,46367,65989.0,0.297352589068,23644,57663.0,0.589962367549,7067,0.0,0.0,25347,10936.0,1.31775786394,9334,62829.0,0.851438030209,3865,894.0,3.32326621924,6398,774.0,7.2661498708,32756,13092.0,1.50198594562,20812,76961.0,0.729577318382,24748,54202.0,0.543411682226,68057,25542.0,1.66451335056,18742,4386.0,3.27314181487,444034.0,505031,446009,0,446009,0
1407,19141,41590.0,0.539769175283,42897,7720.0,4.55660621762,26675,62965.0,0.576351941555,4545,1768.0,1.57070135747,10940,1391.0,6.86484543494,17409,4004.0,3.3479020979,37313,12325.0,2.02742393509,46334,65989.0,0.297852672415,23655,57663.0,0.589771603975,7071,0.0,0.0,25325,10936.0,1.31574615947,9348,62829.0,0.851215203171,3864,894.0,3.32214765101,6399,774.0,7.26744186047,32753,13092.0,1.50175679804,20835,76961.0,0.729278465716,24759,54202.0,0.543208737685,68012,25542.0,1.66275154647,18734,4386.0,3.27131782946,443882.0,505031,446009,0,446009,0
1408,19142,41590.0,0.539745131041,42894,7720.0,4.55621761658,26724,62965.0,0.575573731438,4556,1768.0,1.57692307692,10944,1391.0,6.86772106398,17404,4004.0,3.34665334665,37285,12325.0,2.02515212982,46290,65989.0,0.298519450211,23680,57663.0,0.589338050396,7070,0.0,0.0,25325,10936.0,1.31574615947,9358,62829.0,0.851056041,3859,894.0,3.31655480984,6395,774.0,7.26227390181,32735,13092.0,1.50038191262,20870,76961.0,0.728823689921,24774,54202.0,0.542931995129,67964,25542.0,1.66087228878,18740,4386.0,3.27268581851,443700.0,505031,446009,0,446009,0
1409,19160,41590.0,0.539312334696,42900,7720.0,4.55699481865,26743,62965.0,0.575271976495,4558,1768.0,1.57805429864,10944,1391.0,6.86772106398,17408,4004.0,3.34765234765,37284,12325.0,2.02507099391,46254,65989.0,0.299064995681,23704,57663.0,0.588921838961,7061,0.0,0.0,25304,10936.0,1.31382589612,9365,62829.0,0.850944627481,3864,894.0,3.32214765101,6405,774.0,7.27519379845,32716,13092.0,1.49893064467,20890,76961.0,0.728563818038,24784,54202.0,0.542747500092,67928,25542.0,1.65946284551,18737,4386.0,3.27200182399,443576.0,505031,446009,0,446009,0
1410,19160,41590.0,0.539312334696,42904,7720.0,4.55751295337,26771,62965.0,0.574827285,4556,1768.0,1.57692307692,10946,1391.0,6.8691588785,17407,4004.0,3.3474025974,37270,12325.0,2.02393509128,46214,65989.0,0.299671157314,23731,57663.0,0.588453601096,7059,0.0,0.0,25292,10936.0,1.31272860278,9375,62829.0,0.850785465311,3868,894.0,3.32662192394,6410,774.0,7.28165374677,32707,13092.0,1.49824320196,20918,76961.0,0.728199997401,24800,54202.0,0.542452308033,67891,25542.0,1.65801425104,18730,4386.0,3.27040583675,443438.0,505031,446009,0,446009,0
1411,19166,41590.0,0.539168069247,42911,7720.0,4.55841968912,26813,62965.0,0.574160247757,4561,1768.0,1.57975113122,10948,1391.0,6.87059669303,17406,4004.0,3.34715284715,37248,12325.0,2.02215010142,46168,65989.0,0.300368243192,23747,57663.0,0.588176126806,7060,0.0,0.0,25285,10936.0,1.312088515,9391,62829.0,0.850530805838,3868,894.0,3.32662192394,6411,774.0,7.28294573643,32689,13092.0,1.49686831653,20950,76961.0,0.727784202388,24816,54202.0,0.542157115974,67848,25542.0,1.65633074935,18723,4386.0,3.26880984952,443274.0,505031,446009,0,446009,0
