Day,Al-Anbar sim,Al-Anbar data,Al-Anbar error,Babil sim,Babil data,Babil error,Baghdad sim,Baghdad data,Baghdad error,Al-Basrah sim,Al-Basrah data,Al-Basrah error,Thi Qar sim,Thi Qar data,Thi Qar error,Al-Qadisiyah sim,Al-Qadisiyah data,Al-Qadisiyah error,Diyala sim,Diyala data,Diyala error,Dohuk sim,Dohuk data,Dohuk error,Arbil sim,Arbil data,Arbil error,Halabja sim,Halabja data,Halabja error,Karbala sim,Karbala data,Karbala error,Kirkuk sim,Kirkuk data,Kirkuk error,Misan sim,Misan data,Misan error,Al-Muthanna sim,Al-Muthanna data,Al-Muthanna error,Al-Najaf sim,Al-Najaf data,Al-Najaf error,Nineveh sim,Nineveh data,Nineveh error,Salah Al-Din sim,Salah Al-Din data,Salah Al-Din error,Al-Sulaimaniyah sim,Al-Sulaimaniyah data,Al-Sulaimaniyah error,Wasit sim,Wasit data,Wasit error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
998,12658,43618,0.709798706956,42075,7794,4.39838337182,12037,64064,0.812109765235,2971,1770,0.678531073446,9197,1396,5.58810888252,18397,4004,3.59465534466,37902,12477,2.037749459,67120,65990,0.0171238066374,11474,57905,0.801847854244,7804,0,0.0,32498,10952,1.9673119065,2702,62828,0.956993697078,3136,901,2.48057713651,5682,779,6.29396662388,40286,13098,2.0757367537,5992,75819,0.920969677785,19051,53428,0.643426667665,93405,25612,2.6469233172,21622,4377,3.93991318255,526693.0,506812,446009,0,446009,0
999,12670,43415,0.708165380629,42091,7786,4.40598510146,12076,63954,0.811176783313,2972,1770,0.679096045198,9205,1396,5.59383954155,18388,4004,3.59240759241,37908,12462,2.04188733751,67054,65990,0.0161236550993,11506,57881,0.801212833227,7792,0,0.0,32474,10950,1.96566210046,2727,62828,0.956595785319,3136,900,2.48444444444,5689,779,6.30295250321,40257,13098,2.07352267522,6050,75933,0.920324496596,19059,53505,0.643790299972,93334,25605,2.64514743214,21621,4378,3.93855641846,526231.0,506634,446009,0,446009,0
1000,12689,43212,0.706354716283,42085,7779,4.41007841625,12119,63844,0.810177933713,2979,1770,0.683050847458,9212,1395,5.60358422939,18395,4004,3.59415584416,37908,12447,2.04555314534,66993,65990,0.0151992726171,11533,57857,0.800663705342,7793,0,0.0,32450,10948,1.96401169163,2747,62828,0.956277455911,3137,900,2.48555555556,5688,778,6.31105398458,40233,13097,2.07192486829,6098,76047,0.91981274738,19072,53583,0.644066215031,93269,25598,2.64360496914,21609,4379,3.934688285,525779.0,506456,446009,0,446009,0
1001,12707,43010,0.704557079749,42092,7772,4.4158517756,12152,63734,0.809332538363,2989,1769,0.689655172414,9222,1394,5.61549497848,18399,4004,3.59515484515,37908,12431,2.04947309146,66933,65990,0.0142900439461,11567,57832,0.799989625121,7792,0,0.0,32429,10947,1.96236411802,2775,62828,0.955831794741,3140,899,2.49276974416,5689,777,6.32175032175,40197,13096,2.06941050703,6145,76161,0.919315660246,19081,53660,0.644409243384,93205,25591,2.64210073854,21587,4380,3.92853881279,525330.0,506275,446009,0,446009,0
1002,12726,42807,0.702712173243,42100,7764,4.42246264812,12192,63624,0.808374198416,2994,1769,0.692481628038,9219,1394,5.61334289813,18395,4004,3.59415584416,37899,12416,2.05243234536,66883,65990,0.0135323533869,11606,57808,0.799231940216,7792,0,0.0,32406,10945,1.9608040201,2800,62828,0.955433882982,3145,898,2.50222717149,5692,777,6.32561132561,40173,13096,2.06757788638,6182,76276,0.918952226126,19083,53737,0.644881552748,93139,25584,2.64051751094,21583,4381,3.9265007989,524893.0,506098,446009,0,446009,0
1003,12741,42604,0.700943573373,42099,7757,4.42722702076,12222,63514,0.80756998457,3001,1769,0.696438665913,9227,1393,5.62383345298,18391,4004,3.59315684316,37908,12401,2.05685025401,66830,65989,0.0127445483338,11649,57784,0.798404402603,7788,0,0.0,32384,10944,1.95906432749,2824,62828,0.955051887693,3145,897,2.50613154961,5689,776,6.33118556701,40159,13095,2.06674303169,6220,76390,0.918575729808,19092,53815,0.645229025365,93065,25577,2.63862063573,21575,4381,3.9246747318,524465.0,505918,446009,0,446009,0
1004,12759,42401,0.699087285677,42097,7749,4.43257194477,12259,63404,0.806652577124,3008,1769,0.700395703787,9221,1393,5.61952620244,18392,4004,3.59340659341,37930,12386,2.06232843533,66760,65989,0.0116837654761,11687,57760,0.797662742382,7786,0,0.0,32361,10942,1.95750319868,2848,62828,0.954669892405,3148,897,2.50947603122,5694,776,6.33762886598,40135,13094,2.06514434092,6274,76504,0.917991216146,19100,53892,0.645587471239,92983,25570,2.6364098553,21567,4382,3.92172523962,523993.0,505740,446009,0,446009,0
1005,12771,42198,0.697355324897,42099,7742,4.43774218548,12294,63294,0.805763579486,3011,1768,0.703054298643,9225,1392,5.62715517241,18395,4004,3.59415584416,37935,12370,2.06669361358,66693,65989,0.0106684447408,11733,57735,0.796778383996,7781,0,0.0,32346,10940,1.95667276051,2869,62828,0.954335646527,3154,896,2.52008928571,5698,775,6.35225806452,40114,13094,2.06354055293,6314,76618,0.917591166567,19111,53969,0.645889306824,92904,25563,2.63431522122,21562,4383,3.91946155601,523551.0,505558,446009,0,446009,0
1006,12797,41995,0.695273246815,42098,7734,4.44323765193,12325,63184,0.804934793619,3017,1768,0.706447963801,9233,1392,5.63290229885,18388,4004,3.59240759241,37938,12355,2.07065965196,66638,65989,0.00983497249542,11776,57711,0.795948779262,7785,0,0.0,32325,10939,1.95502331109,2887,62828,0.95404915006,3153,895,2.52290502793,5704,775,6.36,40094,13093,2.06224700221,6353,76732,0.91720533806,19128,54047,0.646085814199,92819,25556,2.63198466114,21551,4384,3.91583029197,523090.0,505381,446009,0,446009,0
1007,12818,41792,0.69329058193,42099,7727,4.44829817523,12358,63074,0.804071408187,3019,1768,0.70757918552,9235,1391,5.639108555,18396,4004,3.59440559441,37933,12340,2.07398703404,66565,65989,0.00872872751519,11812,57687,0.795239828731,7781,0,0.0,32313,10937,1.9544664899,2909,62828,0.953698987712,3151,894,2.52460850112,5707,774,6.37338501292,40069,13092,2.06057134128,6410,76846,0.916586419592,19149,54124,0.646201315498,92741,25549,2.62992680731,21544,4385,3.91311288483,522598.0,505201,446009,0,446009,0
1008,12837,41590.0,0.691344073094,42109,7720.0,4.45453367876,12377,62965.0,0.803430477249,3023,1768.0,0.709841628959,9235,1391.0,5.639108555,18391,4004.0,3.59315684316,37942,12325.0,2.07845841785,66505,65989.0,0.00781948506569,11856,57663.0,0.794391550908,7781,0.0,0.0,32293,10936.0,1.95290782736,2928,62829.0,0.953397316526,3159,894.0,2.53355704698,5709,774.0,6.37596899225,40053,13092.0,2.0593492209,6458,76961.0,0.916087368927,19170,54202.0,0.646323013911,92649,25542.0,2.62731970872,21534,4386.0,3.9097127223,522146.0,505031,446009,0,446009,0
1009,12857,41590.0,0.690863188266,42125,7720.0,4.45660621762,12419,62965.0,0.802763440006,3023,1768.0,0.709841628959,9247,1391.0,5.64773544213,18384,4004.0,3.59140859141,37956,12325.0,2.07959432049,66445,65989.0,0.00691024261619,11892,57663.0,0.793767233755,7774,0.0,0.0,32269,10936.0,1.95071324067,2951,62829.0,0.953031243534,3159,894.0,2.53355704698,5712,774.0,6.37984496124,40029,13092.0,2.05751604033,6504,76961.0,0.915489663596,19169,54202.0,0.646341463415,92577,25542.0,2.62450082218,21517,4386.0,3.90583675331,521814.0,505031,446009,0,446009,0
1010,12880,41590.0,0.690310170714,42129,7720.0,4.45712435233,12462,62965.0,0.802080520924,3027,1768.0,0.712104072398,9253,1391.0,5.65204888569,18374,4004.0,3.58891108891,37960,12325.0,2.0799188641,66362,65989.0,0.00565245722772,11947,57663.0,0.792813415882,7766,0.0,0.0,32255,10936.0,1.94943306511,2981,62829.0,0.952553757023,3160,894.0,2.53467561521,5712,774.0,6.37984496124,40007,13092.0,2.05583562481,6555,76961.0,0.914826990294,19185,54202.0,0.646046271355,92484,25542.0,2.62085976039,21510,4386.0,3.90424076607,521378.0,505031,446009,0,446009,0
1011,12906,41590.0,0.689685020438,42142,7720.0,4.45880829016,12506,62965.0,0.801381720003,3023,1768.0,0.709841628959,9265,1391.0,5.66067577283,18373,4004.0,3.58866133866,37958,12325.0,2.07975659229,66309,65989.0,0.004849293064,11984,57663.0,0.792171756586,7760,0.0,0.0,32229,10936.0,1.9470555962,3006,62829.0,0.952155851597,3164,894.0,2.53914988814,5715,774.0,6.38372093023,39970,13092.0,2.05300947143,6592,76961.0,0.91434622731,19194,54202.0,0.645880225822,92421,25542.0,2.61839323467,21492,4386.0,3.90013679891,521022.0,505031,446009,0,446009,0
1012,12925,41590.0,0.689228179851,42141,7720.0,4.45867875648,12546,62965.0,0.800746446438,3029,1768.0,0.713235294118,9263,1391.0,5.6592379583,18371,4004.0,3.58816183816,37964,12325.0,2.08024340771,66230,65989.0,0.00365212383882,12026,57663.0,0.791443386574,7756,0.0,0.0,32214,10936.0,1.94568397952,3027,62829.0,0.951821611039,3165,894.0,2.54026845638,5717,774.0,6.38630490956,39944,13092.0,2.05102352582,6645,76961.0,0.91365756682,19204,54202.0,0.645695730785,92351,25542.0,2.61565265054,21491,4386.0,3.89990880073,520652.0,505031,446009,0,446009,0
1013,12944,41590.0,0.688771339264,42151,7720.0,4.45997409326,12588,62965.0,0.800079409196,3034,1768.0,0.716063348416,9263,1391.0,5.6592379583,18369,4004.0,3.58766233766,37959,12325.0,2.07983772819,66165,65989.0,0.0026671111852,12072,57663.0,0.790645647989,7754,0.0,0.0,32198,10936.0,1.94422092173,3050,62829.0,0.951455538048,3166,894.0,2.54138702461,5718,774.0,6.38759689922,39919,13092.0,2.04911396273,6696,76961.0,0.912994893517,19225,54202.0,0.645308291207,92261,25542.0,2.61212904236,21477,4386.0,3.89671682627,520248.0,505031,446009,0,446009,0
1014,12959,41590.0,0.688410675643,42159,7720.0,4.46101036269,12633,62965.0,0.799364726435,3035,1768.0,0.716628959276,9271,1391.0,5.66498921639,18376,4004.0,3.58941058941,37957,12325.0,2.07967545639,66108,65989.0,0.00180333085817,12119,57663.0,0.789830567262,7756,0.0,0.0,32170,10936.0,1.94166057059,3077,62829.0,0.951025800188,3163,894.0,2.53803131991,5724,774.0,6.39534883721,39894,13092.0,2.04720439963,6734,76961.0,0.912501136939,19233,54202.0,0.645160695177,92172,25542.0,2.60864458539,21469,4386.0,3.89489284086,519888.0,505031,446009,0,446009,0
1015,12973,41590.0,0.688074056264,42179,7720.0,4.46360103627,12687,62965.0,0.798507107123,3037,1768.0,0.717760180995,9281,1391.0,5.672178289,18372,4004.0,3.58841158841,37936,12325.0,2.07797160243,66041,65989.0,0.000788010122899,12157,57663.0,0.789171565822,7757,0.0,0.0,32146,10936.0,1.93946598391,3103,62829.0,0.950611978545,3164,894.0,2.53914988814,5723,774.0,6.39405684755,39875,13092.0,2.04575313168,6792,76961.0,0.911747508478,19244,54202.0,0.644957750637,92086,25542.0,2.60527758202,21456,4386.0,3.89192886457,519486.0,505031,446009,0,446009,0
1016,12994,41590.0,0.687569127194,42183,7720.0,4.46411917098,12716,62965.0,0.798046533789,3048,1768.0,0.723981900452,9290,1391.0,5.67864845435,18380,4004.0,3.59040959041,37939,12325.0,2.07821501014,65975,65989.0,0.00021215657155,12191,57663.0,0.788581932955,7755,0.0,0.0,32128,10936.0,1.93782004389,3125,62829.0,0.95026182177,3162,894.0,2.53691275168,5720,774.0,6.39018087855,39851,13092.0,2.04391995112,6841,76961.0,0.911110822365,19249,54202.0,0.644865503118,92023,25542.0,2.6028110563,21439,4386.0,3.88805289558,519194.0,505031,446009,0,446009,0
1017,13006,41590.0,0.687280596297,42196,7720.0,4.46580310881,12750,62965.0,0.797506551259,3053,1768.0,0.726809954751,9293,1391.0,5.68080517613,18384,4004.0,3.59140859141,37932,12325.0,2.07764705882,65914,65989.0,0.00113655306187,12225,57663.0,0.787992300088,7752,0.0,0.0,32100,10936.0,1.93525969276,3147,62829.0,0.949911664995,3166,894.0,2.54138702461,5723,774.0,6.39405684755,39838,13092.0,2.04292697831,6887,76961.0,0.910513117033,19264,54202.0,0.644588760562,91951,25542.0,2.59999216976,21428,4386.0,3.88554491564,518990.0,505031,446009,0,446009,0
1018,13022,41590.0,0.686895888435,42202,7720.0,4.46658031088,12787,62965.0,0.796918923211,3055,1768.0,0.727941176471,9294,1391.0,5.68152408339,18381,4004.0,3.59065934066,37931,12325.0,2.07756592292,65854,65989.0,0.00204579551137,12266,57663.0,0.78728127222,7749,0.0,0.0,32085,10936.0,1.93388807608,3174,62829.0,0.949481927136,3166,894.0,2.54138702461,5726,774.0,6.39793281654,39810,13092.0,2.04078826764,6934,76961.0,0.909902418108,19277,54202.0,0.644348917014,91874,25542.0,2.59697752721,21422,4386.0,3.88417692658,518748.0,505031,446009,0,446009,0
1019,13033,41590.0,0.686631401779,42190,7720.0,4.46502590674,12829,62965.0,0.796251885968,3054,1768.0,0.727375565611,9304,1391.0,5.688713156,18380,4004.0,3.59040959041,37943,12325.0,2.07853955375,65803,65989.0,0.00281865159345,12299,57663.0,0.786708981496,7751,0.0,0.0,32064,10936.0,1.93196781273,3191,62829.0,0.949211351446,3171,894.0,2.54697986577,5732,774.0,6.40568475452,39793,13092.0,2.03948976474,6974,76961.0,0.909382674342,19288,54202.0,0.644145972473,91795,25542.0,2.59388458226,21415,4386.0,3.88258093935,518542.0,505031,446009,0,446009,0
1020,13057,41590.0,0.686054339986,42200,7720.0,4.46632124352,12867,62965.0,0.795648376082,3058,1768.0,0.72963800905,9307,1391.0,5.69086987779,18375,4004.0,3.58916083916,37944,12325.0,2.07862068966,65749,65989.0,0.003636969798,12342,57663.0,0.785963269341,7747,0.0,0.0,32045,10936.0,1.9302304316,3214,62829.0,0.948845278454,3173,894.0,2.54921700224,5735,774.0,6.40956072351,39766,13092.0,2.0374274366,7007,76961.0,0.908953885734,19296,54202.0,0.643998376444,91719,25542.0,2.59090909091,21408,4386.0,3.88098495212,518312.0,505031,446009,0,446009,0
1021,13072,41590.0,0.685693676365,42200,7720.0,4.46632124352,12905,62965.0,0.795044866196,3059,1768.0,0.73020361991,9313,1391.0,5.69518332135,18365,4004.0,3.58666333666,37933,12325.0,2.07772819473,65682,65989.0,0.00465229053327,12373,57663.0,0.785425662903,7745,0.0,0.0,32037,10936.0,1.92949890271,3242,62829.0,0.948399624377,3176,894.0,2.55257270694,5734,774.0,6.40826873385,39748,13092.0,2.03605255118,7059,76961.0,0.908278218838,19312,54202.0,0.643703184384,91649,25542.0,2.58816850677,21405,4386.0,3.88030095759,518086.0,505031,446009,0,446009,0
1022,13085,41590.0,0.685381101226,42176,7720.0,4.46321243523,12950,62965.0,0.794330183435,3064,1768.0,0.733031674208,9313,1391.0,5.69518332135,18371,4004.0,3.58816183816,37944,12325.0,2.07862068966,65618,65989.0,0.00562214914607,12411,57663.0,0.784766661464,7751,0.0,0.0,32024,10936.0,1.92831016825,3259,62829.0,0.948129048688,3175,894.0,2.5514541387,5734,774.0,6.40826873385,39733,13092.0,2.03490681332,7101,76961.0,0.907732487883,19327,54202.0,0.643426441829,91573,25542.0,2.58519301543,21400,4386.0,3.87916096671,517874.0,505031,446009,0,446009,0
1023,13109,41590.0,0.684804039433,42179,7720.0,4.46360103627,12984,62965.0,0.793790200905,3067,1768.0,0.734728506787,9318,1391.0,5.69877785766,18366,4004.0,3.58691308691,37948,12325.0,2.07894523327,65546,65989.0,0.00671324008547,12467,57663.0,0.783795501448,7752,0.0,0.0,31994,10936.0,1.92556693489,3283,62829.0,0.947747059479,3183,894.0,2.56040268456,5731,774.0,6.40439276486,39728,13092.0,2.0345249007,7141,76961.0,0.907212744117,19350,54202.0,0.643002103243,91478,25542.0,2.58147365124,21385,4386.0,3.87574099407,517616.0,505031,446009,0,446009,0
1024,13125,41590.0,0.68441933157,42190,7720.0,4.46502590674,13013,62965.0,0.793329627571,3074,1768.0,0.738687782805,9329,1391.0,5.70668583753,18357,4004.0,3.58466533467,37933,12325.0,2.07772819473,65494,65989.0,0.00750125020837,12500,57663.0,0.783223210724,7756,0.0,0.0,31977,10936.0,1.92401243599,3304,62829.0,0.947412818921,3184,894.0,2.5615212528,5733,774.0,6.40697674419,39701,13092.0,2.03246257256,7185,76961.0,0.906641025974,19379,54202.0,0.642467067636,91397,25542.0,2.57830240388,21378,4386.0,3.87414500684,517376.0,505031,446009,0,446009,0
1025,13135,41590.0,0.684178889156,42208,7720.0,4.46735751295,13048,62965.0,0.792773763202,3073,1768.0,0.738122171946,9341,1391.0,5.71531272466,18359,4004.0,3.58516483516,37932,12325.0,2.07764705882,65434,65989.0,0.00841049265787,12535,57663.0,0.782616235714,7762,0.0,0.0,31944,10936.0,1.9209948793,3334,62829.0,0.94693533241,3187,894.0,2.56487695749,5734,774.0,6.40826873385,39687,13092.0,2.03139321723,7230,76961.0,0.906056314237,19401,54202.0,0.642061178554,91303,25542.0,2.5746221909,21362,4386.0,3.87049703602,517142.0,505031,446009,0,446009,0
1026,13149,41590.0,0.683842269776,42197,7720.0,4.46593264249,13089,62965.0,0.792122607798,3078,1768.0,0.740950226244,9348,1391.0,5.72034507549,18359,4004.0,3.58516483516,37944,12325.0,2.07862068966,65377,65989.0,0.00927427298489,12555,57663.0,0.782269392852,7760,0.0,0.0,31932,10936.0,1.91989758595,3371,62829.0,0.94634643238,3191,894.0,2.56935123043,5735,774.0,6.40956072351,39661,13092.0,2.02940727162,7278,76961.0,0.905432621717,19417,54202.0,0.641765986495,91212,25542.0,2.57105943152,21356,4386.0,3.86912904697,516904.0,505031,446009,0,446009,0
1027,13172,41590.0,0.683289252224,42204,7720.0,4.46683937824,13128,62965.0,0.791503216072,3081,1768.0,0.742647058824,9352,1391.0,5.72322070453,18354,4004.0,3.58391608392,37955,12325.0,2.07951318458,65323,65989.0,0.0100925911894,12581,57663.0,0.78181849713,7756,0.0,0.0,31904,10936.0,1.91733723482,3386,62829.0,0.946107689124,3191,894.0,2.56935123043,5735,774.0,6.40956072351,39644,13092.0,2.02810876871,7318,76961.0,0.904912877951,19427,54202.0,0.641581491458,91149,25542.0,2.5685929058,21349,4386.0,3.86753305974,516706.0,505031,446009,0,446009,0
1028,13183,41590.0,0.683024765569,42202,7720.0,4.46658031088,13172,62965.0,0.790804415151,3086,1768.0,0.745475113122,9351,1391.0,5.72250179727,18359,4004.0,3.58516483516,37944,12325.0,2.07862068966,65263,65989.0,0.0110018336389,12625,57663.0,0.781055442832,7754,0.0,0.0,31884,10936.0,1.91550841258,3409,62829.0,0.945741616133,3191,894.0,2.56935123043,5749,774.0,6.42764857881,39625,13092.0,2.02665750076,7357,76961.0,0.904406127779,19427,54202.0,0.641581491458,91095,25542.0,2.5664787409,21333,4386.0,3.86388508892,516504.0,505031,446009,0,446009,0
1029,13194,41590.0,0.682760278913,42214,7720.0,4.46813471503,13214,62965.0,0.790137377908,3091,1768.0,0.748303167421,9348,1391.0,5.72034507549,18356,4004.0,3.58441558442,37953,12325.0,2.07935091278,65205,65989.0,0.0118807680068,12660,57663.0,0.780448467822,7756,0.0,0.0,31860,10936.0,1.9133138259,3430,62829.0,0.945407375575,3188,894.0,2.56599552573,5755,774.0,6.4354005168,39607,13092.0,2.02528261534,7399,76961.0,0.903860396824,19437,54202.0,0.641396996421,91015,25542.0,2.56334664474,21327,4386.0,3.86251709986,516298.0,505031,446009,0,446009,0
1030,13211,41590.0,0.682351526809,42221,7720.0,4.46904145078,13261,62965.0,0.78939093147,3093,1768.0,0.74943438914,9351,1391.0,5.72250179727,18366,4004.0,3.58691308691,37944,12325.0,2.07862068966,65151,65989.0,0.0126990862113,12711,57663.0,0.779564018521,7751,0.0,0.0,31829,10936.0,1.91047915143,3442,62829.0,0.945216380971,3191,894.0,2.56935123043,5757,774.0,6.43798449612,39591,13092.0,2.02406049496,7428,76961.0,0.903483582594,19454,54202.0,0.641083354858,90940,25542.0,2.5604103046,21317,4386.0,3.8602371181,516060.0,505031,446009,0,446009,0
1031,13220,41590.0,0.682135128637,42235,7720.0,4.47085492228,13297,62965.0,0.788819185262,3096,1768.0,0.751131221719,9360,1391.0,5.72897196262,18363,4004.0,3.58616383616,37946,12325.0,2.07878296146,65086,65989.0,0.013684098865,12746,57663.0,0.778957043511,7748,0.0,0.0,31808,10936.0,1.90855888808,3465,62829.0,0.944850307979,3193,894.0,2.57158836689,5759,774.0,6.44056847545,39577,13092.0,2.02299113963,7474,76961.0,0.902885877263,19468,54202.0,0.640825061806,90867,25542.0,2.55755226685,21301,4386.0,3.85658914729,515864.0,505031,446009,0,446009,0
1032,13228,41590.0,0.681942774705,42239,7720.0,4.47137305699,13345,62965.0,0.788056856984,3098,1768.0,0.752262443439,9371,1391.0,5.73687994249,18374,4004.0,3.58891108891,37939,12325.0,2.07821501014,65023,65989.0,0.0146388034369,12781,57663.0,0.778350068501,7746,0.0,0.0,31790,10936.0,1.90691294806,3497,62829.0,0.944340989034,3196,894.0,2.57494407159,5759,774.0,6.44056847545,39546,13092.0,2.02062328139,7516,76961.0,0.902340146308,19482,54202.0,0.640566768754,90790,25542.0,2.55453762431,21289,4386.0,3.85385316917,515632.0,505031,446009,0,446009,0
1033,13238,41590.0,0.681702332291,42243,7720.0,4.47189119171,13395,62965.0,0.787262765028,3103,1768.0,0.755090497738,9376,1391.0,5.74047447879,18377,4004.0,3.58966033966,37932,12325.0,2.07764705882,64954,65989.0,0.0156844322539,12821,57663.0,0.777656382776,7739,0.0,0.0,31772,10936.0,1.90526700805,3523,62829.0,0.943927167391,3195,894.0,2.57382550336,5759,774.0,6.44056847545,39523,13092.0,2.01886648335,7563,76961.0,0.901729447382,19493,54202.0,0.640363824213,90718,25542.0,2.55171873777,21285,4386.0,3.85294117647,515402.0,505031,446009,0,446009,0
