Day,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Pugnido sim,Pugnido data,Pugnido error,Teirkidi sim,Teirkidi data,Teirkidi error,Dadaab sim,Dadaab data,Dadaab error,Kakuma sim,Kakuma data,Kakuma error,EastDarfur sim,EastDarfur data,EastDarfur error,Khartoum sim,Khartoum data,Khartoum error,WestKordofan sim,WestKordofan data,WestKordofan error,WhiteNile sim,WhiteNile data,WhiteNile error,Total error,refugees in camps (UNHCR),refugees in camps (simulation),raw UNHCR refugee count
273,14449,4641,2.11333764275,13904,46891,0.703482544625,31138,44635,0.30238601994,27349,48467,0.435719149112,3537,497,6.11670020121,92369,87739,0.0527701478248,1035,164,5.31097560976,780,28425,0.972559366755,2461,3789,0.350488255476,1382,6169,0.775976657481,0.44105932937141007,271417,387229,404438
274,14465,4658,2.10541004723,13928,46784,0.702291381669,31151,44636,0.302110404158,27386,48477,0.435072302329,3533,498,6.09437751004,92278,87775,0.0513016234691,1037,164,5.32317073171,784,28467,0.972459338884,2468,3789,0.348640802323,1386,6169,0.775328254174,0.4400498126499077,271417,387229,404438
275,14476,4675,2.09647058824,13951,46676,0.701109778044,31175,44637,0.301588368394,27411,48487,0.434673211376,3531,500,6.062,92177,87811,0.0497204222706,1041,164,5.34756097561,793,28509,0.972184222526,2476,3789,0.34652942729,1392,6169,0.774355649214,0.43897029294406764,271417,387320,404438
276,14492,4692,2.08866155158,13971,46568,0.699987115616,31184,44638,0.30140239258,27437,48497,0.434253665175,3525,502,6.0219123506,92090,87847,0.0482998850274,1044,164,5.36585365854,795,28552,0.972156066125,2489,3789,0.343098442861,1402,6169,0.772734640947,0.43799969051426213,271418,387411,404733
277,14514,4709,2.08218305373,13992,46460,0.698837709858,31214,44639,0.300745984453,27477,48507,0.43354567382,3523,504,5.99007936508,91991,87883,0.0467439664099,1042,164,5.35365853659,799,28588,0.972051210298,2494,3789,0.341778833465,1407,6169,0.771924136813,0.43689667369165697,271412,387497,404793
278,14542,4726,2.07702073635,14016,46352,0.697618225751,31226,44640,0.300492831541,27500,48505,0.433048139367,3520,506,5.95652173913,91902,87919,0.0453030630467,1043,164,5.35975609756,803,28624,0.971946618222,2500,3789,0.340195302191,1413,6169,0.770951531853,0.4359455256932725,271394,387571,406380
279,14567,4743,2.07126291377,14042,46244,0.69634979673,31245,44641,0.300082883448,27520,48504,0.432624113475,3516,507,5.9349112426,91822,87959,0.0439181891563,1049,164,5.39634146341,806,28661,0.971878161962,2506,3789,0.338611770916,1420,6169,0.769816826066,0.43499729163058576,271381,387640,406380
280,14583,4759,2.06429922253,14067,46136,0.695097104214,31265,44642,0.299650553291,27538,48503,0.432241304662,3512,509,5.89980353635,91752,88000,0.0426363636364,1053,164,5.42073170732,808,28697,0.971843746733,2513,3789,0.336764317762,1427,6169,0.768682120279,0.4340452816839126,271368,387709,406380
281,14603,4777,2.05693950178,14098,46028,0.693708177631,31291,44643,0.299083842932,27546,48502,0.432064657128,3507,511,5.86301369863,92208,88041,0.047330221147,1053,164,5.42073170732,812,28733,0.971739811367,2517,3789,0.335708630245,1432,6169,0.767871616145,0.4350210239647402,271357,387781,406380
282,14628,4794,2.05131414268,14130,45920,0.692290940767,31319,44643,0.298456644939,27563,48501,0.431702439125,3504,513,5.83040935673,93063,88082,0.0565495788016,1058,164,5.4512195122,811,28770,0.971810914147,2525,3789,0.333597255212,1436,6169,0.767223212838,0.43747996093534064,271345,387852,406380
283,14654,4811,2.04593639576,14151,45812,0.691107133502,31344,44644,0.297912373443,27590,48500,0.431134020619,3501,515,5.79805825243,93911,88123,0.065680923255,1063,164,5.48170731707,814,28806,0.971741998195,2532,3789,0.331749802059,1439,6169,0.766736910358,0.43992437337146606,271333,387922,406380
284,14674,4828,2.03935376968,14168,45704,0.690005251182,31355,44645,0.297681711278,27614,48499,0.430627435617,3498,517,5.76595744681,94198,88164,0.0684406333651,1064,164,5.48780487805,815,28843,0.971743577298,2540,3789,0.329638427026,1450,6169,0.764953801264,0.44031814596678487,271322,387993,406671
285,14693,4845,2.03261093911,14177,45597,0.689080421958,31361,44646,0.297563051561,27625,48498,0.430388882016,3496,518,5.74903474903,94093,88205,0.0667535853977,1068,164,5.51219512195,818,28868,0.971664126368,2544,3794,0.32946758039,1453,6169,0.764467498784,0.4394037684663698,271304,388059,402431
286,14716,4862,2.02673796791,14195,45611,0.688781215058,31372,44647,0.297332407553,27650,48498,0.429873396841,3495,520,5.72115384615,94010,88246,0.0653174081545,1071,164,5.53048780488,821,28893,0.97158481293,2553,3799,0.327981047644,1458,6169,0.763656994651,0.43870321175790045,271409,388195,402431
287,14730,4879,2.01906128305,14210,45625,0.688547945205,31392,44648,0.296900197097,27664,48498,0.429584725143,3490,522,5.68582375479,93896,88287,0.0635314372444,1074,164,5.5487804878,822,28918,0.971574797704,2559,3804,0.327287066246,1464,6169,0.76268438969,0.4378742900918553,271514,388331,402431
288,14741,4896,2.0108251634,14227,45639,0.688270996297,31407,44649,0.296579990593,27684,48498,0.429172337004,3486,524,5.65267175573,93799,88328,0.0619395888054,1081,164,5.59146341463,828,28943,0.971392046436,2567,3809,0.326069834602,1476,6169,0.76073917977,0.437057054182513,271619,388467,402431
289,14766,4913,2.00549562386,14245,45653,0.687972312882,31414,44650,0.296438969765,27685,48499,0.429163487907,3483,526,5.6216730038,93707,88369,0.0604057984135,1083,164,5.60365853659,835,28968,0.971175089754,2580,3814,0.323544834819,1486,6169,0.759118171503,0.43637869169196797,271725,388607,402431
290,14774,4930,1.99675456389,14262,45667,0.68769571025,31417,44651,0.296387538913,27697,48499,0.428916060125,3481,527,5.60531309298,93615,88410,0.0588734306074,1082,164,5.59756097561,840,28993,0.971027489394,2585,3819,0.323121235926,1489,6169,0.758631869023,0.43567463368514764,271829,388742,402431
291,14784,4946,1.98908208653,14276,45681,0.687484949979,31433,44652,0.29604496999,27704,48499,0.428771727252,3479,529,5.57655954631,93506,88451,0.0571502865994,1086,164,5.62195121951,841,29018,0.971017988835,2592,3824,0.322175732218,1496,6169,0.757497163236,0.4349085988092655,271933,388877,402606
292,14790,4964,1.97945205479,14295,45695,0.687164897691,31446,44653,0.295769601147,27712,48500,0.428618556701,3477,531,5.54802259887,93432,88492,0.0558242552999,1087,164,5.62804878049,844,29083,0.970979610081,2597,3829,0.321755027422,1502,6467,0.767743930725,0.4349323366791738,272378,389356,403606
293,14798,4981,1.97088937964,14325,45729,0.686741455094,31468,44656,0.295324256539,27734,48511,0.428294613593,3477,533,5.5234521576,93334,88530,0.0542640912685,1091,164,5.65243902439,851,29149,0.970805173419,2603,3834,0.321074595722,1505,6765,0.777531411678,0.43485112808408954,272852,389862,403606
294,14818,4998,1.96478591437,14340,45763,0.686646417411,31487,44660,0.294961934617,27739,48522,0.4283211739,3470,535,5.48598130841,93237,88569,0.0527046709345,1096,164,5.68292682927,854,29215,0.970768440869,2608,3839,0.320656420943,1508,7063,0.786492991647,0.4349389744190131,273328,390372,403606
295,14830,5015,1.95712861416,14340,45798,0.686885890214,31497,44664,0.29480118216,27754,48533,0.428141676797,3469,537,5.45996275605,93146,88608,0.0512143373059,1104,164,5.73170731707,856,29280,0.970765027322,2611,3844,0.32075962539,1512,7361,0.794593125934,0.4351105170121693,273804,390882,403606
296,14853,5032,1.951709062,14348,45832,0.686943620178,31511,44667,0.29453511541,27749,48544,0.428374258405,3469,538,5.44795539033,93044,88646,0.0496130677075,1104,164,5.73170731707,855,29346,0.970864853813,2626,3849,0.317744868797,1515,7659,0.802193497846,0.43526434954443866,274277,391389,403606
297,14872,5049,1.94553376906,14357,45867,0.686986286437,31528,44671,0.294217725146,27767,48555,0.428133045001,3465,540,5.41666666667,92948,88685,0.0480690082878,1109,164,5.76219512195,857,29412,0.970862233102,2630,3854,0.317592112091,1522,7957,0.808721880106,0.4353385210042438,274754,391900,403606
298,14900,5066,1.94117647059,14384,45901,0.686629920917,31548,44675,0.293833240067,27792,48566,0.427747807108,3465,542,5.39298892989,92854,88724,0.0465488481133,1108,164,5.75609756098,861,29478,0.970791776918,2636,3859,0.316921482249,1530,8255,0.814657783162,0.43532318424590344,275230,392410,406454
299,14911,5083,1.93350383632,14398,45936,0.686563915012,31575,44679,0.293292150675,27817,48577,0.427362743685,3461,544,5.36213235294,92752,88732,0.0453049632602,1114,164,5.79268292683,864,29503,0.970714842558,2637,3919,0.327124266394,1537,8309,0.815019857985,0.43496728941425905,275446,392660,407082
300,14930,5100,1.92745098039,14408,45940,0.686373530692,31598,44727,0.293536342701,27842,48586,0.426954266661,3460,546,5.336996337,92653,88741,0.044083343663,1119,164,5.82317073171,870,29528,0.970536439989,2643,3980,0.335929648241,1549,8364,0.814801530368,0.4346624298089061,275676,392955,407082
301,14948,5117,1.92124291577,14430,45944,0.68592199199,31626,44776,0.293684116491,27853,48595,0.426834036424,3457,548,5.30839416058,92575,88749,0.0431103449053,1120,164,5.82926829268,874,29553,0.970426014279,2648,4041,0.344716654293,1556,8419,0.815179950113,0.4344341913550267,275906,393250,407082
302,14976,5133,1.91759205143,14443,45948,0.685666405502,31630,44825,0.294366982711,27870,48605,0.42660220142,3453,549,5.28961748634,92489,88758,0.0420356474909,1124,164,5.85365853659,877,29578,0.97034958415,2659,4101,0.351621555718,1561,8473,0.815767732798,0.4343108780519603,276134,393543,407082
303,14991,5151,1.91030867793,14462,45953,0.685287141209,31655,44873,0.294564660263,27883,48614,0.426440942938,3450,551,5.2613430127,92392,88766,0.0408489737061,1129,164,5.88414634146,879,29604,0.970308066478,2669,4162,0.358721768381,1564,8528,0.81660412758,0.43403312997980936,276366,393840,407082
304,15006,5168,1.9036377709,14486,45957,0.684792305851,31686,44922,0.294644049686,27895,48624,0.426312109246,3444,553,5.22784810127,92303,88775,0.0397409180513,1130,164,5.89024390244,883,29629,0.97019811671,2680,4223,0.365380061568,1569,8583,0.817196784341,0.4337052328650243,276598,394138,407410
305,15027,5185,1.89816779171,14505,45961,0.684406344509,31714,44971,0.294789975762,27908,48633,0.42615096745,3444,555,5.20540540541,92206,88783,0.0385546782605,1136,164,5.92682926829,888,29654,0.970054630067,2689,4283,0.372169040392,1577,8793,0.820652791994,0.433746597251807,276982,394587,407841
306,15044,5202,1.89196462899,14516,45966,0.684201366227,31740,45020,0.294980008885,27925,48643,0.425919453981,3441,557,5.17773788151,92091,88792,0.0371542481305,1138,164,5.93902439024,889,29679,0.970046160585,2692,4344,0.3802946593,1586,9003,0.823836498945,0.43373832786530625,277370,394986,408278
307,15068,5219,1.88714313087,14540,45969,0.683699884705,31749,45020,0.294780097734,27951,48643,0.425384947474,3438,558,5.16129032258,92009,88800,0.0361373873874,1146,164,5.98780487805,894,29705,0.969904056556,2700,4405,0.38706015891,1584,9213,0.828069032888,0.4337729027425674,277696,395324,408278
308,15076,5236,1.87929717341,14567,45972,0.68313321152,31795,45020,0.293758329631,27981,48643,0.424768209198,3434,560,5.13214285714,91903,88809,0.0348388113817,1149,164,6.00609756098,902,29730,0.969660275816,2708,4465,0.393505039194,1586,9424,0.831706281834,0.43344615373548234,278023,395664,408278
309,15072,5253,1.86921758995,14585,45976,0.682769270924,31824,45020,0.293114171479,27981,48644,0.424780034537,3431,562,5.10498220641,91810,88817,0.0336985036648,1150,164,6.01219512195,904,29755,0.969618551504,2716,4526,0.399911621741,1589,9634,0.835063317417,0.4333485419488344,278351,396004,408278
310,15088,5270,1.86299810247,14615,45979,0.682137497553,31846,45020,0.292625499778,27992,48644,0.424553901817,3425,564,5.07269503546,91716,88826,0.0325355188796,1154,164,6.03658536585,906,29780,0.969576897246,2720,4587,0.407019838675,1597,9844,0.837769199512,0.4332491262317083,278678,396342,408380
311,15098,5287,1.8556837526,14636,45983,0.681708457473,31869,45021,0.292130339175,28014,48645,0.424113475177,3418,566,5.03886925795,92166,88843,0.0374030593294,1156,164,6.0487804878,903,29806,0.969704086426,2727,4647,0.413169786959,1604,10055,0.840477374441,0.43503442442575185,279017,396694,410180
312,15122,5304,1.85105580694,14653,45986,0.681359544209,31888,45021,0.291708313898,28038,48645,0.423620104841,3415,568,5.01232394366,93065,88861,0.0473098434634,1163,164,6.09146341463,907,29906,0.969671637798,2737,4708,0.418649107901,1608,10054,0.840063656256,0.4382147218829799,279217,396906,410180
313,15140,5320,1.84586466165,14673,45990,0.680952380952,31908,45021,0.291264076764,28079,48646,0.42278912963,3410,569,4.99297012302,93909,88878,0.0566056841963,1165,164,6.10365853659,909,30007,0.969707068351,2746,4769,0.424197945062,1610,10053,0.839848801353,0.4411113139143288,279417,397119,410358
314,15153,5338,1.83870363432,14689,45993,0.680625312548,31929,45021,0.290797627774,28100,48647,0.422369313627,3406,571,4.9649737303,94211,88896,0.0597889668826,1165,164,6.10365853659,911,30107,0.969741256186,2750,4829,0.430523917995,1617,10053,0.839152491793,0.44210157392737975,279619,397369,410358
315,15173,5355,1.83342670401,14714,45996,0.680102617619,31970,45022,0.289902714229,28132,48648,0.421723400756,3403,573,4.93891797557,94118,88914,0.0585284657084,1165,164,6.10365853659,918,30208,0.969610699153,2756,4890,0.436400817996,1622,10052,0.838639076801,0.4415557032685064,279822,397623,410358
316,15196,5372,1.82874162323,14735,45999,0.679666949282,31988,45022,0.289502909689,28149,48649,0.421385845547,3401,575,4.9147826087,94024,88931,0.057269118755,1168,164,6.12195121951,921,30308,0.969611983635,2759,4951,0.442738840638,1628,10051,0.838026067058,0.4412046196370285,280022,397873,410358
317,15207,5389,1.82185934311,14756,46002,0.679231337768,32003,45022,0.289169739239,28157,48650,0.421233299075,3400,577,4.89254766031,93941,88949,0.0561220474654,1169,164,6.12804878049,924,30409,0.969614258936,2770,5011,0.447216124526,1629,10051,0.83792657447,0.44087587073198586,280224,398124,410358
318,15223,5406,1.81594524602,14789,46005,0.678534941854,32019,45022,0.288814357425,28173,48651,0.420916322378,3393,578,4.87024221453,93844,88967,0.0548180786134,1173,164,6.15243902439,927,30510,0.969616519174,2772,5072,0.453470031546,1633,10050,0.837512437811,0.44045645003120265,280425,398375,411062
319,15257,5423,1.81338742394,14807,46008,0.678164667014,32050,45023,0.288141616507,28186,48652,0.42066102113,3390,580,4.84482758621,93755,88984,0.0536163804729,1172,164,6.14634146341,939,30528,0.969241352201,2781,5133,0.45821157218,1637,10049,0.837098218728,0.43991673320406066,280544,398545,411401
320,15272,5440,1.80735294118,14820,46012,0.677910110406,32081,45023,0.287453079537,28212,48653,0.420138532054,3387,582,4.81958762887,93650,89002,0.0522235455383,1175,164,6.16463414634,940,30547,0.969227747406,2786,5193,0.463508569228,1644,10049,0.836401632003,0.4392781429818467,280665,398710,411401
321,15296,5457,1.80300531428,14842,46015,0.677453004455,32126,45023,0.286453590387,28234,48654,0.419698277634,3384,584,4.79452054795,93535,89020,0.0507189395641,1182,164,6.20731707317,943,30566,0.969148727344,2790,5254,0.468976018272,1654,10048,0.835390127389,0.4385668750111295,280785,398876,411401
322,15306,5474,1.79612714651,14865,46018,0.676974227476,32160,45023,0.285698420807,28250,48655,0.419381358545,3381,586,4.76962457338,93453,89037,0.0495973584016,1183,164,6.21341463415,945,30585,0.969102501226,2794,5315,0.474317968015,1658,10047,0.834975614611,0.43798949107168283,280904,399040,411401
323,15319,5491,1.78983791659,14883,46021,0.676604158971,32183,45024,0.28520344705,28274,48656,0.418900032884,3379,588,4.74659863946,93372,89055,0.0484756611083,1188,164,6.24390243902,952,30604,0.968892955169,2806,5375,0.477953488372,1668,10047,0.833980292625,0.43740236633751445,281025,399207,411401
324,15330,5508,1.78322440087,14905,46024,0.676147227533,32204,45024,0.28473702914,28305,48657,0.418274862815,3372,589,4.72495755518,93280,89073,0.0472309229508,1189,164,6.25,958,30623,0.968716324331,2813,5436,0.482523914643,1672,10046,0.833565598248,0.4367512733688074,281144,399371,411401
325,15336,5525,1.77574660633,14929,46027,0.675646902905,32234,45024,0.284070717839,28327,48658,0.417834682889,3368,591,4.69881556684,93197,89090,0.0460994499944,1188,164,6.24390243902,962,30642,0.968605182429,2817,5497,0.48753865745,1676,10046,0.833167429823,0.43613117924796635,281264,399537,411533
326,15349,5542,1.76957776976,14945,46030,0.675320443189,32248,45024,0.283759772566,28345,48659,0.417476725786,3364,593,4.67284991568,93108,89108,0.0448893477578,1189,164,6.25,967,30665,0.968465677482,2822,5557,0.492172035271,1683,10045,0.832453957193,0.43560292408675594,281387,399706,411899
327,15356,5559,1.76236733225,14973,46034,0.674740409263,32287,45025,0.282909494725,28370,48661,0.416986909435,3357,595,4.64201680672,93006,89126,0.0435338733927,1194,164,6.28048780488,969,30689,0.968425168627,2825,5618,0.497152011392,1690,10044,0.831740342493,0.43488268831145765,281515,399848,411963
328,15383,5576,1.75878766141,14997,46031,0.674197823206,32315,45025,0.28228761799,28398,48676,0.416591338647,3355,597,4.61976549414,92918,89143,0.0423476885454,1198,164,6.30487804878,974,30713,0.968287044574,2833,5679,0.501144567706,1694,10044,0.831342094783,0.4343400272680793,281648,399995,411963
329,15411,5593,1.7554085464,15009,46029,0.673922961611,32348,45026,0.28157064807,28432,48692,0.416084777787,3352,598,4.60535117057,92818,89161,0.0410156907168,1201,164,6.32317073171,977,30736,0.968213170224,2835,5740,0.506097560976,1698,10043,0.83092701384,0.43378569248568044,281782,400143,411963
330,15434,5610,1.75115864528,15025,46026,0.67355407813,32382,45026,0.280815528806,28443,48708,0.416050751417,3349,600,4.58166666667,92730,89179,0.0398187914195,1205,164,6.34756097561,982,30760,0.968075422627,2847,5800,0.509137931034,1703,10042,0.830412268472,0.4332688931060781,281915,400290,412316
