Day,Jewi sim,Jewi data,Jewi error,Kule sim,Kule data,Kule error,Pugnido sim,Pugnido data,Pugnido error,Teirkidi sim,Teirkidi data,Teirkidi error,Dadaab sim,Dadaab data,Dadaab error,Kakuma sim,Kakuma data,Kakuma error,EastDarfur sim,EastDarfur data,EastDarfur error,Khartoum sim,Khartoum data,Khartoum error,WestKordofan sim,WestKordofan data,WestKordofan error,WhiteNile sim,WhiteNile data,WhiteNile error,Total error,refugees in camps (UNHCR),refugees in camps (simulation),raw UNHCR refugee count
520,19052,8840,1.15520361991,19000,46793,0.593956360994,37326,61197,0.390068140595,33213,51337,0.353039717942,2803,946,1.96300211416,93131,91011,0.0232938875521,1758,164,9.71951219512,1565,33070,0.952676141518,4142,17329,0.760978706215,2514,9952,0.747387459807,0.42945805095450024,320639,454799,453967
521,19065,8857,1.1525347183,19013,46794,0.593687224858,37365,61333,0.390784732526,33253,51359,0.352538016706,2799,948,1.95253164557,93061,91024,0.0223787133064,1762,164,9.74390243902,1567,33075,0.952622826909,4150,17390,0.761357101783,2517,9952,0.747086012862,0.4292107100119665,320896,455166,453967
522,19090,8874,1.15122830741,19041,46795,0.593097553157,37400,61470,0.391573125102,33290,51382,0.352107742011,2799,950,1.94631578947,92963,91037,0.0211562331799,1767,164,9.7743902439,1566,33080,0.952660217654,4154,17450,0.761948424069,2524,9952,0.746382636656,0.4289157226751029,321154,455535,453967
523,19108,8891,1.14913957935,19064,46796,0.592614753398,37421,61607,0.392585258169,33307,51404,0.352054314839,2793,952,1.93382352941,92873,91050,0.0200219659528,1766,164,9.76829268293,1568,33085,0.952606921566,4159,17511,0.762492147793,2526,9952,0.746181672026,0.4287114357895785,321412,455903,454018
524,19124,8908,1.14683430624,19092,46797,0.592025129816,37452,61743,0.393421116564,33348,51427,0.351546852821,2791,954,1.92557651992,92781,91055,0.0189555763,1768,164,9.78048780488,1575,33090,0.952402538531,4163,17572,0.763089005236,2534,9952,0.745377813505,0.4283999975129173,321662,456264,454018
525,19149,8925,1.14554621849,19120,46798,0.591435531433,37475,61880,0.394392372334,33378,51449,0.351241034811,2789,955,1.92041884817,92689,91060,0.0178893037558,1772,164,9.80487804878,1583,33095,0.952168001209,4171,17633,0.763454885726,2539,9952,0.744875401929,0.42818045981653313,321911,456623,467847
526,19183,8942,1.14526951465,19143,46799,0.590952798137,37508,62017,0.395198090846,33410,51472,0.350909232204,2787,957,1.91222570533,92607,91065,0.0169329599736,1777,164,9.83536585366,1585,33102,0.952117696816,4182,17873,0.766015777989,2543,9952,0.744473472669,0.42833255259149416,322343,457167,467847
527,19225,8959,1.14588681773,19159,46800,0.59061965812,37538,62154,0.396048524632,33445,51495,0.35051946791,2784,959,1.90302398332,92512,91070,0.0158339738663,1778,164,9.84146341463,1591,33109,0.951946600622,4194,18114,0.768466379596,2543,9952,0.744473472669,0.42847361637792153,322776,457710,478022
528,19241,12348,0.558228053126,19177,46800,0.590235042735,37566,62140,0.395461860315,33475,51497,0.349962133717,2783,961,1.89594172737,92422,91075,0.014790008235,1781,164,9.85975609756,1591,33116,0.951956758063,4192,18355,0.771615363661,2554,9952,0.743368167203,0.41354378569152717,326408,461452,478022
529,19250,15737,0.223231873928,19189,46800,0.589978632479,37604,62126,0.394713968387,33485,51499,0.349793199868,2780,963,1.88681204569,92332,91080,0.0137461572244,1787,164,9.89634146341,1592,33123,0.951936720708,4200,18596,0.774144977414,2558,9952,0.742966237942,0.3989607320324809,330040,465195,478022
530,19275,19126,0.00779044232981,19221,46801,0.589303647358,37640,62113,0.394007695651,33520,51502,0.349151489263,2778,964,1.88174273859,92222,91085,0.0124828456936,1791,164,9.92073170732,1591,33130,0.951977060066,4205,18836,0.776757273306,2563,9952,0.742463826367,0.38457112202665483,333673,468937,488190
531,19299,21928,0.119892375046,19234,46801,0.589025875515,37711,62113,0.392864617713,33542,51502,0.348724321386,2776,966,1.87370600414,92137,91085,0.0115496514245,1799,164,9.96951219512,1598,33137,0.951775960407,4212,19077,0.779210567699,2569,9952,0.741860932476,0.38857227708070385,336725,472100,488190
532,19331,24731,0.218349439974,19254,46802,0.588607324473,37768,62113,0.391946935424,33585,51502,0.347889402353,2775,968,1.86673553719,92047,91086,0.0105504687877,1806,164,10.012195122,1603,33145,0.951636747624,4218,19318,0.781654415571,2576,9952,0.74115755627,0.39330627668998563,339781,475266,488240
533,19355,27534,0.297050918864,19275,46802,0.5881586257,37846,62113,0.390691159661,33628,51502,0.347054483321,2770,970,1.85567010309,91965,91086,0.00965022067058,1814,164,10.0609756098,1608,33158,0.951504915857,4231,19559,0.783680147247,2582,9952,0.740554662379,0.3979232294948081,342840,478436,488240
534,19382,30336,0.361089135021,19303,46803,0.587569172916,37902,62113,0.389789577061,33686,51502,0.345928313464,2766,972,1.84567901235,91871,91087,0.00860715579611,1816,164,10.0731707317,1610,33172,0.951465091041,4239,19800,0.785909090909,2582,9952,0.740554662379,0.40243884810971925,345901,481607,488240
535,19408,33139,0.414345635052,19333,46803,0.586928188364,37989,62113,0.388388904094,33743,51502,0.344821560328,2764,974,1.83778234086,91783,91088,0.00762998419111,1820,164,10.0975609756,1615,33186,0.951334900259,4240,20040,0.788423153693,2586,9952,0.740152733119,0.4068133688291815,348961,484778,488240
536,19429,35942,0.459434644705,19380,46804,0.585932826254,38073,62113,0.387036530195,33807,51502,0.34357889014,2761,975,1.83179487179,92280,91088,0.0130862462673,1826,164,10.1341463415,1617,33200,0.951295180723,4245,20281,0.79069079434,2596,9952,0.739147909968,0.4127225364395874,352021,487948,488295
537,19461,38745,0.497715834301,19409,46804,0.585313221092,38157,62113,0.385684156296,33886,51502,0.342044969127,2758,977,1.82292732856,93314,91089,0.0244266596406,1828,164,10.1463414634,1620,33238,0.951260605331,4254,20522,0.792710262158,2601,9952,0.738645498392,0.4200379604963025,355106,491144,507914
538,19496,39678,0.508644588941,19427,46805,0.584937506677,38273,62113,0.38381659234,33978,51502,0.340258630733,2753,979,1.81205311542,94528,91089,0.0377542842714,1835,164,10.1890243902,1623,33276,0.951226108907,4260,20763,0.79482733709,2602,9952,0.738545016077,0.4246564193522133,356321,492469,507914
539,19537,40612,0.518935290062,19470,46805,0.58401880141,38380,62113,0.382093925587,34073,51502,0.338414042173,2752,981,1.80530071356,94937,91090,0.0422329564167,1837,164,10.2012195122,1628,33314,0.951131656361,4267,21004,0.796848219387,2615,9952,0.737238745981,0.426873302623225,357537,493795,507914
540,19585,41545,0.528583463714,19507,46806,0.583237191813,38503,62113,0.380113663806,34180,51502,0.336336452953,2750,983,1.7975584944,94853,91091,0.0412993599807,1842,164,10.2317073171,1628,33352,0.951187335092,4278,21244,0.798625494257,2622,9952,0.736535369775,0.42764360895549014,358752,495121,507920
541,19644,42479,0.537559735399,19546,46806,0.582403965304,38636,62113,0.377972405133,34291,51502,0.334181196847,2746,984,1.7906504065,94758,91109,0.0400509280093,1846,164,10.256097561,1634,33390,0.951063192573,4278,21485,0.80088433791,2628,9952,0.735932475884,0.4282495888706165,359984,496463,507920
542,19689,43412,0.546461807795,19582,46807,0.581643771231,38759,62113,0.375992143352,34415,51502,0.331773523358,2736,986,1.77484787018,94658,91127,0.0387481207546,1848,164,10.2682926829,1638,33428,0.950999162379,4288,21726,0.802632790205,2630,9952,0.735731511254,0.42883917423598555,361217,497807,508148
543,19740,44346,0.554864023813,19637,46807,0.580468733309,38894,62113,0.373818685299,34498,51502,0.330161935459,2732,988,1.76518218623,94566,91145,0.0375336003072,1851,164,10.2865853659,1636,33432,0.95106484805,4303,21967,0.804115263805,2638,9952,0.734927652733,0.42940984945477023,362416,499117,509305
544,19801,45280,0.562698763251,19683,46808,0.579494958127,39011,62114,0.371945133142,34631,51502,0.327579511475,2731,990,1.75858585859,94476,91163,0.0363414981955,1849,164,10.2743902439,1639,33436,0.950980978586,4315,22208,0.805700648415,2647,9952,0.734023311897,0.42988089115745415,363617,500427,515921
545,19836,45540,0.56442687747,19747,46806,0.578109644063,39163,62115,0.369508170329,34746,51502,0.325346588482,2729,992,1.75100806452,94382,91169,0.0352422424289,1857,164,10.3231707317,1644,33441,0.950838790706,4325,22448,0.807332501782,2657,9952,0.733018488746,0.4293231244970876,364129,501047,515921
546,19903,45800,0.565436681223,19794,46805,0.577096464053,39321,62116,0.366974692511,34862,51502,0.323094248767,2726,994,1.74245472837,94282,91175,0.0340773238278,1861,164,10.3475609756,1647,33445,0.950754970848,4334,22689,0.808982326237,2660,9952,0.732717041801,0.42870541517433536,364642,501669,515921
547,19963,46060,0.566587060356,19850,46804,0.575890949491,39450,62117,0.364908157187,34994,51502,0.320531241505,2722,995,1.73567839196,94188,91182,0.032967032967,1863,164,10.3597560976,1651,33450,0.950642750374,4347,22930,0.810423026603,2670,9952,0.73171221865,0.42809648479006235,365156,502292,515921
548,20019,46320,0.567810880829,19903,46802,0.57474039571,39607,62119,0.362401197701,35100,51502,0.318473069007,2718,997,1.72617853561,94090,91188,0.0318243628548,1868,164,10.3902439024,1653,33454,0.950588868297,4356,23171,0.812006387294,2673,9952,0.731410771704,0.4275341907572149,365669,502914,515921
549,20075,46580,0.569021039073,19953,46801,0.57366295592,39719,62120,0.360608499678,35204,51502,0.316453729952,2716,999,1.71871871872,93991,91194,0.03067087747,1869,164,10.3963414634,1657,33459,0.95047670283,4359,23411,0.813805476058,2682,9952,0.730506430868,0.4270963619183903,366182,503535,515921
550,20125,46840,0.570345858241,20002,46800,0.572606837607,39862,62121,0.358316833277,35321,51502,0.314181973516,2714,1001,1.71128871129,93887,91201,0.0294514314536,1876,164,10.4390243902,1658,33463,0.950452738846,4371,23652,0.815195332319,2688,9952,0.729903536977,0.42654951240264416,366696,504159,519654
551,20200,47101,0.57113437082,20045,46799,0.571678882027,40002,62123,0.356083898073,35446,51502,0.311754883306,2714,1003,1.70588235294,93767,91207,0.0280680210949,1881,164,10.4695121951,1665,33468,0.950250986016,4387,23893,0.81638973758,2689,9952,0.729803054662,0.425890221452458,367212,504786,521475
552,20273,47082,0.569410815174,20102,46820,0.570653566852,40123,62195,0.354883833106,35562,51512,0.309636589533,2709,1004,1.69820717131,93673,91213,0.0269698398255,1884,164,10.487804878,1666,33472,0.950227055449,4391,24134,0.818057512223,2697,9952,0.728999196141,0.42508189406553704,367548,505236,521475
553,20342,47064,0.567780044195,20169,46841,0.569415682842,40256,62267,0.35349382498,35690,51522,0.307286207834,2703,1006,1.68687872763,93570,91220,0.0257618943214,1888,164,10.512195122,1675,33477,0.949965648057,4402,24375,0.819405128205,2704,9952,0.728295819936,0.4241263645457313,367888,505690,521524
554,20380,47046,0.566806954895,20223,46863,0.568465527175,40386,62339,0.352155151671,35796,51533,0.30537713698,2700,1008,1.67857142857,93487,91226,0.0247846008813,1890,164,10.5243902439,1684,33496,0.949725340339,4416,24615,0.820597196831,2711,9952,0.72759244373,0.4234362185736554,368242,506157,521524
555,20459,47028,0.564961299651,20276,46884,0.567528367887,40532,62412,0.35057360764,35917,51543,0.303164348214,2698,1010,1.67128712871,93382,91232,0.0235662925289,1894,164,10.5487804878,1691,33516,0.949546485261,4430,24856,0.82177341487,2717,9952,0.726989549839,0.42251293418014796,368597,506626,521813
556,20512,47009,0.563658022932,20351,46905,0.566123014604,40638,62440,0.349167200512,36039,51553,0.300933020387,2695,1012,1.66304347826,93279,91239,0.0223588596982,1899,164,10.5792682927,1693,33535,0.949515431639,4448,25097,0.822767661473,2725,9952,0.726185691318,0.42163315316096783,368906,507049,521889
557,20578,46991,0.562086356962,20407,46927,0.565133079038,40754,62469,0.347612415758,36161,51564,0.29871615856,2690,1014,1.65285996055,93195,91250,0.0213150684932,1895,164,10.5548780488,1701,33555,0.949307107734,4452,25338,0.824295524509,2734,9952,0.725281350482,0.4207770892466362,369224,507481,522774
558,20643,46973,0.560534775296,20478,46948,0.563815284996,40871,62498,0.346043073378,36276,51574,0.296622329081,2685,1015,1.64532019704,93092,91261,0.0200633348309,1906,164,10.6219512195,1709,33574,0.949097515935,4464,25579,0.825481840572,2743,9952,0.724377009646,0.41986751024251906,369538,507883,522774
559,20707,46955,0.559003301033,20519,46969,0.56313738849,40983,62526,0.344544669418,36406,51585,0.294252205098,2684,1017,1.63913470993,92995,91273,0.0188664774906,1913,164,10.6646341463,1713,33594,0.949008751563,4478,25819,0.826561834308,2746,9952,0.724075562701,0.41904643453903434,369854,508289,522774
560,20766,46937,0.557577177919,20558,46991,0.562511970377,41094,62555,0.343074094797,36496,51595,0.292644636108,2682,1019,1.63199214917,92901,91284,0.0177139476798,1916,164,10.6829268293,1716,33613,0.948948323565,4490,26060,0.827705295472,2758,9952,0.72286977492,0.41834022206013455,370170,508695,522774
561,20817,46918,0.5563110107,20622,47012,0.561346039309,41199,62584,0.341700754186,36617,51605,0.290436973162,2676,1021,1.62095984329,92806,91296,0.0165396074308,1922,164,10.7195121951,1720,33633,0.94885975084,4500,26301,0.82890384396,2764,9952,0.722266881029,0.4175299471504996,370486,509100,522831
562,20887,46900,0.554648187633,20675,47034,0.560424373857,41317,62613,0.340121061121,36721,51616,0.288573310601,2673,1023,1.61290322581,92723,91312,0.0154525144559,1927,164,10.75,1725,33652,0.948740045168,4506,26542,0.830231331475,2769,9952,0.721764469453,0.41674667213220856,370808,509512,523267
563,20950,46882,0.553133398746,20737,47033,0.559096804371,41441,63181,0.344090786787,36821,51626,0.286774106071,2668,1025,1.60292682927,92615,91328,0.0140920637701,1924,164,10.7317073171,1733,33672,0.948532905678,4511,26783,0.83157226599,2772,9952,0.721463022508,0.4166707027655349,371646,510440,532612
564,20999,46864,0.551916182998,20787,47033,0.558033721004,41537,63749,0.348428994965,36939,51636,0.284627004416,2664,1026,1.59649122807,92535,91344,0.0130386232265,1929,164,10.762195122,1738,33690,0.948411991689,4516,27103,0.833376378999,2777,9952,0.720960610932,0.4169196453735093,372561,511445,533330
565,21057,46846,0.550505912992,20848,47033,0.556736759297,41655,64318,0.35235859324,37055,51647,0.282533351405,2659,1028,1.58657587549,92446,91360,0.0118870402802,1932,164,10.7804878049,1738,33708,0.948439539575,4528,27424,0.834889148191,2784,9952,0.720257234727,0.4170183142336939,373480,512450,535034
566,21129,46827,0.54878595682,20922,47033,0.555163395914,41759,64113,0.348665637234,37151,51657,0.280813829684,2657,1030,1.57961165049,92351,91376,0.0106701978638,1935,164,10.7987804878,1743,33727,0.948320336822,4536,27744,0.836505190311,2786,9952,0.720056270096,0.41592728499048504,373623,512681,535034
567,21185,46809,0.547416095195,20969,47034,0.554173576562,41873,63908,0.344792514239,37257,51668,0.278915382829,2653,1032,1.57073643411,92247,91393,0.00934426050135,1943,164,10.8475609756,1750,33745,0.948140465254,4552,28065,0.837805095314,2789,9952,0.719754823151,0.414854054632528,373770,512916,535034
568,21243,46791,0.546002436366,21029,47034,0.552897903644,41995,63703,0.340768880586,37337,51678,0.277506869461,2653,1034,1.56576402321,92141,91409,0.00800796420484,1945,164,10.8597560976,1757,33764,0.947962326739,4560,28385,0.839351770301,2800,9952,0.718649517685,0.4137796391683649,373914,513148,535034
569,21305,46773,0.544502170055,21084,47035,0.551738067397,42099,63498,0.337002740244,37443,51688,0.27559588299,2651,1035,1.561352657,92047,91425,0.00680339075745,1951,164,10.8963414634,1762,33782,0.94784204606,4564,28706,0.841008848324,2805,9952,0.718147106109,0.4127621919595357,374058,513380,535034
570,21344,46754,0.543482910553,21156,47035,0.550207292442,42177,63293,0.333622991484,37548,51699,0.273719027447,2647,1037,1.55255544841,91969,91441,0.00577421506764,1957,164,10.9329268293,1767,33801,0.947723440135,4577,29027,0.842319220037,2814,9952,0.717242765273,0.4118326149175715,374203,513613,537407
571,21401,46736,0.542087470045,21233,47036,0.548579811208,42274,63088,0.32992011159,37639,51709,0.272099634493,2647,1039,1.54764196343,91875,91457,0.0045704538745,1959,164,10.9451219512,1772,33805,0.947581718681,4589,29280,0.843271857923,2815,9952,0.717142282958,0.41068117328317294,374266,513765,538113
572,21471,46718,0.540412688899,21297,47037,0.547228777345,42368,62884,0.326251510718,37738,51720,0.27034029389,2646,1041,1.54178674352,91800,91474,0.00356385420994,1960,164,10.9512195122,1771,33810,0.947619047619,4601,29534,0.844213448906,2821,9952,0.716539389068,0.40956739168763723,374334,513954,537079
573,21526,46700,0.539057815846,21365,47037,0.545783106916,42450,62884,0.324947522422,37823,51732,0.268866465631,2643,1043,1.53403643337,92260,91474,0.00859260554912,1961,164,10.9573170732,1779,33815,0.947390211445,4605,29787,0.845402356733,2830,9952,0.715635048232,0.4103495039883819,374588,514329,537079
574,21583,46682,0.537659054882,21439,47038,0.544219567158,42540,62884,0.323516315756,37899,51745,0.267581408832,2639,1045,1.52535885167,93372,91475,0.0207379065318,1971,164,11.0182926829,1779,33820,0.947397989355,4619,30041,0.846243467261,2837,9952,0.714931672026,0.412873553405932,374846,514709,537079
575,21627,46663,0.536527870047,21491,47038,0.54311407798,42623,62884,0.322196425164,37991,51758,0.26598786661,2635,1046,1.51912045889,94633,91475,0.0345230937415,1978,164,11.0609756098,1783,33825,0.947287509239,4636,30294,0.846966395986,2846,9952,0.71402733119,0.4158315538031293,375099,515083,537079
576,21682,46645,0.535169900311,21540,47039,0.542082102086,42741,62884,0.320319954201,38090,51770,0.264245702144,2627,1048,1.50667938931,95034,91476,0.0388954479864,1978,164,11.0609756098,1788,33830,0.947147502217,4647,30548,0.8478787482,2850,9952,0.713625401929,0.41635407453191103,375356,515464,537755
577,21730,46627,0.533961009715,21594,47039,0.540934118497,42869,62968,0.319193876255,38177,51783,0.262750323465,2624,1050,1.49904761905,94931,91478,0.0377467806467,1983,164,11.0914634146,1791,33835,0.947066646963,4659,30801,0.848738677316,2854,9952,0.713223472669,0.41569935346835346,375697,515930,537755
578,21780,46609,0.532708275226,21654,47040,0.539668367347,42954,63052,0.318752775487,38253,51796,0.261468067032,2624,1052,1.49429657795,94836,91481,0.0366742820914,1984,164,11.0975609756,1796,33840,0.946926713948,4671,31055,0.849589438094,2864,9952,0.712218649518,0.4151648357492933,376041,516399,537755
579,21823,46591,0.531604816381,21705,47041,0.538593992475,43050,63137,0.3181494211,38327,51809,0.260225057422,2622,1054,1.48766603416,94733,91484,0.0355144068908,1987,164,11.1158536585,1797,33845,0.946905008125,4680,31308,0.850517439632,2869,9952,0.711716237942,0.41466052047770235,376385,516869,538101
580,21880,46572,0.530189813622,21761,47041,0.537403541591,43139,63137,0.31673978808,38411,51840,0.259047067901,2619,1055,1.48246445498,94616,91487,0.0342015805524,1989,164,11.1280487805,1799,33850,0.946853766617,4692,31562,0.851340219251,2876,9952,0.711012861736,0.4139382997929167,376660,517269,538101
581,21932,46554,0.528891180135,21815,47041,0.536255606811,43248,63137,0.315013383594,38490,51871,0.257966879374,2617,1057,1.47587511826,94525,91490,0.0331730243742,1992,164,11.1463414634,1803,33855,0.946743464776,4706,31816,0.852087000251,2884,9952,0.710209003215,0.41325473487611986,376937,517673,540944
582,21972,46536,0.527849406911,21857,47041,0.535362768649,43315,63137,0.313952199186,38573,51902,0.256810912874,2616,1059,1.47025495751,94442,91493,0.0322319740308,1998,164,11.1829268293,1810,33865,0.946552487819,4721,31885,0.851936647326,2889,9952,0.70970659164,0.41248534614915366,377034,517895,540944
583,22035,46518,0.526312395202,21903,47041,0.53438489828,43388,63137,0.312795983338,38648,51933,0.255810371055,2610,1061,1.45994344958,94347,91496,0.0311598321238,1998,164,11.1829268293,1815,33875,0.946420664207,4729,31954,0.852006008637,2896,9952,0.709003215434,0.411607637664366,377131,518118,540944
584,22072,46499,0.525323125228,21946,47100,0.534055201699,43475,63137,0.311418027464,38726,51964,0.25475329074,2608,1063,1.45343367827,94251,91499,0.0300768314408,2004,164,11.2195121951,1817,33885,0.94637745315,4749,32023,0.85170034038,2899,9952,0.708701768489,0.41086337685469376,377286,518398,540944
585,22120,46481,0.524106624212,21999,47159,0.533514281473,43552,63137,0.310198457323,38798,51995,0.253812866622,2605,1065,1.44600938967,94168,91502,0.0291359751699,2008,164,11.243902439,1827,33895,0.946098244579,4760,32092,0.851676430263,2905,9952,0.708098874598,0.4101292383995422,377442,518681,542192
586,22165,46463,0.522953748144,22058,47219,0.532857536161,43635,63137,0.308883855742,38870,52026,0.252873563218,2600,1066,1.43902439024,94065,91504,0.0279878475258,2013,164,11.2743902439,1827,33906,0.946115731729,4777,32161,0.851466061379,2905,9952,0.708098874598,0.4093533334392661,377598,518954,542587
587,22197,46445,0.522079879427,22105,47219,0.531862174125,43711,63145,0.307767835933,38958,52032,0.251268450185,2599,1068,1.43352059925,93972,91507,0.0269378298928,2018,164,11.3048780488,1831,33916,0.946013680859,4782,32231,0.851633520524,2916,9952,0.706993569132,0.40852152224508115,377679,519153,542587
588,22240,46427,0.520968402007,22162,47219,0.530655032932,43765,63154,0.307011432372,39026,52039,0.25006245316,2597,1070,1.42710280374,93880,91510,0.0258988088733,2025,164,11.3475609756,1830,33926,0.94605906974,4795,32300,0.851547987616,2919,9952,0.706692122186,0.4077657566556632,377761,519353,542587
589,22287,46408,0.51975952422,22200,47219,0.529850272136,43829,63163,0.306096923832,39100,52046,0.248741497906,2595,1072,1.42070895522,93799,91513,0.0249800574782,2029,164,11.3719512195,1834,33936,0.94595709571,4803,32369,0.851617288146,2923,9952,0.706290192926,0.40702462934242356,377842,519552,542587
590,22318,46390,0.518904936409,22239,47220,0.529034307497,43910,63171,0.304902566051,39150,52053,0.247881966457,2594,1074,1.41527001862,93707,91516,0.0239411687574,2036,164,11.4146341463,1837,33946,0.945884640311,4819,32438,0.851439669523,2927,9952,0.705888263666,0.40630655899069656,377924,519752,542587
591,22351,46372,0.51800655568,22288,47220,0.527996611605,43970,63180,0.304051915163,39217,52059,0.246681649667,2593,1075,1.41209302326,93630,91519,0.0230662485386,2039,164,11.4329268293,1838,33957,0.945872721383,4834,32507,0.851293567539,2929,9952,0.705687299035,0.40561368235869893,378005,519951,542689
592,22395,46354,0.516870173016,22336,47220,0.526980093181,44055,63189,0.30280586811,39287,52066,0.245438481927,2591,1077,1.40575673166,93543,91522,0.0220821223312,2045,164,11.4695121951,1845,33957,0.94566657832,4847,32576,0.851209479371,2935,9952,0.705084405145,0.4047588189707388,378077,520142,542689
593,22440,46336,0.515711325967,22384,47221,0.525973613435,44108,63198,0.302066521092,39351,52073,0.244310871277,2585,1079,1.39573679333,93446,91525,0.0209888008741,2046,164,11.4756097561,1850,33957,0.945519333274,4867,32646,0.85091588556,2941,9952,0.704481511254,0.4039418116043591,378151,520333,542752
594,22477,46317,0.51471381998,22429,47222,0.525030706027,44188,63212,0.300955514776,39417,52080,0.24314516129,2582,1081,1.38852913969,93347,91528,0.0198736998514,2048,164,11.487804878,1849,33957,0.945548782283,4876,32715,0.850955219318,2946,9952,0.703979099678,0.40313514599659467,378228,520528,542752
595,22524,46299,0.513510011015,22466,47223,0.524257247528,44242,63227,0.300267290873,39472,52086,0.242176400568,2577,1083,1.37950138504,93259,91530,0.0188899814269,2055,164,11.5304878049,1858,33957,0.945283741202,4882,32784,0.851085895559,2951,9952,0.703476688103,0.4024451170351965,378305,520723,542752
596,22576,46281,0.512197229965,22515,47225,0.523239809423,44307,63242,0.299405458398,39518,52093,0.241395197051,2575,1085,1.3732718894,93165,91533,0.0178296352135,2057,164,11.5426829268,1866,33957,0.94504814913,4891,32853,0.851124707028,2959,9952,0.702672829582,0.4016702564847972,378385,520922,542752
597,22627,46263,0.510905042907,22564,47226,0.52221234066,44334,63257,0.299144758683,39579,52100,0.240326295585,2573,1086,1.36924493554,93071,91536,0.0167693585038,2059,164,11.5548780488,1877,33957,0.94472421003,4904,32922,0.851041856509,2968,9952,0.701768488746,0.40094011832068127,378463,521117,542752
598,22663,46244,0.509925611971,22606,47228,0.521343270941,44401,63272,0.298251991402,39634,52107,0.239372828987,2572,1088,1.36397058824,92966,91539,0.0155889839303,2061,164,11.5670731707,1884,33957,0.944518066967,4910,32991,0.85117153163,2973,9952,0.70126607717,0.4001880900930412,378542,521314,542752
599,22689,46226,0.509172327262,22654,47229,0.520337081031,44462,63287,0.297454453521,39710,52113,0.238002034041,2571,1090,1.35871559633,92893,91542,0.0147582530423,2059,164,11.5548780488,1886,33957,0.944459168949,4931,33061,0.850851456399,2979,9952,0.70066318328,0.39945222267122005,378621,521512,543997
600,22738,46208,0.507920706371,22699,47231,0.519404628316,44519,63302,0.296720482765,39765,52120,0.237049117421,2568,1092,1.35164835165,92794,91545,0.0136435632749,2059,338,5.09171597633,1892,33961,0.944289037425,4939,32227,0.846743413908,2980,10016,0.702476038339,0.3967278594857687,378040,521512,544111
601,22772,46190,0.506992855596,22731,47245,0.518869721664,44582,63216,0.294767147558,39813,52127,0.236230744144,2566,1094,1.34552102377,92696,91548,0.0125398697951,2065,512,3.033203125,1893,33965,0.944266156337,4952,31393,0.842257828178,2985,10080,0.703869047619,0.39393963484113736,377370,521512,544111
602,22795,46172,0.506302521008,22769,47259,0.518208171988,44664,63130,0.292507524157,39865,52134,0.23533586527,2564,1096,1.33941605839,92611,91551,0.011578246005,2065,687,2.0058224163,1896,33969,0.944184403427,4959,30559,0.837723747505,2988,10145,0.705470675209,0.3911261421494975,376702,521512,544111
603,22835,46153,0.505232595931,22803,47273,0.517631629048,44707,63044,0.290860351501,39931,52140,0.234158036057,2562,1097,1.3354603464,92521,91554,0.0105620726566,2065,861,1.39837398374,1901,33973,0.944043799488,4972,29725,0.832733389403,2998,10209,0.706337545303,0.3882838823601371,376029,521512,544189
604,22879,46135,0.504085835049,22845,47287,0.516886247806,44743,62959,0.28933115202,39985,52147,0.233225305387,2559,1099,1.32848043676,92427,91566,0.00940305353516,2066,1036,0.994208494208,1905,33977,0.943932660329,4986,28891,0.827420303901,2999,10273,0.708069697265,0.38542771132482617,375370,521512,544189
605,22908,46117,0.503263438645,22883,47302,0.516236099953,44792,62873,0.287579724206,40020,52154,0.232657130805,2553,1101,1.31880108992,92335,91579,0.00825516766944,2064,1210,0.705785123967,1909,33981,0.943821547335,4997,28057,0.821898278504,3007,10338,0.709131360031,0.38260851000234847,374712,521512,544213
606,22925,46099,0.502700709343,22927,47316,0.515449319469,44818,62787,0.286189816363,40043,52161,0.23231916566,2549,1103,1.3109700816,92248,91592,0.00716219757184,2069,1385,0.493862815884,1909,33992,0.943839726995,5010,27224,0.815971201881,3014,10402,0.710248029225,0.3799407048582985,374061,521512,544213
607,22966,46081,0.501616718387,22963,47330,0.514832030425,44885,62702,0.284153615515,40098,52167,0.231353154293,2547,1105,1.30497737557,92159,91605,0.00604770481961,2071,1559,0.328415651058,1917,34003,0.943622621533,5023,26390,0.809662751042,3016,10466,0.711828778903,0.3770112049018768,373408,521512,542593
608,23000,46088,0.500954695365,23002,47344,0.514151740453,44939,62708,0.283360974676,40149,52174,0.230478782535,2543,1106,1.29927667269,92061,91618,0.00483529437447,2072,1733,0.195614541258,1919,34014,0.943582054448,5033,25556,0.803059946784,3021,10531,0.713132655968,0.3743134373189727,372872,521512,542593
609,23026,46095,0.500466428029,23043,47358,0.513429621183,44975,62714,0.282855502759,40203,52181,0.229547153178,2542,1108,1.29422382671,91969,91631,0.00368870797001,2074,1908,0.0870020964361,1919,34025,0.943600293902,5043,24722,0.796011649543,3018,10595,0.715148655026,0.37170896257959857,372337,521512,542593
610,23055,46102,0.499913235868,23074,47373,0.512929305723,45012,62720,0.282334183673,40253,52188,0.228692419713,2539,1110,1.28738738739,91878,91644,0.00255335864868,2073,2082,0.00432276657061,1920,34036,0.94358914091,5056,23888,0.78834561286,3019,10660,0.716791744841,0.36914710209438867,371803,521512,542593
